origin_position,signal_position,entry_position,exit_position,origin_date,signal_date,entry_date,exit_date,side,branch,delay_bars,hold_bars
236894,236894,236896,237184,2022-04-02 13:10:00,2022-04-02 13:10:00,2022-04-02 13:20:00,2022-04-03 13:20:00,1,primary_perp_dominant,2,288
237184,237184,237186,237474,2022-04-03 13:20:00,2022-04-03 13:20:00,2022-04-03 13:30:00,2022-04-04 13:30:00,1,primary_spot_dominant,2,288
237540,237540,237542,237830,2022-04-04 19:00:00,2022-04-04 19:00:00,2022-04-04 19:10:00,2022-04-05 19:10:00,1,primary_perp_dominant,2,288
239197,239197,239199,239487,2022-04-10 13:05:00,2022-04-10 13:05:00,2022-04-10 13:15:00,2022-04-11 13:15:00,1,primary_perp_dominant,2,288
239963,239963,239965,240253,2022-04-13 04:55:00,2022-04-13 04:55:00,2022-04-13 05:05:00,2022-04-14 05:05:00,1,primary_spot_dominant,2,288
240450,240450,240452,240740,2022-04-14 21:30:00,2022-04-14 21:30:00,2022-04-14 21:40:00,2022-04-15 21:40:00,1,primary_perp_dominant,2,288
240759,240759,240761,241049,2022-04-15 23:15:00,2022-04-15 23:15:00,2022-04-15 23:25:00,2022-04-16 23:25:00,-1,primary_perp_dominant,2,288
242885,242885,242887,243175,2022-04-23 08:25:00,2022-04-23 08:25:00,2022-04-23 08:35:00,2022-04-24 08:35:00,1,primary_perp_dominant,2,288
243618,243618,243620,243908,2022-04-25 21:30:00,2022-04-25 21:30:00,2022-04-25 21:40:00,2022-04-26 21:40:00,1,primary_perp_dominant,2,288
244262,244262,244264,244552,2022-04-28 03:10:00,2022-04-28 03:10:00,2022-04-28 03:20:00,2022-04-29 03:20:00,1,primary_spot_dominant,2,288
244704,244704,244706,244994,2022-04-29 16:00:00,2022-04-29 16:00:00,2022-04-29 16:10:00,2022-04-30 16:10:00,-1,primary_spot_dominant,2,288
245147,245147,245149,245437,2022-05-01 04:55:00,2022-05-01 04:55:00,2022-05-01 05:05:00,2022-05-02 05:05:00,1,primary_spot_dominant,2,288
245443,245443,245445,245733,2022-05-02 05:35:00,2022-05-02 05:35:00,2022-05-02 05:45:00,2022-05-03 05:45:00,1,primary_spot_dominant,2,288
245880,245880,245882,246170,2022-05-03 18:00:00,2022-05-03 18:00:00,2022-05-03 18:10:00,2022-05-04 18:10:00,-1,primary_spot_dominant,2,288
246177,246177,246179,246467,2022-05-04 18:45:00,2022-05-04 18:45:00,2022-05-04 18:55:00,2022-05-05 18:55:00,1,primary_spot_dominant,2,288
246621,246621,246623,246911,2022-05-06 07:45:00,2022-05-06 07:45:00,2022-05-06 07:55:00,2022-05-07 07:55:00,1,primary_spot_dominant,2,288
247062,247062,247064,247352,2022-05-07 20:30:00,2022-05-07 20:30:00,2022-05-07 20:40:00,2022-05-08 20:40:00,-1,primary_spot_dominant,2,288
251181,251181,251183,251471,2022-05-22 03:45:00,2022-05-22 03:45:00,2022-05-22 03:55:00,2022-05-23 03:55:00,-1,primary_perp_dominant,2,288
251877,251877,251879,252167,2022-05-24 13:45:00,2022-05-24 13:45:00,2022-05-24 13:55:00,2022-05-25 13:55:00,-1,primary_spot_dominant,2,288
252239,252239,252241,252529,2022-05-25 19:55:00,2022-05-25 19:55:00,2022-05-25 20:05:00,2022-05-26 20:05:00,-1,primary_spot_dominant,2,288
252816,252816,252818,253106,2022-05-27 20:00:00,2022-05-27 20:00:00,2022-05-27 20:10:00,2022-05-28 20:10:00,1,primary_spot_dominant,2,288
253677,253677,253679,253967,2022-05-30 19:45:00,2022-05-30 19:45:00,2022-05-30 19:55:00,2022-05-31 19:55:00,-1,primary_spot_dominant,2,288
257168,257168,257170,257458,2022-06-11 22:40:00,2022-06-11 22:40:00,2022-06-11 22:50:00,2022-06-12 22:50:00,-1,primary_spot_dominant,2,288
258738,258738,258740,259028,2022-06-17 09:30:00,2022-06-17 09:30:00,2022-06-17 09:40:00,2022-06-18 09:40:00,-1,primary_spot_dominant,2,288
259171,259171,259173,259461,2022-06-18 21:35:00,2022-06-18 21:35:00,2022-06-18 21:45:00,2022-06-19 21:45:00,1,primary_spot_dominant,2,288
260046,260046,260048,260336,2022-06-21 22:30:00,2022-06-21 22:30:00,2022-06-21 22:40:00,2022-06-22 22:40:00,1,primary_spot_dominant,2,288
260571,260571,260573,260861,2022-06-23 18:15:00,2022-06-23 18:15:00,2022-06-23 18:25:00,2022-06-24 18:25:00,1,primary_spot_dominant,2,288
261398,261398,261400,261688,2022-06-26 15:10:00,2022-06-26 15:10:00,2022-06-26 15:20:00,2022-06-27 15:20:00,1,primary_spot_dominant,2,288
263778,263778,263780,264068,2022-07-04 21:30:00,2022-07-04 21:30:00,2022-07-04 21:40:00,2022-07-05 21:40:00,1,primary_perp_dominant,2,288
264578,264578,264580,264868,2022-07-07 16:10:00,2022-07-07 16:10:00,2022-07-07 16:20:00,2022-07-08 16:20:00,-1,primary_perp_dominant,2,288
264935,264935,264937,265225,2022-07-08 21:55:00,2022-07-08 21:55:00,2022-07-08 22:05:00,2022-07-09 22:05:00,-1,primary_perp_dominant,2,288
267130,267130,267132,267420,2022-07-16 12:50:00,2022-07-16 12:50:00,2022-07-16 13:00:00,2022-07-17 13:00:00,1,primary_perp_dominant,2,288
267902,267902,267904,268192,2022-07-19 05:10:00,2022-07-19 05:10:00,2022-07-19 05:20:00,2022-07-20 05:20:00,1,primary_perp_dominant,2,288
268678,268678,268680,268968,2022-07-21 21:50:00,2022-07-21 21:50:00,2022-07-21 22:00:00,2022-07-22 22:00:00,1,primary_perp_dominant,2,288
269691,269691,269693,269981,2022-07-25 10:15:00,2022-07-25 10:15:00,2022-07-25 10:25:00,2022-07-26 10:25:00,1,primary_perp_dominant,2,288
274206,274206,274208,274496,2022-08-10 02:30:00,2022-08-10 02:30:00,2022-08-10 02:40:00,2022-08-11 02:40:00,-1,primary_perp_dominant,2,288
275298,275298,275300,275588,2022-08-13 21:30:00,2022-08-13 21:30:00,2022-08-13 21:40:00,2022-08-14 21:40:00,1,primary_perp_dominant,2,288
275878,275878,275880,276168,2022-08-15 21:50:00,2022-08-15 21:50:00,2022-08-15 22:00:00,2022-08-16 22:00:00,-1,primary_perp_dominant,2,288
277397,277397,277399,277687,2022-08-21 04:25:00,2022-08-21 04:25:00,2022-08-21 04:35:00,2022-08-22 04:35:00,1,primary_perp_dominant,2,288
278129,278129,278131,278419,2022-08-23 17:25:00,2022-08-23 17:25:00,2022-08-23 17:35:00,2022-08-24 17:35:00,1,primary_spot_dominant,2,288
279431,279431,279433,279721,2022-08-28 05:55:00,2022-08-28 05:55:00,2022-08-28 06:05:00,2022-08-29 06:05:00,1,primary_perp_dominant,2,288
279748,279748,279750,280038,2022-08-29 08:20:00,2022-08-29 08:20:00,2022-08-29 08:30:00,2022-08-30 08:30:00,-1,primary_spot_dominant,2,288
281569,281569,281571,281859,2022-09-04 16:05:00,2022-09-04 16:05:00,2022-09-04 16:15:00,2022-09-05 16:15:00,-1,primary_perp_dominant,2,288
282497,282497,282499,282787,2022-09-07 21:25:00,2022-09-07 21:25:00,2022-09-07 21:35:00,2022-09-08 21:35:00,-1,primary_spot_dominant,2,288
282788,282788,282790,283078,2022-09-08 21:40:00,2022-09-08 21:40:00,2022-09-08 21:50:00,2022-09-09 21:50:00,-1,primary_perp_dominant,2,288
283520,283520,283522,283810,2022-09-11 10:40:00,2022-09-11 10:40:00,2022-09-11 10:50:00,2022-09-12 10:50:00,1,primary_spot_dominant,2,288
284006,284006,284008,284296,2022-09-13 03:10:00,2022-09-13 03:10:00,2022-09-13 03:20:00,2022-09-14 03:20:00,-1,primary_spot_dominant,2,288
284505,284505,284507,284795,2022-09-14 20:45:00,2022-09-14 20:45:00,2022-09-14 20:55:00,2022-09-15 20:55:00,-1,primary_spot_dominant,2,288
286551,286551,286553,286841,2022-09-21 23:15:00,2022-09-21 23:15:00,2022-09-21 23:25:00,2022-09-22 23:25:00,1,primary_spot_dominant,2,288
286975,286975,286977,287265,2022-09-23 10:35:00,2022-09-23 10:35:00,2022-09-23 10:45:00,2022-09-24 10:45:00,1,primary_spot_dominant,2,288
288030,288030,288032,288320,2022-09-27 02:30:00,2022-09-27 02:30:00,2022-09-27 02:40:00,2022-09-28 02:40:00,-1,primary_spot_dominant,2,288
288613,288613,288615,288903,2022-09-29 03:05:00,2022-09-29 03:05:00,2022-09-29 03:15:00,2022-09-30 03:15:00,1,primary_spot_dominant,2,288
290562,290562,290564,290852,2022-10-05 21:30:00,2022-10-05 21:30:00,2022-10-05 21:40:00,2022-10-06 21:40:00,1,primary_perp_dominant,2,288
290853,290853,290855,291143,2022-10-06 21:45:00,2022-10-06 21:45:00,2022-10-06 21:55:00,2022-10-07 21:55:00,1,primary_perp_dominant,2,288
292015,292015,292017,292305,2022-10-10 22:35:00,2022-10-10 22:35:00,2022-10-10 22:45:00,2022-10-11 22:45:00,-1,primary_perp_dominant,2,288
294889,294889,294891,295179,2022-10-20 22:05:00,2022-10-20 22:05:00,2022-10-20 22:15:00,2022-10-21 22:15:00,-1,primary_perp_dominant,2,288
295811,295811,295813,296101,2022-10-24 02:55:00,2022-10-24 02:55:00,2022-10-24 03:05:00,2022-10-25 03:05:00,-1,primary_perp_dominant,2,288
296974,296974,296976,297264,2022-10-28 03:50:00,2022-10-28 03:50:00,2022-10-28 04:00:00,2022-10-29 04:00:00,1,primary_perp_dominant,2,288
297741,297741,297743,298031,2022-10-30 19:45:00,2022-10-30 19:45:00,2022-10-30 19:55:00,2022-10-31 19:55:00,-1,primary_perp_dominant,2,288
298690,298690,298692,298980,2022-11-03 02:50:00,2022-11-03 02:50:00,2022-11-03 03:00:00,2022-11-04 03:00:00,-1,primary_perp_dominant,2,288
299205,299205,299207,299495,2022-11-04 21:45:00,2022-11-04 21:45:00,2022-11-04 21:55:00,2022-11-05 21:55:00,-1,primary_perp_dominant,2,288
299637,299637,299639,299927,2022-11-06 09:45:00,2022-11-06 09:45:00,2022-11-06 09:55:00,2022-11-07 09:55:00,-1,primary_perp_dominant,2,288
300168,300168,300170,300458,2022-11-08 06:00:00,2022-11-08 06:00:00,2022-11-08 06:10:00,2022-11-09 06:10:00,-1,primary_spot_dominant,2,288
303093,303093,303095,303383,2022-11-18 09:45:00,2022-11-18 09:45:00,2022-11-18 09:55:00,2022-11-19 09:55:00,-1,primary_spot_dominant,2,288
303794,303794,303796,304084,2022-11-20 20:10:00,2022-11-20 20:10:00,2022-11-20 20:20:00,2022-11-21 20:20:00,-1,primary_spot_dominant,2,288
305051,305051,305053,305341,2022-11-25 04:55:00,2022-11-25 04:55:00,2022-11-25 05:05:00,2022-11-26 05:05:00,-1,primary_perp_dominant,2,288
305635,305635,305637,305925,2022-11-27 05:35:00,2022-11-27 05:35:00,2022-11-27 05:45:00,2022-11-28 05:45:00,-1,primary_spot_dominant,2,288
306730,306730,306732,307020,2022-12-01 00:50:00,2022-12-01 00:50:00,2022-12-01 01:00:00,2022-12-02 01:00:00,-1,primary_perp_dominant,2,288
307963,307963,307965,308253,2022-12-05 07:35:00,2022-12-05 07:35:00,2022-12-05 07:45:00,2022-12-06 07:45:00,1,primary_perp_dominant,2,288
308385,308385,308387,308675,2022-12-06 18:45:00,2022-12-06 18:45:00,2022-12-06 18:55:00,2022-12-07 18:55:00,1,primary_perp_dominant,2,288
310172,310172,310174,310462,2022-12-12 23:40:00,2022-12-12 23:40:00,2022-12-12 23:50:00,2022-12-13 23:50:00,1,primary_perp_dominant,2,288
311002,311002,311004,311292,2022-12-15 20:50:00,2022-12-15 20:50:00,2022-12-15 21:00:00,2022-12-16 21:00:00,1,primary_spot_dominant,2,288
312003,312003,312005,312293,2022-12-19 08:15:00,2022-12-19 08:15:00,2022-12-19 08:25:00,2022-12-20 08:25:00,1,primary_perp_dominant,2,288
312510,312510,312512,312800,2022-12-21 02:30:00,2022-12-21 02:30:00,2022-12-21 02:40:00,2022-12-22 02:40:00,-1,primary_perp_dominant,2,288
314290,314290,314292,314580,2022-12-27 06:50:00,2022-12-27 06:50:00,2022-12-27 07:00:00,2022-12-28 07:00:00,1,primary_perp_dominant,2,288
314766,314766,314768,315056,2022-12-28 22:30:00,2022-12-28 22:30:00,2022-12-28 22:40:00,2022-12-29 22:40:00,1,primary_spot_dominant,2,288
315153,315153,315155,315443,2022-12-30 06:45:00,2022-12-30 06:45:00,2022-12-30 06:55:00,2022-12-31 06:55:00,1,primary_perp_dominant,2,288
326501,326501,326503,326791,2023-02-07 16:25:00,2023-02-07 16:25:00,2023-02-07 16:35:00,2023-02-08 16:35:00,1,primary_perp_dominant,2,288
327701,327701,327703,327991,2023-02-11 20:25:00,2023-02-11 20:25:00,2023-02-11 20:35:00,2023-02-12 20:35:00,1,primary_perp_dominant,2,288
328979,328979,328981,329269,2023-02-16 06:55:00,2023-02-16 06:55:00,2023-02-16 07:05:00,2023-02-17 07:05:00,-1,primary_perp_dominant,2,288
329495,329495,329497,329785,2023-02-18 01:55:00,2023-02-18 01:55:00,2023-02-18 02:05:00,2023-02-19 02:05:00,1,primary_perp_dominant,2,288
330607,330607,330609,330897,2023-02-21 22:35:00,2023-02-21 22:35:00,2023-02-21 22:45:00,2023-02-22 22:45:00,1,primary_perp_dominant,2,288
331494,331494,331496,331784,2023-02-25 00:30:00,2023-02-25 00:30:00,2023-02-25 00:40:00,2023-02-26 00:40:00,-1,primary_perp_dominant,2,288
331832,331832,331834,332122,2023-02-26 04:40:00,2023-02-26 04:40:00,2023-02-26 04:50:00,2023-02-27 04:50:00,-1,primary_perp_dominant,2,288
332149,332149,332151,332439,2023-02-27 07:05:00,2023-02-27 07:05:00,2023-02-27 07:15:00,2023-02-28 07:15:00,1,primary_perp_dominant,2,288
332485,332485,332487,332775,2023-02-28 11:05:00,2023-02-28 11:05:00,2023-02-28 11:15:00,2023-03-01 11:15:00,-1,primary_perp_dominant,2,288
336080,336080,336082,336370,2023-03-12 22:40:00,2023-03-12 22:40:00,2023-03-12 22:50:00,2023-03-13 22:50:00,1,primary_spot_dominant,2,288
336706,336706,336708,336996,2023-03-15 02:50:00,2023-03-15 02:50:00,2023-03-15 03:00:00,2023-03-16 03:00:00,1,primary_spot_dominant,2,288
338009,338009,338011,338299,2023-03-19 15:25:00,2023-03-19 15:25:00,2023-03-19 15:35:00,2023-03-20 15:35:00,1,primary_spot_dominant,2,288
338694,338694,338696,338984,2023-03-22 00:30:00,2023-03-22 00:30:00,2023-03-22 00:40:00,2023-03-23 00:40:00,-1,primary_spot_dominant,2,288
339245,339245,339247,339535,2023-03-23 22:25:00,2023-03-23 22:25:00,2023-03-23 22:35:00,2023-03-24 22:35:00,-1,primary_spot_dominant,2,288
340477,340477,340479,340767,2023-03-28 05:05:00,2023-03-28 05:05:00,2023-03-28 05:15:00,2023-03-29 05:15:00,-1,primary_spot_dominant,2,288
341308,341308,341310,341598,2023-03-31 02:20:00,2023-03-31 02:20:00,2023-03-31 02:30:00,2023-04-01 02:30:00,1,primary_perp_dominant,2,288
342608,342608,342610,342898,2023-04-04 14:40:00,2023-04-04 14:40:00,2023-04-04 14:50:00,2023-04-05 14:50:00,-1,primary_spot_dominant,2,288
343984,343984,343986,344274,2023-04-09 09:20:00,2023-04-09 09:20:00,2023-04-09 09:30:00,2023-04-10 09:30:00,1,primary_perp_dominant,2,288
346467,346467,346469,346757,2023-04-18 00:15:00,2023-04-18 00:15:00,2023-04-18 00:25:00,2023-04-19 00:25:00,-1,primary_perp_dominant,2,288
347312,347312,347314,347602,2023-04-20 22:40:00,2023-04-20 22:40:00,2023-04-20 22:50:00,2023-04-21 22:50:00,-1,primary_spot_dominant,2,288
348042,348042,348044,348332,2023-04-23 11:30:00,2023-04-23 11:30:00,2023-04-23 11:40:00,2023-04-24 11:40:00,1,primary_spot_dominant,2,288
348472,348472,348474,348762,2023-04-24 23:20:00,2023-04-24 23:20:00,2023-04-24 23:30:00,2023-04-25 23:30:00,1,primary_spot_dominant,2,288
348791,348791,348793,349081,2023-04-26 01:55:00,2023-04-26 01:55:00,2023-04-26 02:05:00,2023-04-27 02:05:00,1,primary_spot_dominant,2,288
349557,349557,349559,349847,2023-04-28 17:45:00,2023-04-28 17:45:00,2023-04-28 17:55:00,2023-04-29 17:55:00,-1,primary_spot_dominant,2,288
350223,350223,350225,350513,2023-05-01 01:15:00,2023-05-01 01:15:00,2023-05-01 01:25:00,2023-05-02 01:25:00,-1,primary_spot_dominant,2,288
351093,351093,351095,351383,2023-05-04 01:45:00,2023-05-04 01:45:00,2023-05-04 01:55:00,2023-05-05 01:55:00,1,primary_spot_dominant,2,288
351436,351436,351438,351726,2023-05-05 06:20:00,2023-05-05 06:20:00,2023-05-05 06:30:00,2023-05-06 06:30:00,-1,primary_spot_dominant,2,288
351772,351772,351774,352062,2023-05-06 10:20:00,2023-05-06 10:20:00,2023-05-06 10:30:00,2023-05-07 10:30:00,-1,primary_spot_dominant,2,288
352484,352484,352486,352774,2023-05-08 21:40:00,2023-05-08 21:40:00,2023-05-08 21:50:00,2023-05-09 21:50:00,1,primary_perp_dominant,2,288
353094,353094,353096,353384,2023-05-11 00:30:00,2023-05-11 00:30:00,2023-05-11 00:40:00,2023-05-12 00:40:00,-1,primary_perp_dominant,2,288
353863,353863,353865,354153,2023-05-13 16:35:00,2023-05-13 16:35:00,2023-05-13 16:45:00,2023-05-14 16:45:00,-1,primary_perp_dominant,2,288
354268,354268,354270,354558,2023-05-15 02:20:00,2023-05-15 02:20:00,2023-05-15 02:30:00,2023-05-16 02:30:00,1,primary_spot_dominant,2,288
354610,354610,354612,354900,2023-05-16 06:50:00,2023-05-16 06:50:00,2023-05-16 07:00:00,2023-05-17 07:00:00,1,primary_perp_dominant,2,288
355481,355481,355483,355771,2023-05-19 07:25:00,2023-05-19 07:25:00,2023-05-19 07:35:00,2023-05-20 07:35:00,-1,primary_spot_dominant,2,288
356156,356156,356158,356446,2023-05-21 15:40:00,2023-05-21 15:40:00,2023-05-21 15:50:00,2023-05-22 15:50:00,-1,primary_perp_dominant,2,288
356457,356457,356459,356747,2023-05-22 16:45:00,2023-05-22 16:45:00,2023-05-22 16:55:00,2023-05-23 16:55:00,-1,primary_perp_dominant,2,288
357093,357093,357095,357383,2023-05-24 21:45:00,2023-05-24 21:45:00,2023-05-24 21:55:00,2023-05-25 21:55:00,-1,primary_perp_dominant,2,288
357402,357402,357404,357692,2023-05-25 23:30:00,2023-05-25 23:30:00,2023-05-25 23:40:00,2023-05-26 23:40:00,-1,primary_perp_dominant,2,288
358821,358821,358823,359111,2023-05-30 21:45:00,2023-05-30 21:45:00,2023-05-30 21:55:00,2023-05-31 21:55:00,-1,primary_perp_dominant,2,288
359571,359571,359573,359861,2023-06-02 12:15:00,2023-06-02 12:15:00,2023-06-02 12:25:00,2023-06-03 12:25:00,-1,primary_spot_dominant,2,288
361201,361201,361203,361491,2023-06-08 04:05:00,2023-06-08 04:05:00,2023-06-08 04:15:00,2023-06-09 04:15:00,1,primary_perp_dominant,2,288
361735,361735,361737,362025,2023-06-10 00:35:00,2023-06-10 00:35:00,2023-06-10 00:45:00,2023-06-11 00:45:00,-1,primary_perp_dominant,2,288
362492,362492,362494,362782,2023-06-12 15:40:00,2023-06-12 15:40:00,2023-06-12 15:50:00,2023-06-13 15:50:00,1,primary_perp_dominant,2,288
363286,363286,363288,363576,2023-06-15 09:50:00,2023-06-15 09:50:00,2023-06-15 10:00:00,2023-06-16 10:00:00,-1,primary_spot_dominant,2,288
365564,365564,365566,365854,2023-06-23 07:40:00,2023-06-23 07:40:00,2023-06-23 07:50:00,2023-06-24 07:50:00,-1,primary_spot_dominant,2,288
366108,366108,366110,366398,2023-06-25 05:00:00,2023-06-25 05:00:00,2023-06-25 05:10:00,2023-06-26 05:10:00,1,primary_spot_dominant,2,288
366659,366659,366661,366949,2023-06-27 02:55:00,2023-06-27 02:55:00,2023-06-27 03:05:00,2023-06-28 03:05:00,1,primary_spot_dominant,2,288
367900,367900,367902,368190,2023-07-01 10:20:00,2023-07-01 10:20:00,2023-07-01 10:30:00,2023-07-02 10:30:00,1,primary_perp_dominant,2,288
368483,368483,368485,368773,2023-07-03 10:55:00,2023-07-03 10:55:00,2023-07-03 11:05:00,2023-07-04 11:05:00,-1,primary_spot_dominant,2,288
369106,369106,369108,369396,2023-07-05 14:50:00,2023-07-05 14:50:00,2023-07-05 15:00:00,2023-07-06 15:00:00,1,primary_spot_dominant,2,288
370910,370910,370912,371200,2023-07-11 21:10:00,2023-07-11 21:10:00,2023-07-11 21:20:00,2023-07-12 21:20:00,-1,primary_perp_dominant,2,288
371227,371227,371229,371517,2023-07-12 23:35:00,2023-07-12 23:35:00,2023-07-12 23:45:00,2023-07-13 23:45:00,1,primary_perp_dominant,2,288
372386,372386,372388,372676,2023-07-17 00:10:00,2023-07-17 00:10:00,2023-07-17 00:20:00,2023-07-18 00:20:00,1,primary_perp_dominant,2,288
372719,372719,372721,373009,2023-07-18 03:55:00,2023-07-18 03:55:00,2023-07-18 04:05:00,2023-07-19 04:05:00,-1,primary_spot_dominant,2,288
373881,373881,373883,374171,2023-07-22 04:45:00,2023-07-22 04:45:00,2023-07-22 04:55:00,2023-07-23 04:55:00,-1,primary_perp_dominant,2,288
374320,374320,374322,374610,2023-07-23 17:20:00,2023-07-23 17:20:00,2023-07-23 17:30:00,2023-07-24 17:30:00,1,primary_perp_dominant,2,288
375011,375011,375013,375301,2023-07-26 02:55:00,2023-07-26 02:55:00,2023-07-26 03:05:00,2023-07-27 03:05:00,1,primary_perp_dominant,2,288
376698,376698,376700,376988,2023-07-31 23:30:00,2023-07-31 23:30:00,2023-07-31 23:40:00,2023-08-01 23:40:00,1,primary_spot_dominant,2,288
377279,377279,377281,377569,2023-08-02 23:55:00,2023-08-02 23:55:00,2023-08-03 00:05:00,2023-08-04 00:05:00,1,primary_spot_dominant,2,288
379134,379134,379136,379424,2023-08-09 10:30:00,2023-08-09 10:30:00,2023-08-09 10:40:00,2023-08-10 10:40:00,-1,primary_perp_dominant,2,288
379484,379484,379486,379774,2023-08-10 15:40:00,2023-08-10 15:40:00,2023-08-10 15:50:00,2023-08-11 15:50:00,-1,primary_spot_dominant,2,288
381439,381439,381441,381729,2023-08-17 10:35:00,2023-08-17 10:35:00,2023-08-17 10:45:00,2023-08-18 10:45:00,-1,primary_perp_dominant,2,288
382453,382453,382455,382743,2023-08-20 23:05:00,2023-08-20 23:05:00,2023-08-20 23:15:00,2023-08-21 23:15:00,-1,primary_spot_dominant,2,288
383077,383077,383079,383367,2023-08-23 03:05:00,2023-08-23 03:05:00,2023-08-23 03:15:00,2023-08-24 03:15:00,-1,primary_spot_dominant,2,288
383635,383635,383637,383925,2023-08-25 01:35:00,2023-08-25 01:35:00,2023-08-25 01:45:00,2023-08-26 01:45:00,-1,primary_spot_dominant,2,288
384544,384544,384546,384834,2023-08-28 05:20:00,2023-08-28 05:20:00,2023-08-28 05:30:00,2023-08-29 05:30:00,-1,primary_perp_dominant,2,288
386526,386526,386528,386816,2023-09-04 02:30:00,2023-09-04 02:30:00,2023-09-04 02:40:00,2023-09-05 02:40:00,1,primary_spot_dominant,2,288
387201,387201,387203,387491,2023-09-06 10:45:00,2023-09-06 10:45:00,2023-09-06 10:55:00,2023-09-07 10:55:00,-1,primary_perp_dominant,2,288
389992,389992,389994,390282,2023-09-16 03:20:00,2023-09-16 03:20:00,2023-09-16 03:30:00,2023-09-17 03:30:00,1,primary_perp_dominant,2,288
394535,394535,394537,394825,2023-10-01 21:55:00,2023-10-01 21:55:00,2023-10-01 22:05:00,2023-10-02 22:05:00,1,primary_perp_dominant,2,288
395435,395435,395437,395725,2023-10-05 00:55:00,2023-10-05 00:55:00,2023-10-05 01:05:00,2023-10-06 01:05:00,-1,primary_perp_dominant,2,288
396136,396136,396138,396426,2023-10-07 11:20:00,2023-10-07 11:20:00,2023-10-07 11:30:00,2023-10-08 11:30:00,1,primary_spot_dominant,2,288
397507,397507,397509,397797,2023-10-12 05:35:00,2023-10-12 05:35:00,2023-10-12 05:45:00,2023-10-13 05:45:00,1,primary_perp_dominant,2,288
398177,398177,398179,398467,2023-10-14 13:25:00,2023-10-14 13:25:00,2023-10-14 13:35:00,2023-10-15 13:35:00,-1,primary_perp_dominant,2,288
398607,398607,398609,398897,2023-10-16 01:15:00,2023-10-16 01:15:00,2023-10-16 01:25:00,2023-10-17 01:25:00,1,primary_spot_dominant,2,288
400568,400568,400570,400858,2023-10-22 20:40:00,2023-10-22 20:40:00,2023-10-22 20:50:00,2023-10-23 20:50:00,1,primary_perp_dominant,2,288
401006,401006,401008,401296,2023-10-24 09:10:00,2023-10-24 09:10:00,2023-10-24 09:20:00,2023-10-25 09:20:00,1,primary_spot_dominant,2,288
401433,401433,401435,401723,2023-10-25 20:45:00,2023-10-25 20:45:00,2023-10-25 20:55:00,2023-10-26 20:55:00,-1,primary_spot_dominant,2,288
403583,403583,403585,403873,2023-11-02 07:55:00,2023-11-02 07:55:00,2023-11-02 08:05:00,2023-11-03 08:05:00,1,primary_spot_dominant,2,288
404496,404496,404498,404786,2023-11-05 12:00:00,2023-11-05 12:00:00,2023-11-05 12:10:00,2023-11-06 12:10:00,1,primary_perp_dominant,2,288
405678,405678,405680,405968,2023-11-09 14:30:00,2023-11-09 14:30:00,2023-11-09 14:40:00,2023-11-10 14:40:00,1,primary_spot_dominant,2,288
406494,406494,406496,406784,2023-11-12 10:30:00,2023-11-12 10:30:00,2023-11-12 10:40:00,2023-11-13 10:40:00,1,primary_perp_dominant,2,288
407849,407849,407851,408139,2023-11-17 03:25:00,2023-11-17 03:25:00,2023-11-17 03:35:00,2023-11-18 03:35:00,1,primary_spot_dominant,2,288
408253,408253,408255,408543,2023-11-18 13:05:00,2023-11-18 13:05:00,2023-11-18 13:15:00,2023-11-19 13:15:00,-1,primary_spot_dominant,2,288
409326,409326,409328,409616,2023-11-22 06:30:00,2023-11-22 06:30:00,2023-11-22 06:40:00,2023-11-23 06:40:00,1,primary_perp_dominant,2,288
410723,410723,410725,411013,2023-11-27 02:55:00,2023-11-27 02:55:00,2023-11-27 03:05:00,2023-11-28 03:05:00,1,primary_perp_dominant,2,288
411619,411619,411621,411909,2023-11-30 05:35:00,2023-11-30 05:35:00,2023-11-30 05:45:00,2023-12-01 05:45:00,-1,primary_spot_dominant,2,288
412573,412573,412575,412863,2023-12-03 13:05:00,2023-12-03 13:05:00,2023-12-03 13:15:00,2023-12-04 13:15:00,1,primary_perp_dominant,2,288
412889,412889,412891,413179,2023-12-04 15:25:00,2023-12-04 15:25:00,2023-12-04 15:35:00,2023-12-05 15:35:00,-1,primary_spot_dominant,2,288
413328,413328,413330,413618,2023-12-06 04:00:00,2023-12-06 04:00:00,2023-12-06 04:10:00,2023-12-07 04:10:00,1,primary_perp_dominant,2,288
413953,413953,413955,414243,2023-12-08 08:05:00,2023-12-08 08:05:00,2023-12-08 08:15:00,2023-12-09 08:15:00,-1,primary_spot_dominant,2,288
414398,414398,414400,414688,2023-12-09 21:10:00,2023-12-09 21:10:00,2023-12-09 21:20:00,2023-12-10 21:20:00,-1,primary_perp_dominant,2,288
414828,414828,414830,415118,2023-12-11 09:00:00,2023-12-11 09:00:00,2023-12-11 09:10:00,2023-12-12 09:10:00,-1,primary_spot_dominant,2,288
415381,415381,415383,415671,2023-12-13 07:05:00,2023-12-13 07:05:00,2023-12-13 07:15:00,2023-12-14 07:15:00,1,primary_perp_dominant,2,288
415723,415723,415725,416013,2023-12-14 11:35:00,2023-12-14 11:35:00,2023-12-14 11:45:00,2023-12-15 11:45:00,1,primary_perp_dominant,2,288
416812,416812,416814,417102,2023-12-18 06:20:00,2023-12-18 06:20:00,2023-12-18 06:30:00,2023-12-19 06:30:00,1,primary_perp_dominant,2,288
