origin_position,signal_position,entry_position,exit_position,origin_date,signal_date,entry_date,exit_date,side,branch,delay_bars,hold_bars
2159,2159,2161,2449,2020-01-08 11:55:00,2020-01-08 11:55:00,2020-01-08 12:05:00,2020-01-09 12:05:00,-1,primary_spot_dominant,2,288
3049,3049,3051,3339,2020-01-11 14:05:00,2020-01-11 14:05:00,2020-01-11 14:15:00,2020-01-12 14:15:00,1,primary_perp_dominant,2,288
3434,3434,3436,3724,2020-01-12 22:10:00,2020-01-12 22:10:00,2020-01-12 22:20:00,2020-01-13 22:20:00,1,primary_spot_dominant,2,288
4273,4273,4275,4563,2020-01-15 20:05:00,2020-01-15 20:05:00,2020-01-15 20:15:00,2020-01-16 20:15:00,-1,primary_spot_dominant,2,288
4820,4820,4822,5110,2020-01-17 17:40:00,2020-01-17 17:40:00,2020-01-17 17:50:00,2020-01-18 17:50:00,-1,primary_perp_dominant,2,288
7467,7467,7469,7757,2020-01-26 22:15:00,2020-01-26 22:15:00,2020-01-26 22:25:00,2020-01-27 22:25:00,-1,primary_spot_dominant,2,288
8318,8318,8320,8608,2020-01-29 21:10:00,2020-01-29 21:10:00,2020-01-29 21:20:00,2020-01-30 21:20:00,1,primary_spot_dominant,2,288
9069,9069,9071,9359,2020-02-01 11:45:00,2020-02-01 11:45:00,2020-02-01 11:55:00,2020-02-02 11:55:00,-1,primary_spot_dominant,2,288
9378,9378,9380,9668,2020-02-02 13:30:00,2020-02-02 13:30:00,2020-02-02 13:40:00,2020-02-03 13:40:00,1,primary_perp_dominant,2,288
10601,10601,10603,10891,2020-02-06 19:25:00,2020-02-06 19:25:00,2020-02-06 19:35:00,2020-02-07 19:35:00,-1,primary_spot_dominant,2,288
10905,10905,10907,11195,2020-02-07 20:45:00,2020-02-07 20:45:00,2020-02-07 20:55:00,2020-02-08 20:55:00,-1,primary_spot_dominant,2,288
11221,11221,11223,11511,2020-02-08 23:05:00,2020-02-08 23:05:00,2020-02-08 23:15:00,2020-02-09 23:15:00,1,primary_perp_dominant,2,288
12343,12343,12345,12633,2020-02-12 20:35:00,2020-02-12 20:35:00,2020-02-12 20:45:00,2020-02-13 20:45:00,1,primary_spot_dominant,2,288
12928,12928,12930,13218,2020-02-14 21:20:00,2020-02-14 21:20:00,2020-02-14 21:30:00,2020-02-15 21:30:00,-1,primary_perp_dominant,2,288
13228,13228,13230,13518,2020-02-15 22:20:00,2020-02-15 22:20:00,2020-02-15 22:30:00,2020-02-16 22:30:00,1,primary_spot_dominant,2,288
13869,13869,13871,14159,2020-02-18 03:45:00,2020-02-18 03:45:00,2020-02-18 03:55:00,2020-02-19 03:55:00,1,primary_spot_dominant,2,288
14937,14937,14939,15227,2020-02-21 20:45:00,2020-02-21 20:45:00,2020-02-21 20:55:00,2020-02-22 20:55:00,1,primary_spot_dominant,2,288
15538,15538,15540,15828,2020-02-23 22:50:00,2020-02-23 22:50:00,2020-02-23 23:00:00,2020-02-24 23:00:00,1,primary_spot_dominant,2,288
15830,15830,15832,16120,2020-02-24 23:10:00,2020-02-24 23:10:00,2020-02-24 23:20:00,2020-02-25 23:20:00,1,primary_perp_dominant,2,288
17020,17020,17022,17310,2020-02-29 02:20:00,2020-02-29 02:20:00,2020-02-29 02:30:00,2020-03-01 02:30:00,1,primary_spot_dominant,2,288
17602,17602,17604,17892,2020-03-02 02:50:00,2020-03-02 02:50:00,2020-03-02 03:00:00,2020-03-03 03:00:00,1,primary_spot_dominant,2,288
18055,18055,18057,18345,2020-03-03 16:35:00,2020-03-03 16:35:00,2020-03-03 16:45:00,2020-03-04 16:45:00,1,primary_spot_dominant,2,288
19380,19380,19382,19670,2020-03-08 07:00:00,2020-03-08 07:00:00,2020-03-08 07:10:00,2020-03-09 07:10:00,1,primary_spot_dominant,2,288
20086,20086,20088,20376,2020-03-10 17:50:00,2020-03-10 17:50:00,2020-03-10 18:00:00,2020-03-11 18:00:00,-1,primary_spot_dominant,2,288
20743,20743,20745,21033,2020-03-13 00:35:00,2020-03-13 00:35:00,2020-03-13 00:45:00,2020-03-14 00:45:00,-1,primary_spot_dominant,2,288
25099,25099,25101,25389,2020-03-28 03:35:00,2020-03-28 03:35:00,2020-03-28 03:45:00,2020-03-29 03:45:00,-1,primary_spot_dominant,2,288
26312,26312,26314,26602,2020-04-01 08:40:00,2020-04-01 08:40:00,2020-04-01 08:50:00,2020-04-02 08:50:00,1,primary_spot_dominant,2,288
29953,29953,29955,30243,2020-04-14 00:05:00,2020-04-14 00:05:00,2020-04-14 00:15:00,2020-04-15 00:15:00,-1,primary_spot_dominant,2,288
31928,31928,31930,32218,2020-04-20 20:40:00,2020-04-20 20:40:00,2020-04-20 20:50:00,2020-04-21 20:50:00,1,primary_perp_dominant,2,288
32331,32331,32333,32621,2020-04-22 06:15:00,2020-04-22 06:15:00,2020-04-22 06:25:00,2020-04-23 06:25:00,1,primary_spot_dominant,2,288
33218,33218,33220,33508,2020-04-25 08:10:00,2020-04-25 08:10:00,2020-04-25 08:20:00,2020-04-26 08:20:00,-1,primary_spot_dominant,2,288
35233,35233,35235,35523,2020-05-02 08:05:00,2020-05-02 08:05:00,2020-05-02 08:15:00,2020-05-03 08:15:00,1,primary_spot_dominant,2,288
37591,37591,37593,37881,2020-05-10 12:35:00,2020-05-10 12:35:00,2020-05-10 12:45:00,2020-05-11 12:45:00,-1,primary_spot_dominant,2,288
38275,38275,38277,38565,2020-05-12 21:35:00,2020-05-12 21:35:00,2020-05-12 21:45:00,2020-05-13 21:45:00,1,primary_perp_dominant,2,288
39029,39029,39031,39319,2020-05-15 12:25:00,2020-05-15 12:25:00,2020-05-15 12:35:00,2020-05-16 12:35:00,-1,primary_spot_dominant,2,288
39704,39704,39706,39994,2020-05-17 20:40:00,2020-05-17 20:40:00,2020-05-17 20:50:00,2020-05-18 20:50:00,1,primary_perp_dominant,2,288
40200,40200,40202,40490,2020-05-19 14:00:00,2020-05-19 14:00:00,2020-05-19 14:10:00,2020-05-20 14:10:00,1,primary_spot_dominant,2,288
40760,40760,40762,41050,2020-05-21 12:40:00,2020-05-21 12:40:00,2020-05-21 12:50:00,2020-05-22 12:50:00,-1,primary_spot_dominant,2,288
42174,42174,42176,42464,2020-05-26 10:30:00,2020-05-26 10:30:00,2020-05-26 10:40:00,2020-05-27 10:40:00,-1,primary_perp_dominant,2,288
42894,42894,42896,43184,2020-05-28 22:30:00,2020-05-28 22:30:00,2020-05-28 22:40:00,2020-05-29 22:40:00,1,primary_spot_dominant,2,288
44630,44630,44632,44920,2020-06-03 23:10:00,2020-06-03 23:10:00,2020-06-03 23:20:00,2020-06-04 23:20:00,-1,primary_spot_dominant,2,288
45173,45173,45175,45463,2020-06-05 20:25:00,2020-06-05 20:25:00,2020-06-05 20:35:00,2020-06-06 20:35:00,-1,primary_perp_dominant,2,288
45478,45478,45480,45768,2020-06-06 21:50:00,2020-06-06 21:50:00,2020-06-06 22:00:00,2020-06-07 22:00:00,1,primary_spot_dominant,2,288
46934,46934,46936,47224,2020-06-11 23:10:00,2020-06-11 23:10:00,2020-06-11 23:20:00,2020-06-12 23:20:00,-1,primary_spot_dominant,2,288
47286,47286,47288,47576,2020-06-13 04:30:00,2020-06-13 04:30:00,2020-06-13 04:40:00,2020-06-14 04:40:00,1,primary_perp_dominant,2,288
47782,47782,47784,48072,2020-06-14 21:50:00,2020-06-14 21:50:00,2020-06-14 22:00:00,2020-06-15 22:00:00,1,primary_perp_dominant,2,288
48798,48798,48800,49088,2020-06-18 10:30:00,2020-06-18 10:30:00,2020-06-18 10:40:00,2020-06-19 10:40:00,1,primary_perp_dominant,2,288
49097,49097,49099,49387,2020-06-19 11:25:00,2020-06-19 11:25:00,2020-06-19 11:35:00,2020-06-20 11:35:00,1,primary_spot_dominant,2,288
50085,50085,50087,50375,2020-06-22 21:45:00,2020-06-22 21:45:00,2020-06-22 21:55:00,2020-06-23 21:55:00,-1,primary_perp_dominant,2,288
50406,50406,50408,50696,2020-06-24 00:30:00,2020-06-24 00:30:00,2020-06-24 00:40:00,2020-06-25 00:40:00,1,primary_perp_dominant,2,288
50741,50741,50743,51031,2020-06-25 04:25:00,2020-06-25 04:25:00,2020-06-25 04:35:00,2020-06-26 04:35:00,1,primary_spot_dominant,2,288
53125,53125,53127,53415,2020-07-03 11:05:00,2020-07-03 11:05:00,2020-07-03 11:15:00,2020-07-04 11:15:00,1,primary_spot_dominant,2,288
53474,53474,53476,53764,2020-07-04 16:10:00,2020-07-04 16:10:00,2020-07-04 16:20:00,2020-07-05 16:20:00,-1,primary_spot_dominant,2,288
53974,53974,53976,54264,2020-07-06 09:50:00,2020-07-06 09:50:00,2020-07-06 10:00:00,2020-07-07 10:00:00,1,primary_spot_dominant,2,288
55482,55482,55484,55772,2020-07-11 15:30:00,2020-07-11 15:30:00,2020-07-11 15:40:00,2020-07-12 15:40:00,-1,primary_perp_dominant,2,288
56556,56556,56558,56846,2020-07-15 09:00:00,2020-07-15 09:00:00,2020-07-15 09:10:00,2020-07-16 09:10:00,-1,primary_perp_dominant,2,288
57232,57232,57234,57522,2020-07-17 17:20:00,2020-07-17 17:20:00,2020-07-17 17:30:00,2020-07-18 17:30:00,1,primary_perp_dominant,2,288
57640,57640,57642,57930,2020-07-19 03:20:00,2020-07-19 03:20:00,2020-07-19 03:30:00,2020-07-20 03:30:00,1,primary_perp_dominant,2,288
58016,58016,58018,58306,2020-07-20 10:40:00,2020-07-20 10:40:00,2020-07-20 10:50:00,2020-07-21 10:50:00,1,primary_perp_dominant,2,288
58520,58520,58522,58810,2020-07-22 04:40:00,2020-07-22 04:40:00,2020-07-22 04:50:00,2020-07-23 04:50:00,-1,primary_perp_dominant,2,288
59103,59103,59105,59393,2020-07-24 05:15:00,2020-07-24 05:15:00,2020-07-24 05:25:00,2020-07-25 05:25:00,-1,primary_spot_dominant,2,288
61962,61962,61964,62252,2020-08-03 03:30:00,2020-08-03 03:30:00,2020-08-03 03:40:00,2020-08-04 03:40:00,1,primary_spot_dominant,2,288
63616,63616,63618,63906,2020-08-08 21:20:00,2020-08-08 21:20:00,2020-08-08 21:30:00,2020-08-09 21:30:00,1,primary_spot_dominant,2,288
65372,65372,65374,65662,2020-08-14 23:40:00,2020-08-14 23:40:00,2020-08-14 23:50:00,2020-08-15 23:50:00,1,primary_perp_dominant,2,288
65923,65923,65925,66213,2020-08-16 21:35:00,2020-08-16 21:35:00,2020-08-16 21:45:00,2020-08-17 21:45:00,-1,primary_spot_dominant,2,288
66858,66858,66860,67148,2020-08-20 03:30:00,2020-08-20 03:30:00,2020-08-20 03:40:00,2020-08-21 03:40:00,-1,primary_spot_dominant,2,288
69098,69098,69100,69388,2020-08-27 22:10:00,2020-08-27 22:10:00,2020-08-27 22:20:00,2020-08-28 22:20:00,-1,primary_perp_dominant,2,288
69709,69709,69711,69999,2020-08-30 01:05:00,2020-08-30 01:05:00,2020-08-30 01:15:00,2020-08-31 01:15:00,1,primary_spot_dominant,2,288
70566,70566,70568,70856,2020-09-02 00:30:00,2020-09-02 00:30:00,2020-09-02 00:40:00,2020-09-03 00:40:00,-1,primary_perp_dominant,2,288
71103,71103,71105,71393,2020-09-03 21:15:00,2020-09-03 21:15:00,2020-09-03 21:25:00,2020-09-04 21:25:00,-1,primary_perp_dominant,2,288
72506,72506,72508,72796,2020-09-08 18:10:00,2020-09-08 18:10:00,2020-09-08 18:20:00,2020-09-09 18:20:00,-1,primary_perp_dominant,2,288
73770,73770,73772,74060,2020-09-13 03:30:00,2020-09-13 03:30:00,2020-09-13 03:40:00,2020-09-14 03:40:00,1,primary_perp_dominant,2,288
74144,74144,74146,74434,2020-09-14 10:40:00,2020-09-14 10:40:00,2020-09-14 10:50:00,2020-09-15 10:50:00,1,primary_spot_dominant,2,288
75056,75056,75058,75346,2020-09-17 14:40:00,2020-09-17 14:40:00,2020-09-17 14:50:00,2020-09-18 14:50:00,1,primary_perp_dominant,2,288
76578,76578,76580,76868,2020-09-22 21:30:00,2020-09-22 21:30:00,2020-09-22 21:40:00,2020-09-23 21:40:00,1,primary_perp_dominant,2,288
77457,77457,77459,77747,2020-09-25 22:45:00,2020-09-25 22:45:00,2020-09-25 22:55:00,2020-09-26 22:55:00,-1,primary_perp_dominant,2,288
77839,77839,77841,78129,2020-09-27 06:35:00,2020-09-27 06:35:00,2020-09-27 06:45:00,2020-09-28 06:45:00,-1,primary_perp_dominant,2,288
79502,79502,79504,79792,2020-10-03 01:10:00,2020-10-03 01:10:00,2020-10-03 01:20:00,2020-10-04 01:20:00,-1,primary_spot_dominant,2,288
80442,80442,80444,80732,2020-10-06 07:30:00,2020-10-06 07:30:00,2020-10-06 07:40:00,2020-10-07 07:40:00,-1,primary_perp_dominant,2,288
81492,81492,81494,81782,2020-10-09 23:00:00,2020-10-09 23:00:00,2020-10-09 23:10:00,2020-10-10 23:10:00,1,primary_spot_dominant,2,288
81786,81786,81788,82076,2020-10-10 23:30:00,2020-10-10 23:30:00,2020-10-10 23:40:00,2020-10-11 23:40:00,-1,primary_perp_dominant,2,288
82627,82627,82629,82917,2020-10-13 21:35:00,2020-10-13 21:35:00,2020-10-13 21:45:00,2020-10-14 21:45:00,-1,primary_perp_dominant,2,288
83011,83011,83013,83301,2020-10-15 05:35:00,2020-10-15 05:35:00,2020-10-15 05:45:00,2020-10-16 05:45:00,1,primary_spot_dominant,2,288
83594,83594,83596,83884,2020-10-17 06:10:00,2020-10-17 06:10:00,2020-10-17 06:20:00,2020-10-18 06:20:00,-1,primary_spot_dominant,2,288
84445,84445,84447,84735,2020-10-20 05:05:00,2020-10-20 05:05:00,2020-10-20 05:15:00,2020-10-21 05:15:00,1,primary_perp_dominant,2,288
85942,85942,85944,86232,2020-10-25 09:50:00,2020-10-25 09:50:00,2020-10-25 10:00:00,2020-10-26 10:00:00,1,primary_spot_dominant,2,288
