signal_position,entry_position,exit_position,signal_date,entry_date,exit_date,side,hold_bars
258752,258753,258777,2022-06-17 10:40:00,2022-06-17 10:45:00,2022-06-17 12:45:00,-1,24
258783,258784,258808,2022-06-17 13:15:00,2022-06-17 13:20:00,2022-06-17 15:20:00,-1,24
258808,258809,258833,2022-06-17 15:20:00,2022-06-17 15:25:00,2022-06-17 17:25:00,1,24
258862,258863,258887,2022-06-17 19:50:00,2022-06-17 19:55:00,2022-06-17 21:55:00,1,24
258889,258890,258914,2022-06-17 22:05:00,2022-06-17 22:10:00,2022-06-18 00:10:00,1,24
258926,258927,258951,2022-06-18 01:10:00,2022-06-18 01:15:00,2022-06-18 03:15:00,1,24
258950,258951,258975,2022-06-18 03:10:00,2022-06-18 03:15:00,2022-06-18 05:15:00,1,24
258991,258992,259016,2022-06-18 06:35:00,2022-06-18 06:40:00,2022-06-18 08:40:00,1,24
259023,259024,259048,2022-06-18 09:15:00,2022-06-18 09:20:00,2022-06-18 11:20:00,-1,24
259062,259063,259087,2022-06-18 12:30:00,2022-06-18 12:35:00,2022-06-18 14:35:00,-1,24
259086,259087,259111,2022-06-18 14:30:00,2022-06-18 14:35:00,2022-06-18 16:35:00,-1,24
259189,259190,259214,2022-06-18 23:05:00,2022-06-18 23:10:00,2022-06-19 01:10:00,1,24
259215,259216,259240,2022-06-19 01:15:00,2022-06-19 01:20:00,2022-06-19 03:20:00,1,24
259240,259241,259265,2022-06-19 03:20:00,2022-06-19 03:25:00,2022-06-19 05:25:00,-1,24
259278,259279,259303,2022-06-19 06:30:00,2022-06-19 06:35:00,2022-06-19 08:35:00,1,24
259319,259320,259344,2022-06-19 09:55:00,2022-06-19 10:00:00,2022-06-19 12:00:00,1,24
259360,259361,259385,2022-06-19 13:20:00,2022-06-19 13:25:00,2022-06-19 15:25:00,-1,24
259385,259386,259410,2022-06-19 15:25:00,2022-06-19 15:30:00,2022-06-19 17:30:00,-1,24
259409,259410,259434,2022-06-19 17:25:00,2022-06-19 17:30:00,2022-06-19 19:30:00,-1,24
259463,259464,259488,2022-06-19 21:55:00,2022-06-19 22:00:00,2022-06-20 00:00:00,-1,24
259493,259494,259518,2022-06-20 00:25:00,2022-06-20 00:30:00,2022-06-20 02:30:00,1,24
259534,259535,259559,2022-06-20 03:50:00,2022-06-20 03:55:00,2022-06-20 05:55:00,1,24
259578,259579,259603,2022-06-20 07:30:00,2022-06-20 07:35:00,2022-06-20 09:35:00,-1,24
259623,259624,259648,2022-06-20 11:15:00,2022-06-20 11:20:00,2022-06-20 13:20:00,1,24
259647,259648,259672,2022-06-20 13:15:00,2022-06-20 13:20:00,2022-06-20 15:20:00,-1,24
259677,259678,259702,2022-06-20 15:45:00,2022-06-20 15:50:00,2022-06-20 17:50:00,-1,24
259714,259715,259739,2022-06-20 18:50:00,2022-06-20 18:55:00,2022-06-20 20:55:00,-1,24
259749,259750,259774,2022-06-20 21:45:00,2022-06-20 21:50:00,2022-06-20 23:50:00,1,24
259785,259786,259810,2022-06-21 00:45:00,2022-06-21 00:50:00,2022-06-21 02:50:00,-1,24
259832,259833,259857,2022-06-21 04:40:00,2022-06-21 04:45:00,2022-06-21 06:45:00,-1,24
259901,259902,259926,2022-06-21 10:25:00,2022-06-21 10:30:00,2022-06-21 12:30:00,-1,24
259979,259980,260004,2022-06-21 16:55:00,2022-06-21 17:00:00,2022-06-21 19:00:00,-1,24
260005,260006,260030,2022-06-21 19:05:00,2022-06-21 19:10:00,2022-06-21 21:10:00,-1,24
260031,260032,260056,2022-06-21 21:15:00,2022-06-21 21:20:00,2022-06-21 23:20:00,-1,24
260072,260073,260097,2022-06-22 00:40:00,2022-06-22 00:45:00,2022-06-22 02:45:00,1,24
260104,260105,260129,2022-06-22 03:20:00,2022-06-22 03:25:00,2022-06-22 05:25:00,1,24
260128,260129,260153,2022-06-22 05:20:00,2022-06-22 05:25:00,2022-06-22 07:25:00,-1,24
260189,260190,260214,2022-06-22 10:25:00,2022-06-22 10:30:00,2022-06-22 12:30:00,1,24
260227,260228,260252,2022-06-22 13:35:00,2022-06-22 13:40:00,2022-06-22 15:40:00,-1,24
260266,260267,260291,2022-06-22 16:50:00,2022-06-22 16:55:00,2022-06-22 18:55:00,1,24
260341,260342,260366,2022-06-22 23:05:00,2022-06-22 23:10:00,2022-06-23 01:10:00,-1,24
260366,260367,260391,2022-06-23 01:10:00,2022-06-23 01:15:00,2022-06-23 03:15:00,1,24
260390,260391,260415,2022-06-23 03:10:00,2022-06-23 03:15:00,2022-06-23 05:15:00,1,24
260428,260429,260453,2022-06-23 06:20:00,2022-06-23 06:25:00,2022-06-23 08:25:00,-1,24
260452,260453,260477,2022-06-23 08:20:00,2022-06-23 08:25:00,2022-06-23 10:25:00,-1,24
260476,260477,260501,2022-06-23 10:20:00,2022-06-23 10:25:00,2022-06-23 12:25:00,1,24
260510,260511,260535,2022-06-23 13:10:00,2022-06-23 13:15:00,2022-06-23 15:15:00,1,24
260540,260541,260565,2022-06-23 15:40:00,2022-06-23 15:45:00,2022-06-23 17:45:00,-1,24
260571,260572,260596,2022-06-23 18:15:00,2022-06-23 18:20:00,2022-06-23 20:20:00,-1,24
260599,260600,260624,2022-06-23 20:35:00,2022-06-23 20:40:00,2022-06-23 22:40:00,-1,24
260629,260630,260654,2022-06-23 23:05:00,2022-06-23 23:10:00,2022-06-24 01:10:00,-1,24
260668,260669,260693,2022-06-24 02:20:00,2022-06-24 02:25:00,2022-06-24 04:25:00,-1,24
260693,260694,260718,2022-06-24 04:25:00,2022-06-24 04:30:00,2022-06-24 06:30:00,1,24
260718,260719,260743,2022-06-24 06:30:00,2022-06-24 06:35:00,2022-06-24 08:35:00,-1,24
260750,260751,260775,2022-06-24 09:10:00,2022-06-24 09:15:00,2022-06-24 11:15:00,1,24
260781,260782,260806,2022-06-24 11:45:00,2022-06-24 11:50:00,2022-06-24 13:50:00,1,24
260819,260820,260844,2022-06-24 14:55:00,2022-06-24 15:00:00,2022-06-24 17:00:00,-1,24
260849,260850,260874,2022-06-24 17:25:00,2022-06-24 17:30:00,2022-06-24 19:30:00,1,24
260874,260875,260899,2022-06-24 19:30:00,2022-06-24 19:35:00,2022-06-24 21:35:00,1,24
260917,260918,260942,2022-06-24 23:05:00,2022-06-24 23:10:00,2022-06-25 01:10:00,1,24
260941,260942,260966,2022-06-25 01:05:00,2022-06-25 01:10:00,2022-06-25 03:10:00,-1,24
260969,260970,260994,2022-06-25 03:25:00,2022-06-25 03:30:00,2022-06-25 05:30:00,1,24
261005,261006,261030,2022-06-25 06:25:00,2022-06-25 06:30:00,2022-06-25 08:30:00,1,24
261072,261073,261097,2022-06-25 12:00:00,2022-06-25 12:05:00,2022-06-25 14:05:00,-1,24
261104,261105,261129,2022-06-25 14:40:00,2022-06-25 14:45:00,2022-06-25 16:45:00,-1,24
261130,261131,261155,2022-06-25 16:50:00,2022-06-25 16:55:00,2022-06-25 18:55:00,-1,24
261160,261161,261185,2022-06-25 19:20:00,2022-06-25 19:25:00,2022-06-25 21:25:00,-1,24
261185,261186,261210,2022-06-25 21:25:00,2022-06-25 21:30:00,2022-06-25 23:30:00,1,24
261222,261223,261247,2022-06-26 00:30:00,2022-06-26 00:35:00,2022-06-26 02:35:00,1,24
261256,261257,261281,2022-06-26 03:20:00,2022-06-26 03:25:00,2022-06-26 05:25:00,-1,24
261280,261281,261305,2022-06-26 05:20:00,2022-06-26 05:25:00,2022-06-26 07:25:00,1,24
261312,261313,261337,2022-06-26 08:00:00,2022-06-26 08:05:00,2022-06-26 10:05:00,-1,24
261340,261341,261365,2022-06-26 10:20:00,2022-06-26 10:25:00,2022-06-26 12:25:00,1,24
261366,261367,261391,2022-06-26 12:30:00,2022-06-26 12:35:00,2022-06-26 14:35:00,-1,24
261395,261396,261420,2022-06-26 14:55:00,2022-06-26 15:00:00,2022-06-26 17:00:00,1,24
261422,261423,261447,2022-06-26 17:10:00,2022-06-26 17:15:00,2022-06-26 19:15:00,1,24
261458,261459,261483,2022-06-26 20:10:00,2022-06-26 20:15:00,2022-06-26 22:15:00,-1,24
261488,261489,261513,2022-06-26 22:40:00,2022-06-26 22:45:00,2022-06-27 00:45:00,-1,24
261523,261524,261548,2022-06-27 01:35:00,2022-06-27 01:40:00,2022-06-27 03:40:00,-1,24
261554,261555,261579,2022-06-27 04:10:00,2022-06-27 04:15:00,2022-06-27 06:15:00,-1,24
261597,261598,261622,2022-06-27 07:45:00,2022-06-27 07:50:00,2022-06-27 09:50:00,1,24
261621,261622,261646,2022-06-27 09:45:00,2022-06-27 09:50:00,2022-06-27 11:50:00,-1,24
261648,261649,261673,2022-06-27 12:00:00,2022-06-27 12:05:00,2022-06-27 14:05:00,-1,24
261689,261690,261714,2022-06-27 15:25:00,2022-06-27 15:30:00,2022-06-27 17:30:00,-1,24
261728,261729,261753,2022-06-27 18:40:00,2022-06-27 18:45:00,2022-06-27 20:45:00,1,24
261755,261756,261780,2022-06-27 20:55:00,2022-06-27 21:00:00,2022-06-27 23:00:00,1,24
261807,261808,261832,2022-06-28 01:15:00,2022-06-28 01:20:00,2022-06-28 03:20:00,1,24
261846,261847,261871,2022-06-28 04:30:00,2022-06-28 04:35:00,2022-06-28 06:35:00,-1,24
261882,261883,261907,2022-06-28 07:30:00,2022-06-28 07:35:00,2022-06-28 09:35:00,1,24
261918,261919,261943,2022-06-28 10:30:00,2022-06-28 10:35:00,2022-06-28 12:35:00,-1,24
261972,261973,261997,2022-06-28 15:00:00,2022-06-28 15:05:00,2022-06-28 17:05:00,1,24
262005,262006,262030,2022-06-28 17:45:00,2022-06-28 17:50:00,2022-06-28 19:50:00,1,24
262064,262065,262089,2022-06-28 22:40:00,2022-06-28 22:45:00,2022-06-29 00:45:00,1,24
262090,262091,262115,2022-06-29 00:50:00,2022-06-29 00:55:00,2022-06-29 02:55:00,-1,24
262121,262122,262146,2022-06-29 03:25:00,2022-06-29 03:30:00,2022-06-29 05:30:00,-1,24
262196,262197,262221,2022-06-29 09:40:00,2022-06-29 09:45:00,2022-06-29 11:45:00,1,24
262231,262232,262256,2022-06-29 12:35:00,2022-06-29 12:40:00,2022-06-29 14:40:00,-1,24
262256,262257,262281,2022-06-29 14:40:00,2022-06-29 14:45:00,2022-06-29 16:45:00,1,24
262281,262282,262306,2022-06-29 16:45:00,2022-06-29 16:50:00,2022-06-29 18:50:00,1,24
262305,262306,262330,2022-06-29 18:45:00,2022-06-29 18:50:00,2022-06-29 20:50:00,1,24
262329,262330,262354,2022-06-29 20:45:00,2022-06-29 20:50:00,2022-06-29 22:50:00,-1,24
262354,262355,262379,2022-06-29 22:50:00,2022-06-29 22:55:00,2022-06-30 00:55:00,-1,24
262378,262379,262403,2022-06-30 00:50:00,2022-06-30 00:55:00,2022-06-30 02:55:00,1,24
262407,262408,262432,2022-06-30 03:15:00,2022-06-30 03:20:00,2022-06-30 05:20:00,-1,24
262431,262432,262456,2022-06-30 05:15:00,2022-06-30 05:20:00,2022-06-30 07:20:00,-1,24
262456,262457,262481,2022-06-30 07:20:00,2022-06-30 07:25:00,2022-06-30 09:25:00,-1,24
262485,262486,262510,2022-06-30 09:45:00,2022-06-30 09:50:00,2022-06-30 11:50:00,-1,24
262509,262510,262534,2022-06-30 11:45:00,2022-06-30 11:50:00,2022-06-30 13:50:00,1,24
262536,262537,262561,2022-06-30 14:00:00,2022-06-30 14:05:00,2022-06-30 16:05:00,-1,24
262563,262564,262588,2022-06-30 16:15:00,2022-06-30 16:20:00,2022-06-30 18:20:00,-1,24
262587,262588,262612,2022-06-30 18:15:00,2022-06-30 18:20:00,2022-06-30 20:20:00,-1,24
262630,262631,262655,2022-06-30 21:50:00,2022-06-30 21:55:00,2022-06-30 23:55:00,-1,24
262677,262678,262702,2022-07-01 01:45:00,2022-07-01 01:50:00,2022-07-01 03:50:00,-1,24
262727,262728,262752,2022-07-01 05:55:00,2022-07-01 06:00:00,2022-07-01 08:00:00,1,24
262752,262753,262777,2022-07-01 08:00:00,2022-07-01 08:05:00,2022-07-01 10:05:00,1,24
262785,262786,262810,2022-07-01 10:45:00,2022-07-01 10:50:00,2022-07-01 12:50:00,-1,24
262889,262890,262914,2022-07-01 19:25:00,2022-07-01 19:30:00,2022-07-01 21:30:00,-1,24
262916,262917,262941,2022-07-01 21:40:00,2022-07-01 21:45:00,2022-07-01 23:45:00,1,24
262943,262944,262968,2022-07-01 23:55:00,2022-07-02 00:00:00,2022-07-02 02:00:00,-1,24
262973,262974,262998,2022-07-02 02:25:00,2022-07-02 02:30:00,2022-07-02 04:30:00,-1,24
263024,263025,263049,2022-07-02 06:40:00,2022-07-02 06:45:00,2022-07-02 08:45:00,1,24
263048,263049,263073,2022-07-02 08:40:00,2022-07-02 08:45:00,2022-07-02 10:45:00,-1,24
263093,263094,263118,2022-07-02 12:25:00,2022-07-02 12:30:00,2022-07-02 14:30:00,-1,24
263120,263121,263145,2022-07-02 14:40:00,2022-07-02 14:45:00,2022-07-02 16:45:00,1,24
263150,263151,263175,2022-07-02 17:10:00,2022-07-02 17:15:00,2022-07-02 19:15:00,1,24
263175,263176,263200,2022-07-02 19:15:00,2022-07-02 19:20:00,2022-07-02 21:20:00,-1,24
263205,263206,263230,2022-07-02 21:45:00,2022-07-02 21:50:00,2022-07-02 23:50:00,-1,24
263230,263231,263255,2022-07-02 23:50:00,2022-07-02 23:55:00,2022-07-03 01:55:00,-1,24
263256,263257,263281,2022-07-03 02:00:00,2022-07-03 02:05:00,2022-07-03 04:05:00,1,24
263308,263309,263333,2022-07-03 06:20:00,2022-07-03 06:25:00,2022-07-03 08:25:00,-1,24
263345,263346,263370,2022-07-03 09:25:00,2022-07-03 09:30:00,2022-07-03 11:30:00,-1,24
263378,263379,263403,2022-07-03 12:10:00,2022-07-03 12:15:00,2022-07-03 14:15:00,-1,24
263407,263408,263432,2022-07-03 14:35:00,2022-07-03 14:40:00,2022-07-03 16:40:00,1,24
263436,263437,263461,2022-07-03 17:00:00,2022-07-03 17:05:00,2022-07-03 19:05:00,-1,24
263467,263468,263492,2022-07-03 19:35:00,2022-07-03 19:40:00,2022-07-03 21:40:00,-1,24
263492,263493,263517,2022-07-03 21:40:00,2022-07-03 21:45:00,2022-07-03 23:45:00,-1,24
263528,263529,263553,2022-07-04 00:40:00,2022-07-04 00:45:00,2022-07-04 02:45:00,1,24
263562,263563,263587,2022-07-04 03:30:00,2022-07-04 03:35:00,2022-07-04 05:35:00,1,24
263599,263600,263624,2022-07-04 06:35:00,2022-07-04 06:40:00,2022-07-04 08:40:00,-1,24
263641,263642,263666,2022-07-04 10:05:00,2022-07-04 10:10:00,2022-07-04 12:10:00,1,24
263694,263695,263719,2022-07-04 14:30:00,2022-07-04 14:35:00,2022-07-04 16:35:00,1,24
263739,263740,263764,2022-07-04 18:15:00,2022-07-04 18:20:00,2022-07-04 20:20:00,-1,24
263783,263784,263808,2022-07-04 21:55:00,2022-07-04 22:00:00,2022-07-05 00:00:00,1,24
263826,263827,263851,2022-07-05 01:30:00,2022-07-05 01:35:00,2022-07-05 03:35:00,1,24
263864,263865,263889,2022-07-05 04:40:00,2022-07-05 04:45:00,2022-07-05 06:45:00,-1,24
263900,263901,263925,2022-07-05 07:40:00,2022-07-05 07:45:00,2022-07-05 09:45:00,1,24
263944,263945,263969,2022-07-05 11:20:00,2022-07-05 11:25:00,2022-07-05 13:25:00,-1,24
263975,263976,264000,2022-07-05 13:55:00,2022-07-05 14:00:00,2022-07-05 16:00:00,-1,24
264015,264016,264040,2022-07-05 17:15:00,2022-07-05 17:20:00,2022-07-05 19:20:00,-1,24
264039,264040,264064,2022-07-05 19:15:00,2022-07-05 19:20:00,2022-07-05 21:20:00,1,24
264067,264068,264092,2022-07-05 21:35:00,2022-07-05 21:40:00,2022-07-05 23:40:00,-1,24
264112,264113,264137,2022-07-06 01:20:00,2022-07-06 01:25:00,2022-07-06 03:25:00,-1,24
264138,264139,264163,2022-07-06 03:30:00,2022-07-06 03:35:00,2022-07-06 05:35:00,-1,24
264163,264164,264188,2022-07-06 05:35:00,2022-07-06 05:40:00,2022-07-06 07:40:00,-1,24
264189,264190,264214,2022-07-06 07:45:00,2022-07-06 07:50:00,2022-07-06 09:50:00,1,24
264219,264220,264244,2022-07-06 10:15:00,2022-07-06 10:20:00,2022-07-06 12:20:00,1,24
264267,264268,264292,2022-07-06 14:15:00,2022-07-06 14:20:00,2022-07-06 16:20:00,-1,24
264292,264293,264317,2022-07-06 16:20:00,2022-07-06 16:25:00,2022-07-06 18:25:00,1,24
264325,264326,264350,2022-07-06 19:05:00,2022-07-06 19:10:00,2022-07-06 21:10:00,-1,24
264388,264389,264413,2022-07-07 00:20:00,2022-07-07 00:25:00,2022-07-07 02:25:00,1,24
264415,264416,264440,2022-07-07 02:35:00,2022-07-07 02:40:00,2022-07-07 04:40:00,1,24
264451,264452,264476,2022-07-07 05:35:00,2022-07-07 05:40:00,2022-07-07 07:40:00,-1,24
264475,264476,264500,2022-07-07 07:35:00,2022-07-07 07:40:00,2022-07-07 09:40:00,-1,24
264524,264525,264549,2022-07-07 11:40:00,2022-07-07 11:45:00,2022-07-07 13:45:00,-1,24
264561,264562,264586,2022-07-07 14:45:00,2022-07-07 14:50:00,2022-07-07 16:50:00,1,24
264587,264588,264612,2022-07-07 16:55:00,2022-07-07 17:00:00,2022-07-07 19:00:00,-1,24
264628,264629,264653,2022-07-07 20:20:00,2022-07-07 20:25:00,2022-07-07 22:25:00,1,24
264670,264671,264695,2022-07-07 23:50:00,2022-07-07 23:55:00,2022-07-08 01:55:00,1,24
264729,264730,264754,2022-07-08 04:45:00,2022-07-08 04:50:00,2022-07-08 06:50:00,1,24
264753,264754,264778,2022-07-08 06:45:00,2022-07-08 06:50:00,2022-07-08 08:50:00,-1,24
264801,264802,264826,2022-07-08 10:45:00,2022-07-08 10:50:00,2022-07-08 12:50:00,1,24
264829,264830,264854,2022-07-08 13:05:00,2022-07-08 13:10:00,2022-07-08 15:10:00,1,24
264864,264865,264889,2022-07-08 16:00:00,2022-07-08 16:05:00,2022-07-08 18:05:00,1,24
264889,264890,264914,2022-07-08 18:05:00,2022-07-08 18:10:00,2022-07-08 20:10:00,1,24
264913,264914,264938,2022-07-08 20:05:00,2022-07-08 20:10:00,2022-07-08 22:10:00,-1,24
264945,264946,264970,2022-07-08 22:45:00,2022-07-08 22:50:00,2022-07-09 00:50:00,1,24
264969,264970,264994,2022-07-09 00:45:00,2022-07-09 00:50:00,2022-07-09 02:50:00,1,24
264997,264998,265022,2022-07-09 03:05:00,2022-07-09 03:10:00,2022-07-09 05:10:00,-1,24
265022,265023,265047,2022-07-09 05:10:00,2022-07-09 05:15:00,2022-07-09 07:15:00,1,24
265059,265060,265084,2022-07-09 08:15:00,2022-07-09 08:20:00,2022-07-09 10:20:00,1,24
265085,265086,265110,2022-07-09 10:25:00,2022-07-09 10:30:00,2022-07-09 12:30:00,-1,24
265111,265112,265136,2022-07-09 12:35:00,2022-07-09 12:40:00,2022-07-09 14:40:00,1,24
265135,265136,265160,2022-07-09 14:35:00,2022-07-09 14:40:00,2022-07-09 16:40:00,1,24
265165,265166,265190,2022-07-09 17:05:00,2022-07-09 17:10:00,2022-07-09 19:10:00,-1,24
265196,265197,265221,2022-07-09 19:40:00,2022-07-09 19:45:00,2022-07-09 21:45:00,1,24
265222,265223,265247,2022-07-09 21:50:00,2022-07-09 21:55:00,2022-07-09 23:55:00,1,24
265247,265248,265272,2022-07-09 23:55:00,2022-07-10 00:00:00,2022-07-10 02:00:00,1,24
265282,265283,265307,2022-07-10 02:50:00,2022-07-10 02:55:00,2022-07-10 04:55:00,1,24
265328,265329,265353,2022-07-10 06:40:00,2022-07-10 06:45:00,2022-07-10 08:45:00,1,24
265358,265359,265383,2022-07-10 09:10:00,2022-07-10 09:15:00,2022-07-10 11:15:00,1,24
265382,265383,265407,2022-07-10 11:10:00,2022-07-10 11:15:00,2022-07-10 13:15:00,1,24
265435,265436,265460,2022-07-10 15:35:00,2022-07-10 15:40:00,2022-07-10 17:40:00,1,24
265460,265461,265485,2022-07-10 17:40:00,2022-07-10 17:45:00,2022-07-10 19:45:00,-1,24
265485,265486,265510,2022-07-10 19:45:00,2022-07-10 19:50:00,2022-07-10 21:50:00,-1,24
265511,265512,265536,2022-07-10 21:55:00,2022-07-10 22:00:00,2022-07-11 00:00:00,-1,24
265538,265539,265563,2022-07-11 00:10:00,2022-07-11 00:15:00,2022-07-11 02:15:00,1,24
265581,265582,265606,2022-07-11 03:45:00,2022-07-11 03:50:00,2022-07-11 05:50:00,1,24
265625,265626,265650,2022-07-11 07:25:00,2022-07-11 07:30:00,2022-07-11 09:30:00,-1,24
265652,265653,265677,2022-07-11 09:40:00,2022-07-11 09:45:00,2022-07-11 11:45:00,1,24
265684,265685,265709,2022-07-11 12:20:00,2022-07-11 12:25:00,2022-07-11 14:25:00,-1,24
265715,265716,265740,2022-07-11 14:55:00,2022-07-11 15:00:00,2022-07-11 17:00:00,1,24
265740,265741,265765,2022-07-11 17:00:00,2022-07-11 17:05:00,2022-07-11 19:05:00,-1,24
265769,265770,265794,2022-07-11 19:25:00,2022-07-11 19:30:00,2022-07-11 21:30:00,-1,24
265804,265805,265829,2022-07-11 22:20:00,2022-07-11 22:25:00,2022-07-12 00:25:00,-1,24
265839,265840,265864,2022-07-12 01:15:00,2022-07-12 01:20:00,2022-07-12 03:20:00,-1,24
265864,265865,265889,2022-07-12 03:20:00,2022-07-12 03:25:00,2022-07-12 05:25:00,1,24
265894,265895,265919,2022-07-12 05:50:00,2022-07-12 05:55:00,2022-07-12 07:55:00,1,24
265918,265919,265943,2022-07-12 07:50:00,2022-07-12 07:55:00,2022-07-12 09:55:00,1,24
265949,265950,265974,2022-07-12 10:25:00,2022-07-12 10:30:00,2022-07-12 12:30:00,1,24
265978,265979,266003,2022-07-12 12:50:00,2022-07-12 12:55:00,2022-07-12 14:55:00,1,24
266014,266015,266039,2022-07-12 15:50:00,2022-07-12 15:55:00,2022-07-12 17:55:00,-1,24
266074,266075,266099,2022-07-12 20:50:00,2022-07-12 20:55:00,2022-07-12 22:55:00,-1,24
266101,266102,266126,2022-07-12 23:05:00,2022-07-12 23:10:00,2022-07-13 01:10:00,-1,24
266125,266126,266150,2022-07-13 01:05:00,2022-07-13 01:10:00,2022-07-13 03:10:00,-1,24
266158,266159,266183,2022-07-13 03:50:00,2022-07-13 03:55:00,2022-07-13 05:55:00,1,24
266194,266195,266219,2022-07-13 06:50:00,2022-07-13 06:55:00,2022-07-13 08:55:00,1,24
266219,266220,266244,2022-07-13 08:55:00,2022-07-13 09:00:00,2022-07-13 11:00:00,1,24
266243,266244,266268,2022-07-13 10:55:00,2022-07-13 11:00:00,2022-07-13 13:00:00,-1,24
266303,266304,266328,2022-07-13 15:55:00,2022-07-13 16:00:00,2022-07-13 18:00:00,-1,24
266330,266331,266355,2022-07-13 18:10:00,2022-07-13 18:15:00,2022-07-13 20:15:00,-1,24
266356,266357,266381,2022-07-13 20:20:00,2022-07-13 20:25:00,2022-07-13 22:25:00,1,24
266381,266382,266406,2022-07-13 22:25:00,2022-07-13 22:30:00,2022-07-14 00:30:00,1,24
266407,266408,266432,2022-07-14 00:35:00,2022-07-14 00:40:00,2022-07-14 02:40:00,-1,24
266435,266436,266460,2022-07-14 02:55:00,2022-07-14 03:00:00,2022-07-14 05:00:00,-1,24
266468,266469,266493,2022-07-14 05:40:00,2022-07-14 05:45:00,2022-07-14 07:45:00,1,24
266519,266520,266544,2022-07-14 09:55:00,2022-07-14 10:00:00,2022-07-14 12:00:00,-1,24
266553,266554,266578,2022-07-14 12:45:00,2022-07-14 12:50:00,2022-07-14 14:50:00,-1,24
266584,266585,266609,2022-07-14 15:20:00,2022-07-14 15:25:00,2022-07-14 17:25:00,1,24
266639,266640,266664,2022-07-14 19:55:00,2022-07-14 20:00:00,2022-07-14 22:00:00,1,24
266666,266667,266691,2022-07-14 22:10:00,2022-07-14 22:15:00,2022-07-15 00:15:00,-1,24
266698,266699,266723,2022-07-15 00:50:00,2022-07-15 00:55:00,2022-07-15 02:55:00,1,24
266727,266728,266752,2022-07-15 03:15:00,2022-07-15 03:20:00,2022-07-15 05:20:00,1,24
266757,266758,266782,2022-07-15 05:45:00,2022-07-15 05:50:00,2022-07-15 07:50:00,-1,24
266782,266783,266807,2022-07-15 07:50:00,2022-07-15 07:55:00,2022-07-15 09:55:00,1,24
266830,266831,266855,2022-07-15 11:50:00,2022-07-15 11:55:00,2022-07-15 13:55:00,1,24
266881,266882,266906,2022-07-15 16:05:00,2022-07-15 16:10:00,2022-07-15 18:10:00,1,24
266908,266909,266933,2022-07-15 18:20:00,2022-07-15 18:25:00,2022-07-15 20:25:00,1,24
266937,266938,266962,2022-07-15 20:45:00,2022-07-15 20:50:00,2022-07-15 22:50:00,-1,24
266965,266966,266990,2022-07-15 23:05:00,2022-07-15 23:10:00,2022-07-16 01:10:00,1,24
266998,266999,267023,2022-07-16 01:50:00,2022-07-16 01:55:00,2022-07-16 03:55:00,-1,24
267022,267023,267047,2022-07-16 03:50:00,2022-07-16 03:55:00,2022-07-16 05:55:00,1,24
267065,267066,267090,2022-07-16 07:25:00,2022-07-16 07:30:00,2022-07-16 09:30:00,1,24
267090,267091,267115,2022-07-16 09:30:00,2022-07-16 09:35:00,2022-07-16 11:35:00,-1,24
267126,267127,267151,2022-07-16 12:30:00,2022-07-16 12:35:00,2022-07-16 14:35:00,-1,24
267250,267251,267275,2022-07-16 22:50:00,2022-07-16 22:55:00,2022-07-17 00:55:00,-1,24
267277,267278,267302,2022-07-17 01:05:00,2022-07-17 01:10:00,2022-07-17 03:10:00,1,24
267301,267302,267326,2022-07-17 03:05:00,2022-07-17 03:10:00,2022-07-17 05:10:00,-1,24
267325,267326,267350,2022-07-17 05:05:00,2022-07-17 05:10:00,2022-07-17 07:10:00,-1,24
267356,267357,267381,2022-07-17 07:40:00,2022-07-17 07:45:00,2022-07-17 09:45:00,1,24
267401,267402,267426,2022-07-17 11:25:00,2022-07-17 11:30:00,2022-07-17 13:30:00,1,24
267428,267429,267453,2022-07-17 13:40:00,2022-07-17 13:45:00,2022-07-17 15:45:00,-1,24
267461,267462,267486,2022-07-17 16:25:00,2022-07-17 16:30:00,2022-07-17 18:30:00,1,24
267489,267490,267514,2022-07-17 18:45:00,2022-07-17 18:50:00,2022-07-17 20:50:00,1,24
267521,267522,267546,2022-07-17 21:25:00,2022-07-17 21:30:00,2022-07-17 23:30:00,-1,24
267546,267547,267571,2022-07-17 23:30:00,2022-07-17 23:35:00,2022-07-18 01:35:00,-1,24
267572,267573,267597,2022-07-18 01:40:00,2022-07-18 01:45:00,2022-07-18 03:45:00,-1,24
267599,267600,267624,2022-07-18 03:55:00,2022-07-18 04:00:00,2022-07-18 06:00:00,-1,24
267626,267627,267651,2022-07-18 06:10:00,2022-07-18 06:15:00,2022-07-18 08:15:00,1,24
267663,267664,267688,2022-07-18 09:15:00,2022-07-18 09:20:00,2022-07-18 11:20:00,1,24
267732,267733,267757,2022-07-18 15:00:00,2022-07-18 15:05:00,2022-07-18 17:05:00,1,24
267761,267762,267786,2022-07-18 17:25:00,2022-07-18 17:30:00,2022-07-18 19:30:00,-1,24
267788,267789,267813,2022-07-18 19:40:00,2022-07-18 19:45:00,2022-07-18 21:45:00,-1,24
267826,267827,267851,2022-07-18 22:50:00,2022-07-18 22:55:00,2022-07-19 00:55:00,-1,24
267884,267885,267909,2022-07-19 03:40:00,2022-07-19 03:45:00,2022-07-19 05:45:00,1,24
267928,267929,267953,2022-07-19 07:20:00,2022-07-19 07:25:00,2022-07-19 09:25:00,1,24
