signal_position,entry_position,exit_position,signal_date,entry_date,exit_date,side,hold_bars
2143,2144,2168,2020-01-08 10:35:00,2020-01-08 10:40:00,2020-01-08 12:40:00,-1,24
2234,2235,2259,2020-01-08 18:10:00,2020-01-08 18:15:00,2020-01-08 20:15:00,-1,24
2284,2285,2309,2020-01-08 22:20:00,2020-01-08 22:25:00,2020-01-09 00:25:00,1,24
2328,2329,2353,2020-01-09 02:00:00,2020-01-09 02:05:00,2020-01-09 04:05:00,-1,24
2395,2396,2420,2020-01-09 07:35:00,2020-01-09 07:40:00,2020-01-09 09:40:00,1,24
2470,2471,2495,2020-01-09 13:50:00,2020-01-09 13:55:00,2020-01-09 15:55:00,-1,24
2534,2535,2559,2020-01-09 19:10:00,2020-01-09 19:15:00,2020-01-09 21:15:00,1,24
2561,2562,2586,2020-01-09 21:25:00,2020-01-09 21:30:00,2020-01-09 23:30:00,1,24
2585,2586,2610,2020-01-09 23:25:00,2020-01-09 23:30:00,2020-01-10 01:30:00,1,24
2611,2612,2636,2020-01-10 01:35:00,2020-01-10 01:40:00,2020-01-10 03:40:00,1,24
2673,2674,2698,2020-01-10 06:45:00,2020-01-10 06:50:00,2020-01-10 08:50:00,-1,24
2744,2745,2769,2020-01-10 12:40:00,2020-01-10 12:45:00,2020-01-10 14:45:00,1,24
2806,2807,2831,2020-01-10 17:50:00,2020-01-10 17:55:00,2020-01-10 19:55:00,1,24
2861,2862,2886,2020-01-10 22:25:00,2020-01-10 22:30:00,2020-01-11 00:30:00,-1,24
2906,2907,2931,2020-01-11 02:10:00,2020-01-11 02:15:00,2020-01-11 04:15:00,-1,24
2930,2931,2955,2020-01-11 04:10:00,2020-01-11 04:15:00,2020-01-11 06:15:00,-1,24
2962,2963,2987,2020-01-11 06:50:00,2020-01-11 06:55:00,2020-01-11 08:55:00,-1,24
2992,2993,3017,2020-01-11 09:20:00,2020-01-11 09:25:00,2020-01-11 11:25:00,-1,24
3042,3043,3067,2020-01-11 13:30:00,2020-01-11 13:35:00,2020-01-11 15:35:00,-1,24
3091,3092,3116,2020-01-11 17:35:00,2020-01-11 17:40:00,2020-01-11 19:40:00,-1,24
3123,3124,3148,2020-01-11 20:15:00,2020-01-11 20:20:00,2020-01-11 22:20:00,-1,24
3166,3167,3191,2020-01-11 23:50:00,2020-01-11 23:55:00,2020-01-12 01:55:00,-1,24
3191,3192,3216,2020-01-12 01:55:00,2020-01-12 02:00:00,2020-01-12 04:00:00,1,24
3231,3232,3256,2020-01-12 05:15:00,2020-01-12 05:20:00,2020-01-12 07:20:00,1,24
3257,3258,3282,2020-01-12 07:25:00,2020-01-12 07:30:00,2020-01-12 09:30:00,-1,24
3295,3296,3320,2020-01-12 10:35:00,2020-01-12 10:40:00,2020-01-12 12:40:00,1,24
3365,3366,3390,2020-01-12 16:25:00,2020-01-12 16:30:00,2020-01-12 18:30:00,-1,24
3397,3398,3422,2020-01-12 19:05:00,2020-01-12 19:10:00,2020-01-12 21:10:00,-1,24
3421,3422,3446,2020-01-12 21:05:00,2020-01-12 21:10:00,2020-01-12 23:10:00,-1,24
3469,3470,3494,2020-01-13 01:05:00,2020-01-13 01:10:00,2020-01-13 03:10:00,-1,24
3493,3494,3518,2020-01-13 03:05:00,2020-01-13 03:10:00,2020-01-13 05:10:00,1,24
3521,3522,3546,2020-01-13 05:25:00,2020-01-13 05:30:00,2020-01-13 07:30:00,-1,24
3550,3551,3575,2020-01-13 07:50:00,2020-01-13 07:55:00,2020-01-13 09:55:00,-1,24
3577,3578,3602,2020-01-13 10:05:00,2020-01-13 10:10:00,2020-01-13 12:10:00,1,24
3637,3638,3662,2020-01-13 15:05:00,2020-01-13 15:10:00,2020-01-13 17:10:00,1,24
3682,3683,3707,2020-01-13 18:50:00,2020-01-13 18:55:00,2020-01-13 20:55:00,1,24
3712,3713,3737,2020-01-13 21:20:00,2020-01-13 21:25:00,2020-01-13 23:25:00,-1,24
3736,3737,3761,2020-01-13 23:20:00,2020-01-13 23:25:00,2020-01-14 01:25:00,1,24
3799,3800,3824,2020-01-14 04:35:00,2020-01-14 04:40:00,2020-01-14 06:40:00,1,24
3832,3833,3857,2020-01-14 07:20:00,2020-01-14 07:25:00,2020-01-14 09:25:00,-1,24
3867,3868,3892,2020-01-14 10:15:00,2020-01-14 10:20:00,2020-01-14 12:20:00,1,24
3933,3934,3958,2020-01-14 15:45:00,2020-01-14 15:50:00,2020-01-14 17:50:00,-1,24
3963,3964,3988,2020-01-14 18:15:00,2020-01-14 18:20:00,2020-01-14 20:20:00,-1,24
3990,3991,4015,2020-01-14 20:30:00,2020-01-14 20:35:00,2020-01-14 22:35:00,1,24
4088,4089,4113,2020-01-15 04:40:00,2020-01-15 04:45:00,2020-01-15 06:45:00,1,24
4114,4115,4139,2020-01-15 06:50:00,2020-01-15 06:55:00,2020-01-15 08:55:00,1,24
4141,4142,4166,2020-01-15 09:05:00,2020-01-15 09:10:00,2020-01-15 11:10:00,-1,24
4169,4170,4194,2020-01-15 11:25:00,2020-01-15 11:30:00,2020-01-15 13:30:00,-1,24
4229,4230,4254,2020-01-15 16:25:00,2020-01-15 16:30:00,2020-01-15 18:30:00,1,24
4262,4263,4287,2020-01-15 19:10:00,2020-01-15 19:15:00,2020-01-15 21:15:00,-1,24
4303,4304,4328,2020-01-15 22:35:00,2020-01-15 22:40:00,2020-01-16 00:40:00,-1,24
4356,4357,4381,2020-01-16 03:00:00,2020-01-16 03:05:00,2020-01-16 05:05:00,-1,24
4380,4381,4405,2020-01-16 05:00:00,2020-01-16 05:05:00,2020-01-16 07:05:00,-1,24
4467,4468,4492,2020-01-16 12:15:00,2020-01-16 12:20:00,2020-01-16 14:20:00,1,24
4506,4507,4531,2020-01-16 15:30:00,2020-01-16 15:35:00,2020-01-16 17:35:00,-1,24
4550,4551,4575,2020-01-16 19:10:00,2020-01-16 19:15:00,2020-01-16 21:15:00,-1,24
4585,4586,4610,2020-01-16 22:05:00,2020-01-16 22:10:00,2020-01-17 00:10:00,1,24
4634,4635,4659,2020-01-17 02:10:00,2020-01-17 02:15:00,2020-01-17 04:15:00,1,24
4682,4683,4707,2020-01-17 06:10:00,2020-01-17 06:15:00,2020-01-17 08:15:00,1,24
4751,4752,4776,2020-01-17 11:55:00,2020-01-17 12:00:00,2020-01-17 14:00:00,-1,24
4786,4787,4811,2020-01-17 14:50:00,2020-01-17 14:55:00,2020-01-17 16:55:00,-1,24
4830,4831,4855,2020-01-17 18:30:00,2020-01-17 18:35:00,2020-01-17 20:35:00,1,24
4861,4862,4886,2020-01-17 21:05:00,2020-01-17 21:10:00,2020-01-17 23:10:00,-1,24
4910,4911,4935,2020-01-18 01:10:00,2020-01-18 01:15:00,2020-01-18 03:15:00,-1,24
4951,4952,4976,2020-01-18 04:35:00,2020-01-18 04:40:00,2020-01-18 06:40:00,-1,24
4978,4979,5003,2020-01-18 06:50:00,2020-01-18 06:55:00,2020-01-18 08:55:00,1,24
5007,5008,5032,2020-01-18 09:15:00,2020-01-18 09:20:00,2020-01-18 11:20:00,-1,24
5035,5036,5060,2020-01-18 11:35:00,2020-01-18 11:40:00,2020-01-18 13:40:00,1,24
5106,5107,5131,2020-01-18 17:30:00,2020-01-18 17:35:00,2020-01-18 19:35:00,1,24
5134,5135,5159,2020-01-18 19:50:00,2020-01-18 19:55:00,2020-01-18 21:55:00,-1,24
5159,5160,5184,2020-01-18 21:55:00,2020-01-18 22:00:00,2020-01-19 00:00:00,1,24
5241,5242,5266,2020-01-19 04:45:00,2020-01-19 04:50:00,2020-01-19 06:50:00,1,24
5273,5274,5298,2020-01-19 07:25:00,2020-01-19 07:30:00,2020-01-19 09:30:00,1,24
5305,5306,5330,2020-01-19 10:05:00,2020-01-19 10:10:00,2020-01-19 12:10:00,-1,24
5345,5346,5370,2020-01-19 13:25:00,2020-01-19 13:30:00,2020-01-19 15:30:00,-1,24
5372,5373,5397,2020-01-19 15:40:00,2020-01-19 15:45:00,2020-01-19 17:45:00,1,24
5396,5397,5421,2020-01-19 17:40:00,2020-01-19 17:45:00,2020-01-19 19:45:00,1,24
5423,5424,5448,2020-01-19 19:55:00,2020-01-19 20:00:00,2020-01-19 22:00:00,1,24
5468,5469,5493,2020-01-19 23:40:00,2020-01-19 23:45:00,2020-01-20 01:45:00,1,24
5495,5496,5520,2020-01-20 01:55:00,2020-01-20 02:00:00,2020-01-20 04:00:00,-1,24
5520,5521,5545,2020-01-20 04:00:00,2020-01-20 04:05:00,2020-01-20 06:05:00,1,24
5545,5546,5570,2020-01-20 06:05:00,2020-01-20 06:10:00,2020-01-20 08:10:00,1,24
5591,5592,5616,2020-01-20 09:55:00,2020-01-20 10:00:00,2020-01-20 12:00:00,-1,24
5671,5672,5696,2020-01-20 16:35:00,2020-01-20 16:40:00,2020-01-20 18:40:00,1,24
5695,5696,5720,2020-01-20 18:35:00,2020-01-20 18:40:00,2020-01-20 20:40:00,-1,24
5721,5722,5746,2020-01-20 20:45:00,2020-01-20 20:50:00,2020-01-20 22:50:00,-1,24
5765,5766,5790,2020-01-21 00:25:00,2020-01-21 00:30:00,2020-01-21 02:30:00,1,24
5790,5791,5815,2020-01-21 02:30:00,2020-01-21 02:35:00,2020-01-21 04:35:00,1,24
5820,5821,5845,2020-01-21 05:00:00,2020-01-21 05:05:00,2020-01-21 07:05:00,1,24
5848,5849,5873,2020-01-21 07:20:00,2020-01-21 07:25:00,2020-01-21 09:25:00,1,24
5875,5876,5900,2020-01-21 09:35:00,2020-01-21 09:40:00,2020-01-21 11:40:00,1,24
5908,5909,5933,2020-01-21 12:20:00,2020-01-21 12:25:00,2020-01-21 14:25:00,1,24
5933,5934,5958,2020-01-21 14:25:00,2020-01-21 14:30:00,2020-01-21 16:30:00,1,24
5963,5964,5988,2020-01-21 16:55:00,2020-01-21 17:00:00,2020-01-21 19:00:00,-1,24
6018,6019,6043,2020-01-21 21:30:00,2020-01-21 21:35:00,2020-01-21 23:35:00,1,24
6058,6059,6083,2020-01-22 00:50:00,2020-01-22 00:55:00,2020-01-22 02:55:00,-1,24
6084,6085,6109,2020-01-22 03:00:00,2020-01-22 03:05:00,2020-01-22 05:05:00,1,24
6108,6109,6133,2020-01-22 05:00:00,2020-01-22 05:05:00,2020-01-22 07:05:00,-1,24
6132,6133,6157,2020-01-22 07:00:00,2020-01-22 07:05:00,2020-01-22 09:05:00,1,24
6166,6167,6191,2020-01-22 09:50:00,2020-01-22 09:55:00,2020-01-22 11:55:00,1,24
6208,6209,6233,2020-01-22 13:20:00,2020-01-22 13:25:00,2020-01-22 15:25:00,-1,24
6236,6237,6261,2020-01-22 15:40:00,2020-01-22 15:45:00,2020-01-22 17:45:00,1,24
6269,6270,6294,2020-01-22 18:25:00,2020-01-22 18:30:00,2020-01-22 20:30:00,-1,24
6300,6301,6325,2020-01-22 21:00:00,2020-01-22 21:05:00,2020-01-22 23:05:00,1,24
6325,6326,6350,2020-01-22 23:05:00,2020-01-22 23:10:00,2020-01-23 01:10:00,1,24
6358,6359,6383,2020-01-23 01:50:00,2020-01-23 01:55:00,2020-01-23 03:55:00,1,24
6383,6384,6408,2020-01-23 03:55:00,2020-01-23 04:00:00,2020-01-23 06:00:00,1,24
6407,6408,6432,2020-01-23 05:55:00,2020-01-23 06:00:00,2020-01-23 08:00:00,1,24
6438,6439,6463,2020-01-23 08:30:00,2020-01-23 08:35:00,2020-01-23 10:35:00,1,24
6464,6465,6489,2020-01-23 10:40:00,2020-01-23 10:45:00,2020-01-23 12:45:00,-1,24
6496,6497,6521,2020-01-23 13:20:00,2020-01-23 13:25:00,2020-01-23 15:25:00,-1,24
6525,6526,6550,2020-01-23 15:45:00,2020-01-23 15:50:00,2020-01-23 17:50:00,1,24
6561,6562,6586,2020-01-23 18:45:00,2020-01-23 18:50:00,2020-01-23 20:50:00,-1,24
6595,6596,6620,2020-01-23 21:35:00,2020-01-23 21:40:00,2020-01-23 23:40:00,-1,24
6626,6627,6651,2020-01-24 00:10:00,2020-01-24 00:15:00,2020-01-24 02:15:00,1,24
6653,6654,6678,2020-01-24 02:25:00,2020-01-24 02:30:00,2020-01-24 04:30:00,1,24
6686,6687,6711,2020-01-24 05:10:00,2020-01-24 05:15:00,2020-01-24 07:15:00,1,24
6715,6716,6740,2020-01-24 07:35:00,2020-01-24 07:40:00,2020-01-24 09:40:00,-1,24
6754,6755,6779,2020-01-24 10:50:00,2020-01-24 10:55:00,2020-01-24 12:55:00,1,24
6780,6781,6805,2020-01-24 13:00:00,2020-01-24 13:05:00,2020-01-24 15:05:00,-1,24
6808,6809,6833,2020-01-24 15:20:00,2020-01-24 15:25:00,2020-01-24 17:25:00,-1,24
6835,6836,6860,2020-01-24 17:35:00,2020-01-24 17:40:00,2020-01-24 19:40:00,1,24
6874,6875,6899,2020-01-24 20:50:00,2020-01-24 20:55:00,2020-01-24 22:55:00,-1,24
6898,6899,6923,2020-01-24 22:50:00,2020-01-24 22:55:00,2020-01-25 00:55:00,1,24
6931,6932,6956,2020-01-25 01:35:00,2020-01-25 01:40:00,2020-01-25 03:40:00,1,24
6959,6960,6984,2020-01-25 03:55:00,2020-01-25 04:00:00,2020-01-25 06:00:00,-1,24
6987,6988,7012,2020-01-25 06:15:00,2020-01-25 06:20:00,2020-01-25 08:20:00,1,24
7022,7023,7047,2020-01-25 09:10:00,2020-01-25 09:15:00,2020-01-25 11:15:00,-1,24
7049,7050,7074,2020-01-25 11:25:00,2020-01-25 11:30:00,2020-01-25 13:30:00,-1,24
7077,7078,7102,2020-01-25 13:45:00,2020-01-25 13:50:00,2020-01-25 15:50:00,-1,24
7107,7108,7132,2020-01-25 16:15:00,2020-01-25 16:20:00,2020-01-25 18:20:00,-1,24
7134,7135,7159,2020-01-25 18:30:00,2020-01-25 18:35:00,2020-01-25 20:35:00,1,24
7167,7168,7192,2020-01-25 21:15:00,2020-01-25 21:20:00,2020-01-25 23:20:00,-1,24
7196,7197,7221,2020-01-25 23:40:00,2020-01-25 23:45:00,2020-01-26 01:45:00,-1,24
7227,7228,7252,2020-01-26 02:15:00,2020-01-26 02:20:00,2020-01-26 04:20:00,-1,24
7253,7254,7278,2020-01-26 04:25:00,2020-01-26 04:30:00,2020-01-26 06:30:00,1,24
7284,7285,7309,2020-01-26 07:00:00,2020-01-26 07:05:00,2020-01-26 09:05:00,-1,24
7316,7317,7341,2020-01-26 09:40:00,2020-01-26 09:45:00,2020-01-26 11:45:00,1,24
7359,7360,7384,2020-01-26 13:15:00,2020-01-26 13:20:00,2020-01-26 15:20:00,-1,24
7392,7393,7417,2020-01-26 16:00:00,2020-01-26 16:05:00,2020-01-26 18:05:00,1,24
7425,7426,7450,2020-01-26 18:45:00,2020-01-26 18:50:00,2020-01-26 20:50:00,-1,24
7460,7461,7485,2020-01-26 21:40:00,2020-01-26 21:45:00,2020-01-26 23:45:00,-1,24
7484,7485,7509,2020-01-26 23:40:00,2020-01-26 23:45:00,2020-01-27 01:45:00,-1,24
7509,7510,7534,2020-01-27 01:45:00,2020-01-27 01:50:00,2020-01-27 03:50:00,1,24
7547,7548,7572,2020-01-27 04:55:00,2020-01-27 05:00:00,2020-01-27 07:00:00,-1,24
7571,7572,7596,2020-01-27 06:55:00,2020-01-27 07:00:00,2020-01-27 09:00:00,-1,24
7607,7608,7632,2020-01-27 09:55:00,2020-01-27 10:00:00,2020-01-27 12:00:00,-1,24
7643,7644,7668,2020-01-27 12:55:00,2020-01-27 13:00:00,2020-01-27 15:00:00,1,24
7689,7690,7714,2020-01-27 16:45:00,2020-01-27 16:50:00,2020-01-27 18:50:00,-1,24
7745,7746,7770,2020-01-27 21:25:00,2020-01-27 21:30:00,2020-01-27 23:30:00,1,24
7803,7804,7828,2020-01-28 02:15:00,2020-01-28 02:20:00,2020-01-28 04:20:00,1,24
7829,7830,7854,2020-01-28 04:25:00,2020-01-28 04:30:00,2020-01-28 06:30:00,-1,24
7868,7869,7893,2020-01-28 07:40:00,2020-01-28 07:45:00,2020-01-28 09:45:00,-1,24
7912,7913,7937,2020-01-28 11:20:00,2020-01-28 11:25:00,2020-01-28 13:25:00,1,24
7940,7941,7965,2020-01-28 13:40:00,2020-01-28 13:45:00,2020-01-28 15:45:00,1,24
7984,7985,8009,2020-01-28 17:20:00,2020-01-28 17:25:00,2020-01-28 19:25:00,-1,24
8038,8039,8063,2020-01-28 21:50:00,2020-01-28 21:55:00,2020-01-28 23:55:00,-1,24
8083,8084,8108,2020-01-29 01:35:00,2020-01-29 01:40:00,2020-01-29 03:40:00,1,24
8129,8130,8154,2020-01-29 05:25:00,2020-01-29 05:30:00,2020-01-29 07:30:00,-1,24
8154,8155,8179,2020-01-29 07:30:00,2020-01-29 07:35:00,2020-01-29 09:35:00,-1,24
8212,8213,8237,2020-01-29 12:20:00,2020-01-29 12:25:00,2020-01-29 14:25:00,-1,24
8249,8250,8274,2020-01-29 15:25:00,2020-01-29 15:30:00,2020-01-29 17:30:00,-1,24
8276,8277,8301,2020-01-29 17:40:00,2020-01-29 17:45:00,2020-01-29 19:45:00,-1,24
8308,8309,8333,2020-01-29 20:20:00,2020-01-29 20:25:00,2020-01-29 22:25:00,-1,24
8334,8335,8359,2020-01-29 22:30:00,2020-01-29 22:35:00,2020-01-30 00:35:00,-1,24
8365,8366,8390,2020-01-30 01:05:00,2020-01-30 01:10:00,2020-01-30 03:10:00,1,24
8395,8396,8420,2020-01-30 03:35:00,2020-01-30 03:40:00,2020-01-30 05:40:00,1,24
8438,8439,8463,2020-01-30 07:10:00,2020-01-30 07:15:00,2020-01-30 09:15:00,-1,24
8477,8478,8502,2020-01-30 10:25:00,2020-01-30 10:30:00,2020-01-30 12:30:00,-1,24
8512,8513,8537,2020-01-30 13:20:00,2020-01-30 13:25:00,2020-01-30 15:25:00,-1,24
8537,8538,8562,2020-01-30 15:25:00,2020-01-30 15:30:00,2020-01-30 17:30:00,-1,24
8568,8569,8593,2020-01-30 18:00:00,2020-01-30 18:05:00,2020-01-30 20:05:00,-1,24
8608,8609,8633,2020-01-30 21:20:00,2020-01-30 21:25:00,2020-01-30 23:25:00,-1,24
8641,8642,8666,2020-01-31 00:05:00,2020-01-31 00:10:00,2020-01-31 02:10:00,1,24
8665,8666,8690,2020-01-31 02:05:00,2020-01-31 02:10:00,2020-01-31 04:10:00,-1,24
8693,8694,8718,2020-01-31 04:25:00,2020-01-31 04:30:00,2020-01-31 06:30:00,-1,24
8720,8721,8745,2020-01-31 06:40:00,2020-01-31 06:45:00,2020-01-31 08:45:00,1,24
8749,8750,8774,2020-01-31 09:05:00,2020-01-31 09:10:00,2020-01-31 11:10:00,1,24
8776,8777,8801,2020-01-31 11:20:00,2020-01-31 11:25:00,2020-01-31 13:25:00,-1,24
8808,8809,8833,2020-01-31 14:00:00,2020-01-31 14:05:00,2020-01-31 16:05:00,-1,24
8837,8838,8862,2020-01-31 16:25:00,2020-01-31 16:30:00,2020-01-31 18:30:00,-1,24
8872,8873,8897,2020-01-31 19:20:00,2020-01-31 19:25:00,2020-01-31 21:25:00,-1,24
8896,8897,8921,2020-01-31 21:20:00,2020-01-31 21:25:00,2020-01-31 23:25:00,-1,24
8924,8925,8949,2020-01-31 23:40:00,2020-01-31 23:45:00,2020-02-01 01:45:00,1,24
8983,8984,9008,2020-02-01 04:35:00,2020-02-01 04:40:00,2020-02-01 06:40:00,-1,24
9014,9015,9039,2020-02-01 07:10:00,2020-02-01 07:15:00,2020-02-01 09:15:00,-1,24
9039,9040,9064,2020-02-01 09:15:00,2020-02-01 09:20:00,2020-02-01 11:20:00,-1,24
9071,9072,9096,2020-02-01 11:55:00,2020-02-01 12:00:00,2020-02-01 14:00:00,1,24
9098,9099,9123,2020-02-01 14:10:00,2020-02-01 14:15:00,2020-02-01 16:15:00,1,24
9142,9143,9167,2020-02-01 17:50:00,2020-02-01 17:55:00,2020-02-01 19:55:00,-1,24
9167,9168,9192,2020-02-01 19:55:00,2020-02-01 20:00:00,2020-02-01 22:00:00,1,24
9193,9194,9218,2020-02-01 22:05:00,2020-02-01 22:10:00,2020-02-02 00:10:00,1,24
9229,9230,9254,2020-02-02 01:05:00,2020-02-02 01:10:00,2020-02-02 03:10:00,-1,24
9264,9265,9289,2020-02-02 04:00:00,2020-02-02 04:05:00,2020-02-02 06:05:00,1,24
9292,9293,9317,2020-02-02 06:20:00,2020-02-02 06:25:00,2020-02-02 08:25:00,-1,24
9334,9335,9359,2020-02-02 09:50:00,2020-02-02 09:55:00,2020-02-02 11:55:00,-1,24
9378,9379,9403,2020-02-02 13:30:00,2020-02-02 13:35:00,2020-02-02 15:35:00,1,24
9403,9404,9428,2020-02-02 15:35:00,2020-02-02 15:40:00,2020-02-02 17:40:00,1,24
9428,9429,9453,2020-02-02 17:40:00,2020-02-02 17:45:00,2020-02-02 19:45:00,1,24
9460,9461,9485,2020-02-02 20:20:00,2020-02-02 20:25:00,2020-02-02 22:25:00,1,24
9490,9491,9515,2020-02-02 22:50:00,2020-02-02 22:55:00,2020-02-03 00:55:00,1,24
9519,9520,9544,2020-02-03 01:15:00,2020-02-03 01:20:00,2020-02-03 03:20:00,-1,24
9543,9544,9568,2020-02-03 03:15:00,2020-02-03 03:20:00,2020-02-03 05:20:00,-1,24
9568,9569,9593,2020-02-03 05:20:00,2020-02-03 05:25:00,2020-02-03 07:25:00,-1,24
9595,9596,9620,2020-02-03 07:35:00,2020-02-03 07:40:00,2020-02-03 09:40:00,1,24
9620,9621,9645,2020-02-03 09:40:00,2020-02-03 09:45:00,2020-02-03 11:45:00,1,24
9654,9655,9679,2020-02-03 12:30:00,2020-02-03 12:35:00,2020-02-03 14:35:00,-1,24
9684,9685,9709,2020-02-03 15:00:00,2020-02-03 15:05:00,2020-02-03 17:05:00,1,24
9746,9747,9771,2020-02-03 20:10:00,2020-02-03 20:15:00,2020-02-03 22:15:00,-1,24
9777,9778,9802,2020-02-03 22:45:00,2020-02-03 22:50:00,2020-02-04 00:50:00,1,24
9810,9811,9835,2020-02-04 01:30:00,2020-02-04 01:35:00,2020-02-04 03:35:00,-1,24
9838,9839,9863,2020-02-04 03:50:00,2020-02-04 03:55:00,2020-02-04 05:55:00,1,24
9874,9875,9899,2020-02-04 06:50:00,2020-02-04 06:55:00,2020-02-04 08:55:00,-1,24
9902,9903,9927,2020-02-04 09:10:00,2020-02-04 09:15:00,2020-02-04 11:15:00,1,24
9926,9927,9951,2020-02-04 11:10:00,2020-02-04 11:15:00,2020-02-04 13:15:00,-1,24
9956,9957,9981,2020-02-04 13:40:00,2020-02-04 13:45:00,2020-02-04 15:45:00,1,24
9981,9982,10006,2020-02-04 15:45:00,2020-02-04 15:50:00,2020-02-04 17:50:00,1,24
10008,10009,10033,2020-02-04 18:00:00,2020-02-04 18:05:00,2020-02-04 20:05:00,-1,24
10033,10034,10058,2020-02-04 20:05:00,2020-02-04 20:10:00,2020-02-04 22:10:00,1,24
10065,10066,10090,2020-02-04 22:45:00,2020-02-04 22:50:00,2020-02-05 00:50:00,1,24
10093,10094,10118,2020-02-05 01:05:00,2020-02-05 01:10:00,2020-02-05 03:10:00,1,24
10121,10122,10146,2020-02-05 03:25:00,2020-02-05 03:30:00,2020-02-05 05:30:00,1,24
10145,10146,10170,2020-02-05 05:25:00,2020-02-05 05:30:00,2020-02-05 07:30:00,-1,24
10184,10185,10209,2020-02-05 08:40:00,2020-02-05 08:45:00,2020-02-05 10:45:00,-1,24
10232,10233,10257,2020-02-05 12:40:00,2020-02-05 12:45:00,2020-02-05 14:45:00,-1,24
10264,10265,10289,2020-02-05 15:20:00,2020-02-05 15:25:00,2020-02-05 17:25:00,-1,24
10321,10322,10346,2020-02-05 20:05:00,2020-02-05 20:10:00,2020-02-05 22:10:00,1,24
10358,10359,10383,2020-02-05 23:10:00,2020-02-05 23:15:00,2020-02-06 01:15:00,1,24
10383,10384,10408,2020-02-06 01:15:00,2020-02-06 01:20:00,2020-02-06 03:20:00,-1,24
10435,10436,10460,2020-02-06 05:35:00,2020-02-06 05:40:00,2020-02-06 07:40:00,1,24
10467,10468,10492,2020-02-06 08:15:00,2020-02-06 08:20:00,2020-02-06 10:20:00,1,24
10543,10544,10568,2020-02-06 14:35:00,2020-02-06 14:40:00,2020-02-06 16:40:00,1,24
10569,10570,10594,2020-02-06 16:45:00,2020-02-06 16:50:00,2020-02-06 18:50:00,1,24
10593,10594,10618,2020-02-06 18:45:00,2020-02-06 18:50:00,2020-02-06 20:50:00,-1,24
10626,10627,10651,2020-02-06 21:30:00,2020-02-06 21:35:00,2020-02-06 23:35:00,-1,24
10650,10651,10675,2020-02-06 23:30:00,2020-02-06 23:35:00,2020-02-07 01:35:00,1,24
10678,10679,10703,2020-02-07 01:50:00,2020-02-07 01:55:00,2020-02-07 03:55:00,1,24
10702,10703,10727,2020-02-07 03:50:00,2020-02-07 03:55:00,2020-02-07 05:55:00,1,24
10726,10727,10751,2020-02-07 05:50:00,2020-02-07 05:55:00,2020-02-07 07:55:00,1,24
10756,10757,10781,2020-02-07 08:20:00,2020-02-07 08:25:00,2020-02-07 10:25:00,1,24
10807,10808,10832,2020-02-07 12:35:00,2020-02-07 12:40:00,2020-02-07 14:40:00,-1,24
10836,10837,10861,2020-02-07 15:00:00,2020-02-07 15:05:00,2020-02-07 17:05:00,-1,24
10860,10861,10885,2020-02-07 17:00:00,2020-02-07 17:05:00,2020-02-07 19:05:00,1,24
10888,10889,10913,2020-02-07 19:20:00,2020-02-07 19:25:00,2020-02-07 21:25:00,1,24
10917,10918,10942,2020-02-07 21:45:00,2020-02-07 21:50:00,2020-02-07 23:50:00,-1,24
10949,10950,10974,2020-02-08 00:25:00,2020-02-08 00:30:00,2020-02-08 02:30:00,1,24
10973,10974,10998,2020-02-08 02:25:00,2020-02-08 02:30:00,2020-02-08 04:30:00,1,24
11020,11021,11045,2020-02-08 06:20:00,2020-02-08 06:25:00,2020-02-08 08:25:00,-1,24
11048,11049,11073,2020-02-08 08:40:00,2020-02-08 08:45:00,2020-02-08 10:45:00,-1,24
11077,11078,11102,2020-02-08 11:05:00,2020-02-08 11:10:00,2020-02-08 13:10:00,-1,24
11102,11103,11127,2020-02-08 13:10:00,2020-02-08 13:15:00,2020-02-08 15:15:00,-1,24
11140,11141,11165,2020-02-08 16:20:00,2020-02-08 16:25:00,2020-02-08 18:25:00,1,24
11170,11171,11195,2020-02-08 18:50:00,2020-02-08 18:55:00,2020-02-08 20:55:00,-1,24
11197,11198,11222,2020-02-08 21:05:00,2020-02-08 21:10:00,2020-02-08 23:10:00,-1,24
11222,11223,11247,2020-02-08 23:10:00,2020-02-08 23:15:00,2020-02-09 01:15:00,1,24
11249,11250,11274,2020-02-09 01:25:00,2020-02-09 01:30:00,2020-02-09 03:30:00,1,24
11291,11292,11316,2020-02-09 04:55:00,2020-02-09 05:00:00,2020-02-09 07:00:00,-1,24
11319,11320,11344,2020-02-09 07:15:00,2020-02-09 07:20:00,2020-02-09 09:20:00,-1,24
11361,11362,11386,2020-02-09 10:45:00,2020-02-09 10:50:00,2020-02-09 12:50:00,1,24
11393,11394,11418,2020-02-09 13:25:00,2020-02-09 13:30:00,2020-02-09 15:30:00,1,24
11446,11447,11471,2020-02-09 17:50:00,2020-02-09 17:55:00,2020-02-09 19:55:00,-1,24
11477,11478,11502,2020-02-09 20:25:00,2020-02-09 20:30:00,2020-02-09 22:30:00,1,24
11503,11504,11528,2020-02-09 22:35:00,2020-02-09 22:40:00,2020-02-10 00:40:00,-1,24
11534,11535,11559,2020-02-10 01:10:00,2020-02-10 01:15:00,2020-02-10 03:15:00,1,24
11567,11568,11592,2020-02-10 03:55:00,2020-02-10 04:00:00,2020-02-10 06:00:00,-1,24
