policy_id,clock,source_day,available_time,entry_time,exit_time,side,source_start_height,source_end_height,successor_end_height,block_count,edges,fees,fee_burden,utxo_polarity,fee_rank,polarity_rank
UFCP-1,primary,2020-05-02T00:00:00Z,2020-05-04T00:00:00Z,2020-05-04T00:05:00Z,2020-05-05T00:05:00Z,-1,628491,628638,628644,148,1718902,6824207768,8.28654582048076,-0.09647088664740631,0.9180327868852459,0.0
UFCP-1,primary,2020-05-03T00:00:00Z,2020-05-05T00:00:00Z,2020-05-05T00:05:00Z,2020-05-06T00:05:00Z,-1,628639,628806,628812,168,1753396,5728031251,8.091572685568938,-0.14432335878489513,0.8699186991869918,0.0
UFCP-1,primary,2020-05-05T00:00:00Z,2020-05-07T00:00:00Z,2020-05-07T00:05:00Z,2020-05-08T00:05:00Z,-1,628965,629122,629128,158,1783245,7189874272,8.301994225750422,-0.026151762657402655,0.92,0.072
UFCP-1,primary,2020-05-06T00:00:00Z,2020-05-08T00:00:00Z,2020-05-08T00:05:00Z,2020-05-09T00:05:00Z,-1,629123,629276,629282,154,1763531,6853849328,8.265247669899116,0.004438254842132064,0.8968253968253969,0.1746031746031746
UFCP-1,primary,2020-05-10T00:00:00Z,2020-05-12T00:00:00Z,2020-05-12T00:05:00Z,2020-05-13T00:05:00Z,-1,629697,629866,629872,170,1841931,6327358086,8.14182358618848,-0.16380581031537012,0.8461538461538461,0.0
UFCP-1,primary,2020-05-11T00:00:00Z,2020-05-13T00:00:00Z,2020-05-13T00:05:00Z,2020-05-14T00:05:00Z,-1,629867,630023,630029,157,1808816,8860442418,8.496679489077941,-0.06028584444188906,0.9312977099236641,0.030534351145038167
UFCP-1,primary,2020-05-13T00:00:00Z,2020-05-15T00:00:00Z,2020-05-15T00:05:00Z,2020-05-16T00:05:00Z,1,630170,630288,630294,119,1503448,10886188214,8.88748899150863,0.06706583799373174,1.0,0.7669172932330827
UFCP-1,primary,2020-05-15T00:00:00Z,2020-05-17T00:00:00Z,2020-05-17T00:05:00Z,2020-05-18T00:05:00Z,1,630403,630527,630533,125,1554221,16177900478,9.250426966395231,0.07671431540302183,1.0,0.8296296296296296
UFCP-1,primary,2020-05-17T00:00:00Z,2020-05-19T00:00:00Z,2020-05-19T00:05:00Z,2020-05-20T00:05:00Z,-1,630654,630755,630761,102,1275315,10065014834,8.97362760497306,0.0059444137330777105,0.9854014598540146,0.19708029197080293
UFCP-1,primary,2020-05-18T00:00:00Z,2020-05-20T00:00:00Z,2020-05-20T00:05:00Z,2020-05-21T00:05:00Z,-1,630756,630883,630889,128,1565854,16390960993,9.25605394084482,-0.014389591877659091,1.0,0.11594202898550725
UFCP-1,primary,2020-05-20T00:00:00Z,2020-05-22T00:00:00Z,2020-05-22T00:05:00Z,2020-05-23T00:05:00Z,1,630999,631113,631119,115,1448923,19228599464,9.49333348331536,0.059448983831438935,1.0,0.75
UFCP-1,primary,2020-05-22T00:00:00Z,2020-05-24T00:00:00Z,2020-05-24T00:05:00Z,2020-05-25T00:05:00Z,1,631245,631355,631361,111,1425593,15863953474,9.31721686988239,0.07432205405048986,0.9788732394366197,0.823943661971831
UFCP-1,primary,2020-05-23T00:00:00Z,2020-05-25T00:00:00Z,2020-05-25T00:05:00Z,2020-05-26T00:05:00Z,-1,631356,631474,631480,119,1451888,10803281588,8.914740439258441,-0.008427647311638363,0.9440559440559441,0.13986013986013987
UFCP-1,primary,2020-05-24T00:00:00Z,2020-05-26T00:00:00Z,2020-05-26T00:05:00Z,2020-05-27T00:05:00Z,-1,631475,631590,631596,116,1376368,7343623594,8.582139531831096,-0.14139387140648432,0.8819444444444444,0.013888888888888888
UFCP-1,primary,2020-05-25T00:00:00Z,2020-05-27T00:00:00Z,2020-05-27T00:05:00Z,2020-05-28T00:05:00Z,-1,631591,631715,631721,125,1502330,9237630560,8.72402346258362,-0.03680948926001611,0.896551724137931,0.07586206896551724
UFCP-1,primary,2020-05-27T00:00:00Z,2020-05-29T00:00:00Z,2020-05-29T00:05:00Z,2020-05-30T00:05:00Z,-1,631840,631977,631983,138,1634889,7789905605,8.469009109196762,-0.036723594078864066,0.8299319727891157,0.08163265306122448
UFCP-1,primary,2020-05-29T00:00:00Z,2020-05-31T00:00:00Z,2020-05-31T00:05:00Z,2020-06-01T00:05:00Z,-1,632109,632235,632241,127,1525489,9410951218,8.727314298938678,0.011669045138968553,0.8993288590604027,0.2483221476510067
UFCP-1,primary,2020-05-30T00:00:00Z,2020-06-01T00:00:00Z,2020-06-01T00:05:00Z,2020-06-02T00:05:00Z,-1,632236,632391,632397,156,1705735,6843244870,8.29702119143612,-0.1173353422424937,0.7733333333333333,0.02
UFCP-1,primary,2020-05-31T00:00:00Z,2020-06-02T00:00:00Z,2020-06-02T00:05:00Z,2020-06-03T00:05:00Z,-1,632392,632541,632547,150,1410229,6102644621,8.372725398084102,-0.031588486692586806,0.8079470198675497,0.09271523178807947
UFCP-1,primary,2020-07-14T00:00:00Z,2020-07-16T00:00:00Z,2020-07-16T00:05:00Z,2020-07-17T00:05:00Z,1,639146,639289,639295,144,1788040,6295443097,8.166461284856744,0.07489317912350954,0.75,0.8888888888888888
UFCP-1,primary,2020-07-16T00:00:00Z,2020-07-18T00:00:00Z,2020-07-18T00:05:00Z,2020-07-19T00:05:00Z,1,639428,639563,639569,136,1730036,7815856789,8.415767653213635,0.07922262889327158,0.8277777777777777,0.9055555555555556
UFCP-1,primary,2020-07-17T00:00:00Z,2020-07-19T00:00:00Z,2020-07-19T00:05:00Z,2020-07-20T00:05:00Z,1,639564,639681,639687,118,1499862,7730576136,8.54756556739905,0.08153550126611649,0.8666666666666667,0.9166666666666666
UFCP-1,primary,2020-07-20T00:00:00Z,2020-07-22T00:00:00Z,2020-07-22T00:05:00Z,2020-07-23T00:05:00Z,-1,639943,640083,640089,141,1683891,7858857188,8.448289292039078,-0.005622097867379777,0.8166666666666667,0.2
UFCP-1,primary,2020-07-21T00:00:00Z,2020-07-23T00:00:00Z,2020-07-23T00:05:00Z,2020-07-24T00:05:00Z,1,640084,640208,640214,125,1593424,10228349837,8.767033379696322,0.08517632469449438,0.9277777777777778,0.9333333333333333
UFCP-1,primary,2020-07-22T00:00:00Z,2020-07-24T00:00:00Z,2020-07-24T00:05:00Z,2020-07-25T00:05:00Z,1,640209,640352,640358,144,1809440,14327483781,8.976917509265528,0.07963568838977805,0.9611111111111111,0.9055555555555556
UFCP-1,primary,2020-07-23T00:00:00Z,2020-07-25T00:00:00Z,2020-07-25T00:05:00Z,2020-07-26T00:05:00Z,1,640353,640488,640494,136,1718797,13500696882,8.968871956469687,0.05668906799348614,0.95,0.7611111111111111
UFCP-1,primary,2020-07-25T00:00:00Z,2020-07-27T00:00:00Z,2020-07-27T00:05:00Z,2020-07-28T00:05:00Z,-1,640650,640791,640797,142,1689957,8904999864,8.569665095627142,-0.03869980123754628,0.8444444444444444,0.07777777777777778
UFCP-1,primary,2020-07-26T00:00:00Z,2020-07-28T00:00:00Z,2020-07-28T00:05:00Z,2020-07-29T00:05:00Z,-1,640792,640949,640955,158,1806710,7648811017,8.3507979803912,-0.1217240176896126,0.7555555555555555,0.016666666666666666
UFCP-1,primary,2020-07-28T00:00:00Z,2020-07-30T00:00:00Z,2020-07-30T00:05:00Z,2020-07-31T00:05:00Z,1,641099,641243,641249,145,1818095,18757139032,9.24154045769007,0.05351590538448211,0.9666666666666667,0.75
UFCP-1,primary,2020-07-30T00:00:00Z,2020-08-01T00:00:00Z,2020-08-01T00:05:00Z,2020-08-02T00:05:00Z,1,641392,641526,641532,135,1697520,17995866069,9.268728985254715,0.062280267684622276,0.9777777777777777,0.8222222222222222
UFCP-1,primary,2020-08-01T00:00:00Z,2020-08-03T00:00:00Z,2020-08-03T00:05:00Z,2020-08-04T00:05:00Z,-1,641680,641816,641822,137,1674534,12824563386,8.943582707868337,-0.001459510526510659,0.9222222222222223,0.22777777777777777
UFCP-1,primary,2020-08-02T00:00:00Z,2020-08-04T00:00:00Z,2020-08-04T00:05:00Z,2020-08-05T00:05:00Z,-1,641817,641957,641963,141,1692272,10663995761,8.748556459587567,-0.04410283925988257,0.8722222222222222,0.07222222222222222
UFCP-1,primary,2020-08-03T00:00:00Z,2020-08-05T00:00:00Z,2020-08-05T00:05:00Z,2020-08-06T00:05:00Z,-1,641958,642119,642125,162,1932812,13016320882,8.814983364135392,-0.04679917136276058,0.8944444444444445,0.07222222222222222
UFCP-1,primary,2020-08-07T00:00:00Z,2020-08-09T00:00:00Z,2020-08-09T00:05:00Z,2020-08-10T00:05:00Z,-1,642550,642701,642707,152,1871317,13720910291,8.900033785765547,-0.01403770713353216,0.9,0.17222222222222222
UFCP-1,primary,2020-08-10T00:00:00Z,2020-08-12T00:00:00Z,2020-08-12T00:05:00Z,2020-08-13T00:05:00Z,1,643000,643136,643142,137,1667917,13366613370,8.988939794830177,0.0592049844206876,0.9277777777777778,0.7833333333333333
UFCP-1,primary,2020-08-13T00:00:00Z,2020-08-15T00:00:00Z,2020-08-15T00:05:00Z,2020-08-16T00:05:00Z,1,643448,643594,643600,147,1727881,10906392380,8.750208550929568,0.060901763489499564,0.8333333333333334,0.8111111111111111
UFCP-1,primary,2020-08-18T00:00:00Z,2020-08-20T00:00:00Z,2020-08-20T00:05:00Z,2020-08-21T00:05:00Z,1,644195,644334,644340,140,1757527,15812712801,9.104661795834243,0.08328236209173458,0.9333333333333333,0.9222222222222223
UFCP-1,primary,2020-08-19T00:00:00Z,2020-08-21T00:00:00Z,2020-08-21T00:05:00Z,2020-08-22T00:05:00Z,1,644335,644472,644478,138,1743936,14758221747,9.043410985485176,0.07858086535285698,0.9222222222222223,0.8888888888888888
UFCP-1,primary,2020-08-21T00:00:00Z,2020-08-23T00:00:00Z,2020-08-23T00:05:00Z,2020-08-24T00:05:00Z,-1,644619,644773,644779,155,1854125,13610850768,8.901209717537153,-0.04024701678689409,0.8722222222222222,0.1
UFCP-1,primary,2020-08-27T00:00:00Z,2020-08-29T00:00:00Z,2020-08-29T00:05:00Z,2020-08-30T00:05:00Z,1,645486,645614,645620,129,1662211,12289984729,8.908391316153963,0.10887847571698178,0.8722222222222222,0.9888888888888889
UFCP-1,primary,2020-09-01T00:00:00Z,2020-09-03T00:00:00Z,2020-09-03T00:05:00Z,2020-09-04T00:05:00Z,1,646201,646354,646360,154,1945390,12593549409,8.77547753907195,0.07789389274130123,0.8277777777777777,0.8944444444444445
UFCP-1,primary,2020-09-03T00:00:00Z,2020-09-05T00:00:00Z,2020-09-05T00:05:00Z,2020-09-06T00:05:00Z,1,646499,646627,646633,129,1668319,13431577789,8.993547232390588,0.08188302117280928,0.9166666666666666,0.9222222222222223
UFCP-1,primary,2020-10-01T00:00:00Z,2020-10-03T00:00:00Z,2020-10-03T00:05:00Z,2020-10-04T00:05:00Z,1,650732,650855,650861,124,1610713,10203192869,8.753779038555432,0.08959820899191849,0.7777777777777778,0.9888888888888889
UFCP-1,primary,2020-10-02T00:00:00Z,2020-10-04T00:00:00Z,2020-10-04T00:05:00Z,2020-10-05T00:05:00Z,1,650856,650991,650997,136,1702203,12251219145,8.881457438577431,0.059192117508898766,0.8333333333333334,0.8
UFCP-1,primary,2020-10-06T00:00:00Z,2020-10-08T00:00:00Z,2020-10-08T00:05:00Z,2020-10-09T00:05:00Z,1,651441,651570,651576,130,1674954,11331139880,8.81952425398555,0.06992430836906566,0.8111111111111111,0.8722222222222222
UFCP-1,primary,2020-10-21T00:00:00Z,2020-10-23T00:00:00Z,2020-10-23T00:05:00Z,2020-10-24T00:05:00Z,1,653625,653754,653760,130,1667241,11664309349,8.85311881118237,0.053605327604107626,0.8222222222222222,0.7777777777777778
UFCP-1,primary,2020-10-22T00:00:00Z,2020-10-24T00:00:00Z,2020-10-24T00:05:00Z,2020-10-25T00:05:00Z,1,653755,653891,653897,137,1758854,16697812487,9.158370540417595,0.08379433426537962,0.9388888888888889,0.9722222222222222
UFCP-1,primary,2020-10-23T00:00:00Z,2020-10-25T00:00:00Z,2020-10-25T00:05:00Z,2020-10-26T00:05:00Z,1,653892,654022,654028,131,1699258,14401814194,9.044917778130083,0.08096239652836709,0.9111111111111111,0.9444444444444444
UFCP-1,primary,2020-10-27T00:00:00Z,2020-10-29T00:00:00Z,2020-10-29T00:05:00Z,2020-10-30T00:05:00Z,1,654402,654500,654506,99,1312120,19223520467,9.592245682854715,0.13576959424442886,1.0,1.0
UFCP-1,primary,2020-10-28T00:00:00Z,2020-10-30T00:00:00Z,2020-10-30T00:05:00Z,2020-10-31T00:05:00Z,1,654501,654600,654606,100,1335716,22666214815,9.739163282992164,0.1443136115761135,1.0,1.0
UFCP-1,primary,2020-10-29T00:00:00Z,2020-10-31T00:00:00Z,2020-10-31T00:05:00Z,2020-11-01T00:05:00Z,1,654601,654708,654714,108,1450644,25923173259,9.790884972325149,0.13023043558585015,1.0,0.9888888888888889
UFCP-1,primary,2020-10-30T00:00:00Z,2020-11-01T00:00:00Z,2020-11-01T00:05:00Z,2020-11-02T00:05:00Z,1,654709,654819,654825,111,1469792,26234694254,9.789717127746318,0.10305811978837821,0.9944444444444445,0.9777777777777777
UFCP-1,primary,2020-10-31T00:00:00Z,2020-11-02T00:00:00Z,2020-11-02T00:05:00Z,2020-11-03T00:05:00Z,1,654820,654932,654938,113,1465324,26403799985,9.799186839175738,0.0808763113140848,1.0,0.9166666666666666
UFCP-1,primary,2020-11-02T00:00:00Z,2020-11-04T00:00:00Z,2020-11-04T00:05:00Z,2020-11-05T00:05:00Z,1,655058,655152,655158,95,1264712,20946858831,9.714899549365903,0.08643390748249404,0.9777777777777777,0.9666666666666667
UFCP-1,primary,2020-11-04T00:00:00Z,2020-11-06T00:00:00Z,2020-11-06T00:05:00Z,2020-11-07T00:05:00Z,-1,655293,655451,655457,159,1942273,20503254149,9.264479954790234,-0.07570768887792807,0.9277777777777778,0.06666666666666667
UFCP-1,primary,2020-11-07T00:00:00Z,2020-11-09T00:00:00Z,2020-11-09T00:05:00Z,2020-11-10T00:05:00Z,-1,655752,655897,655903,146,1742847,13523436243,8.956659494294152,-0.11254745826799484,0.8,0.027777777777777776
UFCP-1,primary,2020-12-01T00:00:00Z,2020-12-03T00:00:00Z,2020-12-03T00:05:00Z,2020-12-04T00:05:00Z,1,659399,659550,659556,152,1961964,14530838285,8.91008243594213,0.07704218833780845,0.8222222222222222,0.8722222222222222
UFCP-1,primary,2020-12-02T00:00:00Z,2020-12-04T00:00:00Z,2020-12-04T00:05:00Z,2020-12-05T00:05:00Z,1,659551,659681,659687,131,1709284,13145675736,8.947773572777589,0.11227391118152397,0.8333333333333334,0.9833333333333333
UFCP-1,primary,2020-12-17T00:00:00Z,2020-12-19T00:00:00Z,2020-12-19T00:05:00Z,2020-12-20T00:05:00Z,1,661680,661808,661814,129,1706864,16299271891,9.164217947834096,0.09437541596752876,0.9166666666666666,0.9666666666666667
UFCP-1,primary,2020-12-18T00:00:00Z,2020-12-20T00:00:00Z,2020-12-20T00:05:00Z,2020-12-21T00:05:00Z,1,661809,661965,661971,157,2003202,19547135264,9.185837120539942,0.0772243637935665,0.9222222222222223,0.8611111111111112
UFCP-1,primary,2020-12-21T00:00:00Z,2020-12-23T00:00:00Z,2020-12-23T00:05:00Z,2020-12-24T00:05:00Z,-1,662275,662410,662416,136,1674039,13856269222,9.021253791320742,-0.04292193909460891,0.8611111111111112,0.13333333333333333
UFCP-1,primary,2021-01-14T00:00:00Z,2021-01-16T00:00:00Z,2021-01-16T00:05:00Z,2021-01-17T00:05:00Z,1,665946,666092,666098,147,1890283,14141282766,8.920127100977119,0.0572988277416662,0.7944444444444444,0.7555555555555555
UFCP-1,primary,2021-01-29T00:00:00Z,2021-01-31T00:00:00Z,2021-01-31T00:05:00Z,2021-02-01T00:05:00Z,1,668116,668267,668273,152,2011115,16742570567,9.02702059598244,0.1015073727757985,0.8777777777777778,0.9611111111111111
UFCP-1,primary,2021-01-30T00:00:00Z,2021-02-01T00:00:00Z,2021-02-01T00:05:00Z,2021-02-02T00:05:00Z,1,668268,668403,668409,136,1779507,13846341880,8.95943999289121,0.06834870556845239,0.8444444444444444,0.7888888888888889
UFCP-1,primary,2021-02-01T00:00:00Z,2021-02-03T00:00:00Z,2021-02-03T00:05:00Z,2021-02-04T00:05:00Z,1,668548,668666,668672,119,1600199,12771187911,8.984818971759223,0.1149813241978029,0.85,0.9833333333333333
UFCP-1,primary,2021-02-02T00:00:00Z,2021-02-04T00:00:00Z,2021-02-04T00:05:00Z,2021-02-05T00:05:00Z,1,668667,668819,668825,153,2028555,14860584530,8.899143936371367,0.09216560556652395,0.7777777777777778,0.9444444444444444
UFCP-1,primary,2021-02-04T00:00:00Z,2021-02-06T00:00:00Z,2021-02-06T00:05:00Z,2021-02-07T00:05:00Z,1,668970,669129,669135,160,2091127,16688621843,8.984779284337991,0.08033419299736458,0.8555555555555555,0.8722222222222222
UFCP-1,primary,2021-02-09T00:00:00Z,2021-02-11T00:00:00Z,2021-02-11T00:05:00Z,2021-02-12T00:05:00Z,1,669776,669918,669924,143,1950835,19639438398,9.217037500642892,0.14991683048540752,0.9388888888888889,1.0
UFCP-1,primary,2021-02-10T00:00:00Z,2021-02-12T00:00:00Z,2021-02-12T00:05:00Z,2021-02-13T00:05:00Z,1,669919,670061,670067,143,1922837,16816327939,9.076303894908705,0.11838496970882087,0.9,0.9777777777777777
UFCP-1,primary,2021-02-11T00:00:00Z,2021-02-13T00:00:00Z,2021-02-13T00:05:00Z,2021-02-14T00:05:00Z,1,670062,670190,670196,129,1719616,18534915975,9.285310572173088,0.149277513119208,0.9444444444444444,0.9944444444444445
UFCP-1,primary,2021-02-12T00:00:00Z,2021-02-14T00:00:00Z,2021-02-14T00:05:00Z,2021-02-15T00:05:00Z,1,670191,670332,670338,142,1897130,20239953166,9.275071591604343,0.13418795759911023,0.9388888888888889,0.9777777777777777
UFCP-1,primary,2021-02-16T00:00:00Z,2021-02-18T00:00:00Z,2021-02-18T00:05:00Z,2021-02-19T00:05:00Z,1,670790,670910,670916,121,1647779,12002466217,8.89343910518446,0.13215061000291908,0.7722222222222223,0.9722222222222222
UFCP-1,primary,2021-02-17T00:00:00Z,2021-02-19T00:00:00Z,2021-02-19T00:05:00Z,2021-02-20T00:05:00Z,1,670911,671048,671054,138,1851523,14162327207,8.942332160865815,0.11036157800902284,0.8277777777777777,0.9444444444444444
UFCP-1,primary,2021-02-18T00:00:00Z,2021-02-20T00:00:00Z,2021-02-20T00:05:00Z,2021-02-21T00:05:00Z,1,671049,671185,671191,137,1840186,14775229392,8.990840714370583,0.10893464030266506,0.8611111111111112,0.9388888888888889
UFCP-1,primary,2021-02-19T00:00:00Z,2021-02-21T00:00:00Z,2021-02-21T00:05:00Z,2021-02-22T00:05:00Z,1,671186,671338,671344,153,2031318,16080575280,8.976682474753762,0.09171483736175232,0.8444444444444444,0.9
UFCP-1,primary,2021-02-20T00:00:00Z,2021-02-22T00:00:00Z,2021-02-22T00:05:00Z,2021-02-23T00:05:00Z,1,671339,671484,671490,146,1926180,14782061349,8.945630886633587,0.07378126654829767,0.8166666666666667,0.7722222222222223
UFCP-1,primary,2021-02-23T00:00:00Z,2021-02-25T00:00:00Z,2021-02-25T00:05:00Z,2021-02-26T00:05:00Z,1,671759,671885,671891,127,1737502,18330218417,9.263857807048533,0.13884991211520908,0.9277777777777778,0.9833333333333333
UFCP-1,primary,2021-02-24T00:00:00Z,2021-02-26T00:00:00Z,2021-02-26T00:05:00Z,2021-02-27T00:05:00Z,1,671886,672044,672050,159,2067461,18953161494,9.123404745675638,0.07607737219710553,0.9,0.8
UFCP-1,primary,2021-02-26T00:00:00Z,2021-02-28T00:00:00Z,2021-02-28T00:05:00Z,2021-03-01T00:05:00Z,1,672201,672339,672345,139,1850483,14887842397,8.992853526262362,0.11269436141807301,0.85,0.9444444444444444
UFCP-1,primary,2021-04-14T00:00:00Z,2021-04-16T00:00:00Z,2021-04-16T00:05:00Z,2021-04-17T00:05:00Z,1,679116,679250,679256,135,1850827,13618493500,8.903551397957443,0.14042641478647114,0.7611111111111111,0.9833333333333333
UFCP-1,primary,2021-04-16T00:00:00Z,2021-04-18T00:00:00Z,2021-04-18T00:05:00Z,2021-04-19T00:05:00Z,1,679423,679525,679531,103,1491865,14032071554,9.14907379882927,0.21161231076538425,0.9,1.0
UFCP-1,primary,2021-04-17T00:00:00Z,2021-04-19T00:00:00Z,2021-04-19T00:05:00Z,2021-04-20T00:05:00Z,1,679526,679616,679622,91,1301137,16357372065,9.439195467931427,0.14870763032639914,0.95,0.9833333333333333
UFCP-1,primary,2021-04-18T00:00:00Z,2021-04-20T00:00:00Z,2021-04-20T00:05:00Z,2021-04-21T00:05:00Z,1,679617,679740,679746,124,1684011,21473000400,9.453373181729868,0.112065182472086,0.9555555555555556,0.9111111111111111
UFCP-1,primary,2021-04-19T00:00:00Z,2021-04-21T00:00:00Z,2021-04-21T00:05:00Z,2021-04-22T00:05:00Z,1,679741,679837,679843,97,1389888,21581663228,9.650376140145402,0.1942214048901782,0.9666666666666667,0.9944444444444445
UFCP-1,primary,2021-04-20T00:00:00Z,2021-04-22T00:00:00Z,2021-04-22T00:05:00Z,2021-04-23T00:05:00Z,1,679838,679965,679971,128,1793452,30182822747,9.73088600401241,0.14033272147790965,0.9777777777777777,0.9611111111111111
UFCP-1,primary,2021-04-21T00:00:00Z,2021-04-23T00:00:00Z,2021-04-23T00:05:00Z,2021-04-24T00:05:00Z,1,679966,680066,680072,101,1463686,25576779687,9.768482263717747,0.19764075081677354,0.9833333333333333,0.9944444444444445
UFCP-1,primary,2021-04-23T00:00:00Z,2021-04-25T00:00:00Z,2021-04-25T00:05:00Z,2021-04-26T00:05:00Z,1,680210,680344,680350,135,1819075,26968675317,9.604103167887983,0.08362436952846913,0.9444444444444444,0.7777777777777778
UFCP-1,primary,2021-04-24T00:00:00Z,2021-04-26T00:00:00Z,2021-04-26T00:05:00Z,2021-04-27T00:05:00Z,-1,680345,680489,680495,145,1835989,16840089535,9.123934303692462,-0.020239228012804,0.8611111111111112,0.2222222222222222
UFCP-1,primary,2021-04-26T00:00:00Z,2021-04-28T00:00:00Z,2021-04-28T00:05:00Z,2021-04-29T00:05:00Z,1,680631,680744,680750,114,1533631,16775160734,9.3000164171317,0.08881993126117038,0.9111111111111111,0.8111111111111111
UFCP-1,primary,2021-05-19T00:00:00Z,2021-05-21T00:00:00Z,2021-05-21T00:05:00Z,2021-05-22T00:05:00Z,1,684129,684253,684259,125,1670179,12272468289,8.902182875708323,0.09366121834845247,0.7666666666666667,0.8388888888888889
UFCP-1,primary,2021-05-20T00:00:00Z,2021-05-22T00:00:00Z,2021-05-22T00:05:00Z,2021-05-23T00:05:00Z,1,684254,684365,684371,112,1511739,13247635443,9.078313714547585,0.12675666897526625,0.8944444444444445,0.9388888888888889
UFCP-1,primary,2021-05-21T00:00:00Z,2021-05-23T00:00:00Z,2021-05-23T00:05:00Z,2021-05-24T00:05:00Z,1,684366,684475,684481,110,1506840,13101122920,9.070438481792806,0.13619893286613044,0.8833333333333333,0.95
UFCP-1,primary,2021-12-05T00:00:00Z,2021-12-07T00:00:00Z,2021-12-07T00:05:00Z,2021-12-08T00:05:00Z,-1,712626,712791,712797,166,1741677,2184550986,7.134317145834314,-0.15108254860114706,0.7611111111111111,0.005555555555555556
UFCP-1,primary,2022-02-10T00:00:00Z,2022-02-12T00:00:00Z,2022-02-12T00:05:00Z,2022-02-13T00:05:00Z,-1,722547,722693,722699,147,1886260,1958059812,6.94511333751128,-0.07711980320846543,0.9166666666666666,0.03333333333333333
UFCP-1,primary,2022-02-11T00:00:00Z,2022-02-13T00:00:00Z,2022-02-13T00:05:00Z,2022-02-14T00:05:00Z,-1,722694,722835,722841,142,1833046,1674292024,6.817166618654686,-0.06747893942650648,0.7555555555555555,0.06111111111111111
UFCP-1,primary,2022-03-01T00:00:00Z,2022-03-03T00:00:00Z,2022-03-03T00:05:00Z,2022-03-04T00:05:00Z,-1,725355,725516,725522,162,1936868,1943038347,6.910935949673694,-0.037846667919548466,0.8944444444444445,0.12222222222222222
UFCP-1,primary,2022-03-02T00:00:00Z,2022-03-04T00:00:00Z,2022-03-04T00:05:00Z,2022-03-05T00:05:00Z,-1,725517,725652,725658,136,1943503,2926598148,7.317103970926045,-0.03335677897075538,1.0,0.14444444444444443
UFCP-1,primary,2022-05-05T00:00:00Z,2022-05-07T00:00:00Z,2022-05-07T00:05:00Z,2022-05-08T00:05:00Z,-1,734938,735094,735100,157,2102487,2234075054,6.968461645574222,-0.04051630283564179,0.9722222222222222,0.08333333333333333
UFCP-1,primary,2022-05-06T00:00:00Z,2022-05-08T00:00:00Z,2022-05-08T00:05:00Z,2022-05-09T00:05:00Z,-1,735095,735236,735242,142,1942493,1696160697,6.772150362803348,-0.020059274344875373,0.8666666666666667,0.16111111111111112
UFCP-1,primary,2022-05-09T00:00:00Z,2022-05-11T00:00:00Z,2022-05-11T00:05:00Z,2022-05-12T00:05:00Z,-1,735535,735689,735695,155,1825753,1978760376,6.988233350218863,0.0017576309610336119,0.9777777777777777,0.2111111111111111
UFCP-1,primary,2022-05-10T00:00:00Z,2022-05-12T00:00:00Z,2022-05-12T00:05:00Z,2022-05-13T00:05:00Z,1,735690,735842,735848,153,1743703,1744095646,6.907980433035745,0.06889992160362171,0.9388888888888889,0.8388888888888889
UFCP-1,primary,2022-05-12T00:00:00Z,2022-05-14T00:00:00Z,2022-05-14T00:05:00Z,2022-05-15T00:05:00Z,-1,735988,736122,736128,135,1876194,2965948913,7.365707041590562,0.007503488445224748,1.0,0.25
UFCP-1,primary,2022-05-13T00:00:00Z,2022-05-15T00:00:00Z,2022-05-15T00:05:00Z,2022-05-16T00:05:00Z,-1,736123,736274,736280,152,1951902,3153911849,7.387594536366136,-0.022704008705355085,1.0,0.12777777777777777
UFCP-1,primary,2022-05-14T00:00:00Z,2022-05-16T00:00:00Z,2022-05-16T00:05:00Z,2022-05-17T00:05:00Z,-1,736275,736415,736421,141,1928737,2559953044,7.190878810562025,-0.018111852471332276,0.9833333333333333,0.16666666666666666
UFCP-1,primary,2022-05-15T00:00:00Z,2022-05-17T00:00:00Z,2022-05-17T00:05:00Z,2022-05-18T00:05:00Z,-1,736416,736537,736543,122,1720330,1628600921,6.852960461661652,-0.09210093412310429,0.9,0.011111111111111112
UFCP-1,primary,2022-05-16T00:00:00Z,2022-05-18T00:00:00Z,2022-05-18T00:05:00Z,2022-05-19T00:05:00Z,-1,736538,736701,736707,164,2025550,2101381275,6.9445088888699615,-0.14908148404137148,0.9222222222222223,0.011111111111111112
UFCP-1,primary,2022-05-17T00:00:00Z,2022-05-19T00:00:00Z,2022-05-19T00:05:00Z,2022-05-20T00:05:00Z,-1,736702,736848,736854,147,1924308,1891124613,6.8903605418332265,-0.073964251045051,0.9055555555555556,0.03888888888888889
UFCP-1,primary,2022-05-20T00:00:00Z,2022-05-22T00:00:00Z,2022-05-22T00:05:00Z,2022-05-23T00:05:00Z,-1,737105,737232,737238,128,1765839,1710025308,6.875637517839251,-0.0031605372856755346,0.8888888888888888,0.2
UFCP-1,primary,2022-05-23T00:00:00Z,2022-05-25T00:00:00Z,2022-05-25T00:05:00Z,2022-05-26T00:05:00Z,-1,737490,737649,737655,160,1687736,1582669136,6.843480041458079,-0.017096275720847338,0.8611111111111112,0.17777777777777778
UFCP-1,primary,2022-05-24T00:00:00Z,2022-05-26T00:00:00Z,2022-05-26T00:05:00Z,2022-05-27T00:05:00Z,1,737650,737769,737775,120,1457237,1617041235,7.011811183188555,0.06150200688014373,0.9555555555555556,0.7944444444444444
