setup_position,signal_position,entry_position,exit_position,setup_date,signal_date,entry_date,exit_date,side,branch,hold_bars
269226,269227,269228,269240,2022-07-23 19:30:00,2022-07-23 19:35:00,2022-07-23 19:40:00,2022-07-23 20:40:00,-1,lvrt_r0,12
269279,269280,269281,269293,2022-07-23 23:55:00,2022-07-24 00:00:00,2022-07-24 00:05:00,2022-07-24 01:05:00,1,lvrt_r0,12
269323,269324,269325,269337,2022-07-24 03:35:00,2022-07-24 03:40:00,2022-07-24 03:45:00,2022-07-24 04:45:00,1,lvrt_r0,12
269538,269539,269540,269552,2022-07-24 21:30:00,2022-07-24 21:35:00,2022-07-24 21:40:00,2022-07-24 22:40:00,-1,lvrt_r0,12
270749,270750,270751,270763,2022-07-29 02:25:00,2022-07-29 02:30:00,2022-07-29 02:35:00,2022-07-29 03:35:00,-1,lvrt_r0,12
270824,270825,270826,270838,2022-07-29 08:40:00,2022-07-29 08:45:00,2022-07-29 08:50:00,2022-07-29 09:50:00,-1,lvrt_r0,12
270961,270962,270963,270975,2022-07-29 20:05:00,2022-07-29 20:10:00,2022-07-29 20:15:00,2022-07-29 21:15:00,-1,lvrt_r0,12
271001,271002,271003,271015,2022-07-29 23:25:00,2022-07-29 23:30:00,2022-07-29 23:35:00,2022-07-30 00:35:00,-1,lvrt_r0,12
271427,271428,271429,271441,2022-07-31 10:55:00,2022-07-31 11:00:00,2022-07-31 11:05:00,2022-07-31 12:05:00,-1,lvrt_r0,12
271651,271652,271653,271665,2022-08-01 05:35:00,2022-08-01 05:40:00,2022-08-01 05:45:00,2022-08-01 06:45:00,-1,lvrt_r0,12
271894,271895,271896,271908,2022-08-02 01:50:00,2022-08-02 01:55:00,2022-08-02 02:00:00,2022-08-02 03:00:00,1,lvrt_r0,12
272093,272094,272095,272107,2022-08-02 18:25:00,2022-08-02 18:30:00,2022-08-02 18:35:00,2022-08-02 19:35:00,1,lvrt_r0,12
272203,272204,272205,272217,2022-08-03 03:35:00,2022-08-03 03:40:00,2022-08-03 03:45:00,2022-08-03 04:45:00,1,lvrt_r0,12
272713,272714,272715,272727,2022-08-04 22:05:00,2022-08-04 22:10:00,2022-08-04 22:15:00,2022-08-04 23:15:00,-1,lvrt_r0,12
272955,272956,272957,272969,2022-08-05 18:15:00,2022-08-05 18:20:00,2022-08-05 18:25:00,2022-08-05 19:25:00,-1,lvrt_r0,12
273010,273011,273012,273024,2022-08-05 22:50:00,2022-08-05 22:55:00,2022-08-05 23:00:00,2022-08-06 00:00:00,-1,lvrt_r0,12
273089,273090,273091,273103,2022-08-06 05:25:00,2022-08-06 05:30:00,2022-08-06 05:35:00,2022-08-06 06:35:00,1,lvrt_r0,12
273288,273289,273290,273302,2022-08-06 22:00:00,2022-08-06 22:05:00,2022-08-06 22:10:00,2022-08-06 23:10:00,-1,lvrt_r0,12
273300,273301,273302,273314,2022-08-06 23:00:00,2022-08-06 23:05:00,2022-08-06 23:10:00,2022-08-07 00:10:00,1,lvrt_r0,12
273355,273356,273357,273369,2022-08-07 03:35:00,2022-08-07 03:40:00,2022-08-07 03:45:00,2022-08-07 04:45:00,1,lvrt_r0,12
273838,273839,273840,273852,2022-08-08 19:50:00,2022-08-08 19:55:00,2022-08-08 20:00:00,2022-08-08 21:00:00,1,lvrt_r0,12
273904,273905,273906,273918,2022-08-09 01:20:00,2022-08-09 01:25:00,2022-08-09 01:30:00,2022-08-09 02:30:00,-1,lvrt_r0,12
273983,273984,273985,273997,2022-08-09 07:55:00,2022-08-09 08:00:00,2022-08-09 08:05:00,2022-08-09 09:05:00,-1,lvrt_r0,12
274118,274119,274120,274132,2022-08-09 19:10:00,2022-08-09 19:15:00,2022-08-09 19:20:00,2022-08-09 20:20:00,1,lvrt_r0,12
274138,274139,274140,274152,2022-08-09 20:50:00,2022-08-09 20:55:00,2022-08-09 21:00:00,2022-08-09 22:00:00,-1,lvrt_r0,12
275292,275293,275294,275306,2022-08-13 21:00:00,2022-08-13 21:05:00,2022-08-13 21:10:00,2022-08-13 22:10:00,-1,lvrt_r0,12
275305,275306,275307,275319,2022-08-13 22:05:00,2022-08-13 22:10:00,2022-08-13 22:15:00,2022-08-13 23:15:00,-1,lvrt_r0,12
275599,275600,275601,275613,2022-08-14 22:35:00,2022-08-14 22:40:00,2022-08-14 22:45:00,2022-08-14 23:45:00,-1,lvrt_r0,12
275785,275786,275787,275799,2022-08-15 14:05:00,2022-08-15 14:10:00,2022-08-15 14:15:00,2022-08-15 15:15:00,-1,lvrt_r0,12
276184,276185,276186,276198,2022-08-16 23:20:00,2022-08-16 23:25:00,2022-08-16 23:30:00,2022-08-17 00:30:00,-1,lvrt_r0,12
276471,276472,276473,276485,2022-08-17 23:15:00,2022-08-17 23:20:00,2022-08-17 23:25:00,2022-08-18 00:25:00,1,lvrt_r0,12
276497,276498,276499,276511,2022-08-18 01:25:00,2022-08-18 01:30:00,2022-08-18 01:35:00,2022-08-18 02:35:00,-1,lvrt_r0,12
276744,276745,276746,276758,2022-08-18 22:00:00,2022-08-18 22:05:00,2022-08-18 22:10:00,2022-08-18 23:10:00,1,lvrt_r0,12
276757,276758,276759,276771,2022-08-18 23:05:00,2022-08-18 23:10:00,2022-08-18 23:15:00,2022-08-19 00:15:00,-1,lvrt_r0,12
277029,277030,277031,277043,2022-08-19 21:45:00,2022-08-19 21:50:00,2022-08-19 21:55:00,2022-08-19 22:55:00,1,lvrt_r0,12
277357,277358,277359,277371,2022-08-21 01:05:00,2022-08-21 01:10:00,2022-08-21 01:15:00,2022-08-21 02:15:00,-1,lvrt_r0,12
277397,277398,277399,277411,2022-08-21 04:25:00,2022-08-21 04:30:00,2022-08-21 04:35:00,2022-08-21 05:35:00,-1,lvrt_r0,12
277426,277427,277428,277440,2022-08-21 06:50:00,2022-08-21 06:55:00,2022-08-21 07:00:00,2022-08-21 08:00:00,1,lvrt_r0,12
277598,277599,277600,277612,2022-08-21 21:10:00,2022-08-21 21:15:00,2022-08-21 21:20:00,2022-08-21 22:20:00,-1,lvrt_r0,12
277634,277635,277636,277648,2022-08-22 00:10:00,2022-08-22 00:15:00,2022-08-22 00:20:00,2022-08-22 01:20:00,1,lvrt_r0,12
277698,277699,277700,277712,2022-08-22 05:30:00,2022-08-22 05:35:00,2022-08-22 05:40:00,2022-08-22 06:40:00,1,lvrt_r0,12
278184,278185,278186,278198,2022-08-23 22:00:00,2022-08-23 22:05:00,2022-08-23 22:10:00,2022-08-23 23:10:00,-1,lvrt_r0,12
278738,278739,278740,278752,2022-08-25 20:10:00,2022-08-25 20:15:00,2022-08-25 20:20:00,2022-08-25 21:20:00,1,lvrt_r0,12
278762,278763,278764,278776,2022-08-25 22:10:00,2022-08-25 22:15:00,2022-08-25 22:20:00,2022-08-25 23:20:00,1,lvrt_r0,12
278830,278831,278832,278844,2022-08-26 03:50:00,2022-08-26 03:55:00,2022-08-26 04:00:00,2022-08-26 05:00:00,-1,lvrt_r0,12
279052,279053,279054,279066,2022-08-26 22:20:00,2022-08-26 22:25:00,2022-08-26 22:30:00,2022-08-26 23:30:00,-1,lvrt_r0,12
279245,279246,279247,279259,2022-08-27 14:25:00,2022-08-27 14:30:00,2022-08-27 14:35:00,2022-08-27 15:35:00,-1,lvrt_r0,12
279384,279385,279386,279398,2022-08-28 02:00:00,2022-08-28 02:05:00,2022-08-28 02:10:00,2022-08-28 03:10:00,-1,lvrt_r0,12
279409,279410,279411,279423,2022-08-28 04:05:00,2022-08-28 04:10:00,2022-08-28 04:15:00,2022-08-28 05:15:00,1,lvrt_r0,12
279424,279425,279426,279438,2022-08-28 05:20:00,2022-08-28 05:25:00,2022-08-28 05:30:00,2022-08-28 06:30:00,1,lvrt_r0,12
279632,279633,279634,279646,2022-08-28 22:40:00,2022-08-28 22:45:00,2022-08-28 22:50:00,2022-08-28 23:50:00,-1,lvrt_r0,12
279915,279916,279917,279929,2022-08-29 22:15:00,2022-08-29 22:20:00,2022-08-29 22:25:00,2022-08-29 23:25:00,1,lvrt_r0,12
280679,280680,280681,280693,2022-09-01 13:55:00,2022-09-01 14:00:00,2022-09-01 14:05:00,2022-09-01 15:05:00,-1,lvrt_r0,12
282645,282646,282647,282659,2022-09-08 09:45:00,2022-09-08 09:50:00,2022-09-08 09:55:00,2022-09-08 10:55:00,1,lvrt_r0,12
282732,282733,282734,282746,2022-09-08 17:00:00,2022-09-08 17:05:00,2022-09-08 17:10:00,2022-09-08 18:10:00,1,lvrt_r0,12
283081,283082,283083,283095,2022-09-09 22:05:00,2022-09-09 22:10:00,2022-09-09 22:15:00,2022-09-09 23:15:00,-1,lvrt_r0,12
285098,285099,285100,285112,2022-09-16 22:10:00,2022-09-16 22:15:00,2022-09-16 22:20:00,2022-09-16 23:20:00,1,lvrt_r0,12
285453,285454,285455,285467,2022-09-18 03:45:00,2022-09-18 03:50:00,2022-09-18 03:55:00,2022-09-18 04:55:00,1,lvrt_r0,12
289544,289545,289546,289558,2022-10-02 08:40:00,2022-10-02 08:45:00,2022-10-02 08:50:00,2022-10-02 09:50:00,1,lvrt_r0,12
290814,290815,290816,290828,2022-10-06 18:30:00,2022-10-06 18:35:00,2022-10-06 18:40:00,2022-10-06 19:40:00,1,lvrt_r0,12
291215,291216,291217,291229,2022-10-08 03:55:00,2022-10-08 04:00:00,2022-10-08 04:05:00,2022-10-08 05:05:00,1,lvrt_r0,12
291274,291275,291276,291288,2022-10-08 08:50:00,2022-10-08 08:55:00,2022-10-08 09:00:00,2022-10-08 10:00:00,1,lvrt_r0,12
291826,291827,291828,291840,2022-10-10 06:50:00,2022-10-10 06:55:00,2022-10-10 07:00:00,2022-10-10 08:00:00,1,lvrt_r0,12
294595,294596,294597,294609,2022-10-19 21:35:00,2022-10-19 21:40:00,2022-10-19 21:45:00,2022-10-19 22:45:00,1,lvrt_r0,12
295565,295566,295567,295579,2022-10-23 06:25:00,2022-10-23 06:30:00,2022-10-23 06:35:00,2022-10-23 07:35:00,1,lvrt_r0,12
297294,297295,297296,297308,2022-10-29 06:30:00,2022-10-29 06:35:00,2022-10-29 06:40:00,2022-10-29 07:40:00,-1,lvrt_r0,12
297376,297377,297378,297390,2022-10-29 13:20:00,2022-10-29 13:25:00,2022-10-29 13:30:00,2022-10-29 14:30:00,1,lvrt_r0,12
297569,297570,297571,297583,2022-10-30 05:25:00,2022-10-30 05:30:00,2022-10-30 05:35:00,2022-10-30 06:35:00,1,lvrt_r0,12
297718,297719,297720,297732,2022-10-30 17:50:00,2022-10-30 17:55:00,2022-10-30 18:00:00,2022-10-30 19:00:00,-1,lvrt_r0,12
298035,298036,298037,298049,2022-10-31 20:15:00,2022-10-31 20:20:00,2022-10-31 20:25:00,2022-10-31 21:25:00,1,lvrt_r0,12
298343,298344,298345,298357,2022-11-01 21:55:00,2022-11-01 22:00:00,2022-11-01 22:05:00,2022-11-01 23:05:00,1,lvrt_r0,12
298422,298423,298424,298436,2022-11-02 04:30:00,2022-11-02 04:35:00,2022-11-02 04:40:00,2022-11-02 05:40:00,-1,lvrt_r0,12
298997,298998,298999,299011,2022-11-04 04:25:00,2022-11-04 04:30:00,2022-11-04 04:35:00,2022-11-04 05:35:00,-1,lvrt_r0,12
299506,299507,299508,299520,2022-11-05 22:50:00,2022-11-05 22:55:00,2022-11-05 23:00:00,2022-11-06 00:00:00,-1,lvrt_r0,12
299736,299737,299738,299750,2022-11-06 18:00:00,2022-11-06 18:05:00,2022-11-06 18:10:00,2022-11-06 19:10:00,1,lvrt_r0,12
301192,301193,301194,301206,2022-11-11 19:20:00,2022-11-11 19:25:00,2022-11-11 19:30:00,2022-11-11 20:30:00,1,lvrt_r0,12
302484,302485,302486,302498,2022-11-16 07:00:00,2022-11-16 07:05:00,2022-11-16 07:10:00,2022-11-16 08:10:00,-1,lvrt_r0,12
302653,302654,302655,302667,2022-11-16 21:05:00,2022-11-16 21:10:00,2022-11-16 21:15:00,2022-11-16 22:15:00,-1,lvrt_r0,12
311067,311068,311069,311081,2022-12-16 02:15:00,2022-12-16 02:20:00,2022-12-16 02:25:00,2022-12-16 03:25:00,1,lvrt_r0,12
311371,311372,311373,311385,2022-12-17 03:35:00,2022-12-17 03:40:00,2022-12-17 03:45:00,2022-12-17 04:45:00,1,lvrt_r0,12
311882,311883,311884,311896,2022-12-18 22:10:00,2022-12-18 22:15:00,2022-12-18 22:20:00,2022-12-18 23:20:00,-1,lvrt_r0,12
311977,311978,311979,311991,2022-12-19 06:05:00,2022-12-19 06:10:00,2022-12-19 06:15:00,2022-12-19 07:15:00,1,lvrt_r0,12
311996,311997,311998,312010,2022-12-19 07:40:00,2022-12-19 07:45:00,2022-12-19 07:50:00,2022-12-19 08:50:00,-1,lvrt_r0,12
312058,312059,312060,312072,2022-12-19 12:50:00,2022-12-19 12:55:00,2022-12-19 13:00:00,2022-12-19 14:00:00,-1,lvrt_r0,12
312467,312468,312469,312481,2022-12-20 22:55:00,2022-12-20 23:00:00,2022-12-20 23:05:00,2022-12-21 00:05:00,1,lvrt_r0,12
312509,312510,312511,312523,2022-12-21 02:25:00,2022-12-21 02:30:00,2022-12-21 02:35:00,2022-12-21 03:35:00,-1,lvrt_r0,12
312530,312531,312532,312544,2022-12-21 04:10:00,2022-12-21 04:15:00,2022-12-21 04:20:00,2022-12-21 05:20:00,1,lvrt_r0,12
312694,312695,312696,312708,2022-12-21 17:50:00,2022-12-21 17:55:00,2022-12-21 18:00:00,2022-12-21 19:00:00,-1,lvrt_r0,12
313140,313141,313142,313154,2022-12-23 07:00:00,2022-12-23 07:05:00,2022-12-23 07:10:00,2022-12-23 08:10:00,-1,lvrt_r0,12
313161,313162,313163,313175,2022-12-23 08:45:00,2022-12-23 08:50:00,2022-12-23 08:55:00,2022-12-23 09:55:00,-1,lvrt_r0,12
313338,313339,313340,313352,2022-12-23 23:30:00,2022-12-23 23:35:00,2022-12-23 23:40:00,2022-12-24 00:40:00,1,lvrt_r0,12
313380,313381,313382,313394,2022-12-24 03:00:00,2022-12-24 03:05:00,2022-12-24 03:10:00,2022-12-24 04:10:00,1,lvrt_r0,12
313462,313463,313464,313476,2022-12-24 09:50:00,2022-12-24 09:55:00,2022-12-24 10:00:00,2022-12-24 11:00:00,-1,lvrt_r0,12
313495,313496,313497,313509,2022-12-24 12:35:00,2022-12-24 12:40:00,2022-12-24 12:45:00,2022-12-24 13:45:00,-1,lvrt_r0,12
313557,313558,313559,313571,2022-12-24 17:45:00,2022-12-24 17:50:00,2022-12-24 17:55:00,2022-12-24 18:55:00,-1,lvrt_r0,12
313625,313626,313627,313639,2022-12-24 23:25:00,2022-12-24 23:30:00,2022-12-24 23:35:00,2022-12-25 00:35:00,1,lvrt_r0,12
313666,313667,313668,313680,2022-12-25 02:50:00,2022-12-25 02:55:00,2022-12-25 03:00:00,2022-12-25 04:00:00,1,lvrt_r0,12
313732,313733,313734,313746,2022-12-25 08:20:00,2022-12-25 08:25:00,2022-12-25 08:30:00,2022-12-25 09:30:00,-1,lvrt_r0,12
313756,313757,313758,313770,2022-12-25 10:20:00,2022-12-25 10:25:00,2022-12-25 10:30:00,2022-12-25 11:30:00,1,lvrt_r0,12
313786,313787,313788,313800,2022-12-25 12:50:00,2022-12-25 12:55:00,2022-12-25 13:00:00,2022-12-25 14:00:00,-1,lvrt_r0,12
313882,313883,313884,313896,2022-12-25 20:50:00,2022-12-25 20:55:00,2022-12-25 21:00:00,2022-12-25 22:00:00,1,lvrt_r0,12
314239,314240,314241,314253,2022-12-27 02:35:00,2022-12-27 02:40:00,2022-12-27 02:45:00,2022-12-27 03:45:00,1,lvrt_r0,12
314361,314362,314363,314375,2022-12-27 12:45:00,2022-12-27 12:50:00,2022-12-27 12:55:00,2022-12-27 13:55:00,-1,lvrt_r0,12
314373,314374,314375,314387,2022-12-27 13:45:00,2022-12-27 13:50:00,2022-12-27 13:55:00,2022-12-27 14:55:00,1,lvrt_r0,12
314520,314521,314522,314534,2022-12-28 02:00:00,2022-12-28 02:05:00,2022-12-28 02:10:00,2022-12-28 03:10:00,-1,lvrt_r0,12
314618,314619,314620,314632,2022-12-28 10:10:00,2022-12-28 10:15:00,2022-12-28 10:20:00,2022-12-28 11:20:00,-1,lvrt_r0,12
314725,314726,314727,314739,2022-12-28 19:05:00,2022-12-28 19:10:00,2022-12-28 19:15:00,2022-12-28 20:15:00,1,lvrt_r0,12
315047,315048,315049,315061,2022-12-29 21:55:00,2022-12-29 22:00:00,2022-12-29 22:05:00,2022-12-29 23:05:00,1,lvrt_r0,12
315085,315086,315087,315099,2022-12-30 01:05:00,2022-12-30 01:10:00,2022-12-30 01:15:00,2022-12-30 02:15:00,1,lvrt_r0,12
315128,315129,315130,315142,2022-12-30 04:40:00,2022-12-30 04:45:00,2022-12-30 04:50:00,2022-12-30 05:50:00,1,lvrt_r0,12
315344,315345,315346,315358,2022-12-30 22:40:00,2022-12-30 22:45:00,2022-12-30 22:50:00,2022-12-30 23:50:00,-1,lvrt_r0,12
315588,315589,315590,315602,2022-12-31 19:00:00,2022-12-31 19:05:00,2022-12-31 19:10:00,2022-12-31 20:10:00,1,lvrt_r0,12
315607,315608,315609,315621,2022-12-31 20:35:00,2022-12-31 20:40:00,2022-12-31 20:45:00,2022-12-31 21:45:00,1,lvrt_r0,12
315694,315695,315696,315708,2023-01-01 03:50:00,2023-01-01 03:55:00,2023-01-01 04:00:00,2023-01-01 05:00:00,-1,lvrt_r0,12
315908,315909,315910,315922,2023-01-01 21:40:00,2023-01-01 21:45:00,2023-01-01 21:50:00,2023-01-01 22:50:00,1,lvrt_r0,12
316219,316220,316221,316233,2023-01-02 23:35:00,2023-01-02 23:40:00,2023-01-02 23:45:00,2023-01-03 00:45:00,1,lvrt_r0,12
316262,316263,316264,316276,2023-01-03 03:10:00,2023-01-03 03:15:00,2023-01-03 03:20:00,2023-01-03 04:20:00,1,lvrt_r0,12
316450,316451,316452,316464,2023-01-03 18:50:00,2023-01-03 18:55:00,2023-01-03 19:00:00,2023-01-03 20:00:00,-1,lvrt_r0,12
316788,316789,316790,316802,2023-01-04 23:00:00,2023-01-04 23:05:00,2023-01-04 23:10:00,2023-01-05 00:10:00,1,lvrt_r0,12
317634,317635,317636,317648,2023-01-07 21:30:00,2023-01-07 21:35:00,2023-01-07 21:40:00,2023-01-07 22:40:00,-1,lvrt_r0,12
317646,317647,317648,317660,2023-01-07 22:30:00,2023-01-07 22:35:00,2023-01-07 22:40:00,2023-01-07 23:40:00,1,lvrt_r0,12
317659,317660,317661,317673,2023-01-07 23:35:00,2023-01-07 23:40:00,2023-01-07 23:45:00,2023-01-08 00:45:00,-1,lvrt_r0,12
317681,317682,317683,317695,2023-01-08 01:25:00,2023-01-08 01:30:00,2023-01-08 01:35:00,2023-01-08 02:35:00,-1,lvrt_r0,12
317718,317719,317720,317732,2023-01-08 04:30:00,2023-01-08 04:35:00,2023-01-08 04:40:00,2023-01-08 05:40:00,-1,lvrt_r0,12
317730,317731,317732,317744,2023-01-08 05:30:00,2023-01-08 05:35:00,2023-01-08 05:40:00,2023-01-08 06:40:00,1,lvrt_r0,12
317813,317814,317815,317827,2023-01-08 12:25:00,2023-01-08 12:30:00,2023-01-08 12:35:00,2023-01-08 13:35:00,1,lvrt_r0,12
319729,319730,319731,319743,2023-01-15 04:05:00,2023-01-15 04:10:00,2023-01-15 04:15:00,2023-01-15 05:15:00,1,lvrt_r0,12
323703,323704,323705,323717,2023-01-28 23:15:00,2023-01-28 23:20:00,2023-01-28 23:25:00,2023-01-29 00:25:00,-1,lvrt_r0,12
324646,324647,324648,324660,2023-02-01 05:50:00,2023-02-01 05:55:00,2023-02-01 06:00:00,2023-02-01 07:00:00,-1,lvrt_r0,12
326255,326256,326257,326269,2023-02-06 19:55:00,2023-02-06 20:00:00,2023-02-06 20:05:00,2023-02-06 21:05:00,-1,lvrt_r0,12
326569,326570,326571,326583,2023-02-07 22:05:00,2023-02-07 22:10:00,2023-02-07 22:15:00,2023-02-07 23:15:00,1,lvrt_r0,12
327485,327486,327487,327499,2023-02-11 02:25:00,2023-02-11 02:30:00,2023-02-11 02:35:00,2023-02-11 03:35:00,-1,lvrt_r0,12
329749,329750,329751,329763,2023-02-18 23:05:00,2023-02-18 23:10:00,2023-02-18 23:15:00,2023-02-19 00:15:00,-1,lvrt_r0,12
329784,329785,329786,329798,2023-02-19 02:00:00,2023-02-19 02:05:00,2023-02-19 02:10:00,2023-02-19 03:10:00,-1,lvrt_r0,12
330094,330095,330096,330108,2023-02-20 03:50:00,2023-02-20 03:55:00,2023-02-20 04:00:00,2023-02-20 05:00:00,-1,lvrt_r0,12
330285,330286,330287,330299,2023-02-20 19:45:00,2023-02-20 19:50:00,2023-02-20 19:55:00,2023-02-20 20:55:00,1,lvrt_r0,12
330304,330305,330306,330318,2023-02-20 21:20:00,2023-02-20 21:25:00,2023-02-20 21:30:00,2023-02-20 22:30:00,1,lvrt_r0,12
332871,332872,332873,332885,2023-03-01 19:15:00,2023-03-01 19:20:00,2023-03-01 19:25:00,2023-03-01 20:25:00,1,lvrt_r0,12
334065,334066,334067,334079,2023-03-05 22:45:00,2023-03-05 22:50:00,2023-03-05 22:55:00,2023-03-05 23:55:00,-1,lvrt_r0,12
336795,336796,336797,336809,2023-03-15 10:15:00,2023-03-15 10:20:00,2023-03-15 10:25:00,2023-03-15 11:25:00,1,lvrt_r0,12
338232,338233,338234,338246,2023-03-20 10:00:00,2023-03-20 10:05:00,2023-03-20 10:10:00,2023-03-20 11:10:00,1,lvrt_r0,12
339882,339883,339884,339896,2023-03-26 03:30:00,2023-03-26 03:35:00,2023-03-26 03:40:00,2023-03-26 04:40:00,1,lvrt_r0,12
340627,340628,340629,340641,2023-03-28 17:35:00,2023-03-28 17:40:00,2023-03-28 17:45:00,2023-03-28 18:45:00,-1,lvrt_r0,12
341321,341322,341323,341335,2023-03-31 03:25:00,2023-03-31 03:30:00,2023-03-31 03:35:00,2023-03-31 04:35:00,-1,lvrt_r0,12
341808,341809,341810,341822,2023-04-01 20:00:00,2023-04-01 20:05:00,2023-04-01 20:10:00,2023-04-01 21:10:00,-1,lvrt_r0,12
341915,341916,341917,341929,2023-04-02 04:55:00,2023-04-02 05:00:00,2023-04-02 05:05:00,2023-04-02 06:05:00,1,lvrt_r0,12
345262,345263,345264,345276,2023-04-13 19:50:00,2023-04-13 19:55:00,2023-04-13 20:00:00,2023-04-13 21:00:00,1,lvrt_r0,12
345631,345632,345633,345645,2023-04-15 02:35:00,2023-04-15 02:40:00,2023-04-15 02:45:00,2023-04-15 03:45:00,1,lvrt_r0,12
345942,345943,345944,345956,2023-04-16 04:30:00,2023-04-16 04:35:00,2023-04-16 04:40:00,2023-04-16 05:40:00,-1,lvrt_r0,12
346748,346749,346750,346762,2023-04-18 23:40:00,2023-04-18 23:45:00,2023-04-18 23:50:00,2023-04-19 00:50:00,-1,lvrt_r0,12
348987,348988,348989,349001,2023-04-26 18:15:00,2023-04-26 18:20:00,2023-04-26 18:25:00,2023-04-26 19:25:00,1,lvrt_r0,12
349051,349052,349053,349065,2023-04-26 23:35:00,2023-04-26 23:40:00,2023-04-26 23:45:00,2023-04-27 00:45:00,1,lvrt_r0,12
349184,349185,349186,349198,2023-04-27 10:40:00,2023-04-27 10:45:00,2023-04-27 10:50:00,2023-04-27 11:50:00,-1,lvrt_r0,12
349939,349940,349941,349953,2023-04-30 01:35:00,2023-04-30 01:40:00,2023-04-30 01:45:00,2023-04-30 02:45:00,1,lvrt_r0,12
350665,350666,350667,350679,2023-05-02 14:05:00,2023-05-02 14:10:00,2023-05-02 14:15:00,2023-05-02 15:15:00,1,lvrt_r0,12
350913,350914,350915,350927,2023-05-03 10:45:00,2023-05-03 10:50:00,2023-05-03 10:55:00,2023-05-03 11:55:00,-1,lvrt_r0,12
351022,351023,351024,351036,2023-05-03 19:50:00,2023-05-03 19:55:00,2023-05-03 20:00:00,2023-05-03 21:00:00,-1,lvrt_r0,12
351254,351255,351256,351268,2023-05-04 15:10:00,2023-05-04 15:15:00,2023-05-04 15:20:00,2023-05-04 16:20:00,-1,lvrt_r0,12
351339,351340,351341,351353,2023-05-04 22:15:00,2023-05-04 22:20:00,2023-05-04 22:25:00,2023-05-04 23:25:00,1,lvrt_r0,12
351824,351825,351826,351838,2023-05-06 14:40:00,2023-05-06 14:45:00,2023-05-06 14:50:00,2023-05-06 15:50:00,1,lvrt_r0,12
352286,352287,352288,352300,2023-05-08 05:10:00,2023-05-08 05:15:00,2023-05-08 05:20:00,2023-05-08 06:20:00,1,lvrt_r0,12
352386,352387,352388,352400,2023-05-08 13:30:00,2023-05-08 13:35:00,2023-05-08 13:40:00,2023-05-08 14:40:00,1,lvrt_r0,12
352413,352414,352415,352427,2023-05-08 15:45:00,2023-05-08 15:50:00,2023-05-08 15:55:00,2023-05-08 16:55:00,-1,lvrt_r0,12
352580,352581,352582,352594,2023-05-09 05:40:00,2023-05-09 05:45:00,2023-05-09 05:50:00,2023-05-09 06:50:00,-1,lvrt_r0,12
353094,353095,353096,353108,2023-05-11 00:30:00,2023-05-11 00:35:00,2023-05-11 00:40:00,2023-05-11 01:40:00,1,lvrt_r0,12
353106,353107,353108,353120,2023-05-11 01:30:00,2023-05-11 01:35:00,2023-05-11 01:40:00,2023-05-11 02:40:00,1,lvrt_r0,12
353173,353174,353175,353187,2023-05-11 07:05:00,2023-05-11 07:10:00,2023-05-11 07:15:00,2023-05-11 08:15:00,-1,lvrt_r0,12
353680,353681,353682,353694,2023-05-13 01:20:00,2023-05-13 01:25:00,2023-05-13 01:30:00,2023-05-13 02:30:00,-1,lvrt_r0,12
354223,354224,354225,354237,2023-05-14 22:35:00,2023-05-14 22:40:00,2023-05-14 22:45:00,2023-05-14 23:45:00,1,lvrt_r0,12
355000,355001,355002,355014,2023-05-17 15:20:00,2023-05-17 15:25:00,2023-05-17 15:30:00,2023-05-17 16:30:00,1,lvrt_r0,12
355351,355352,355353,355365,2023-05-18 20:35:00,2023-05-18 20:40:00,2023-05-18 20:45:00,2023-05-18 21:45:00,-1,lvrt_r0,12
355392,355393,355394,355406,2023-05-19 00:00:00,2023-05-19 00:05:00,2023-05-19 00:10:00,2023-05-19 01:10:00,-1,lvrt_r0,12
359115,359116,359117,359129,2023-05-31 22:15:00,2023-05-31 22:20:00,2023-05-31 22:25:00,2023-05-31 23:25:00,-1,lvrt_r0,12
361364,361365,361366,361378,2023-06-08 17:40:00,2023-06-08 17:45:00,2023-06-08 17:50:00,2023-06-08 18:50:00,1,lvrt_r0,12
361450,361451,361452,361464,2023-06-09 00:50:00,2023-06-09 00:55:00,2023-06-09 01:00:00,2023-06-09 02:00:00,1,lvrt_r0,12
362320,362321,362322,362334,2023-06-12 01:20:00,2023-06-12 01:25:00,2023-06-12 01:30:00,2023-06-12 02:30:00,-1,lvrt_r0,12
362527,362528,362529,362541,2023-06-12 18:35:00,2023-06-12 18:40:00,2023-06-12 18:45:00,2023-06-12 19:45:00,1,lvrt_r0,12
363107,363108,363109,363121,2023-06-14 18:55:00,2023-06-14 19:00:00,2023-06-14 19:05:00,2023-06-14 20:05:00,1,lvrt_r0,12
364225,364226,364227,364239,2023-06-18 16:05:00,2023-06-18 16:10:00,2023-06-18 16:15:00,2023-06-18 17:15:00,-1,lvrt_r0,12
365354,365355,365356,365368,2023-06-22 14:10:00,2023-06-22 14:15:00,2023-06-22 14:20:00,2023-06-22 15:20:00,-1,lvrt_r0,12
366068,366069,366070,366082,2023-06-25 01:40:00,2023-06-25 01:45:00,2023-06-25 01:50:00,2023-06-25 02:50:00,-1,lvrt_r0,12
366553,366554,366555,366567,2023-06-26 18:05:00,2023-06-26 18:10:00,2023-06-26 18:15:00,2023-06-26 19:15:00,-1,lvrt_r0,12
