setup_position,signal_position,entry_position,exit_position,setup_date,signal_date,entry_date,exit_date,side,branch,hold_bars
215469,215470,215471,215483,2022-01-18 03:45:00,2022-01-18 03:50:00,2022-01-18 03:55:00,2022-01-18 04:55:00,1,lvrt_r0,12
215606,215607,215608,215620,2022-01-18 15:10:00,2022-01-18 15:15:00,2022-01-18 15:20:00,2022-01-18 16:20:00,1,lvrt_r0,12
215739,215740,215741,215753,2022-01-19 02:15:00,2022-01-19 02:20:00,2022-01-19 02:25:00,2022-01-19 03:25:00,-1,lvrt_r0,12
215760,215761,215762,215774,2022-01-19 04:00:00,2022-01-19 04:05:00,2022-01-19 04:10:00,2022-01-19 05:10:00,-1,lvrt_r0,12
215826,215827,215828,215840,2022-01-19 09:30:00,2022-01-19 09:35:00,2022-01-19 09:40:00,2022-01-19 10:40:00,-1,lvrt_r0,12
215893,215894,215895,215907,2022-01-19 15:05:00,2022-01-19 15:10:00,2022-01-19 15:15:00,2022-01-19 16:15:00,1,lvrt_r0,12
216010,216011,216012,216024,2022-01-20 00:50:00,2022-01-20 00:55:00,2022-01-20 01:00:00,2022-01-20 02:00:00,-1,lvrt_r0,12
216059,216060,216061,216073,2022-01-20 04:55:00,2022-01-20 05:00:00,2022-01-20 05:05:00,2022-01-20 06:05:00,1,lvrt_r0,12
216280,216281,216282,216294,2022-01-20 23:20:00,2022-01-20 23:25:00,2022-01-20 23:30:00,2022-01-21 00:30:00,1,lvrt_r0,12
216590,216591,216592,216604,2022-01-22 01:10:00,2022-01-22 01:15:00,2022-01-22 01:20:00,2022-01-22 02:20:00,1,lvrt_r0,12
216626,216627,216628,216640,2022-01-22 04:10:00,2022-01-22 04:15:00,2022-01-22 04:20:00,2022-01-22 05:20:00,-1,lvrt_r0,12
216944,216945,216946,216958,2022-01-23 06:40:00,2022-01-23 06:45:00,2022-01-23 06:50:00,2022-01-23 07:50:00,1,lvrt_r0,12
216972,216973,216974,216986,2022-01-23 09:00:00,2022-01-23 09:05:00,2022-01-23 09:10:00,2022-01-23 10:10:00,1,lvrt_r0,12
217043,217044,217045,217057,2022-01-23 14:55:00,2022-01-23 15:00:00,2022-01-23 15:05:00,2022-01-23 16:05:00,-1,lvrt_r0,12
217131,217132,217133,217145,2022-01-23 22:15:00,2022-01-23 22:20:00,2022-01-23 22:25:00,2022-01-23 23:25:00,-1,lvrt_r0,12
217156,217157,217158,217170,2022-01-24 00:20:00,2022-01-24 00:25:00,2022-01-24 00:30:00,2022-01-24 01:30:00,1,lvrt_r0,12
217174,217175,217176,217188,2022-01-24 01:50:00,2022-01-24 01:55:00,2022-01-24 02:00:00,2022-01-24 03:00:00,1,lvrt_r0,12
217898,217899,217900,217912,2022-01-26 14:10:00,2022-01-26 14:15:00,2022-01-26 14:20:00,2022-01-26 15:20:00,-1,lvrt_r0,12
218160,218161,218162,218174,2022-01-27 12:00:00,2022-01-27 12:05:00,2022-01-27 12:10:00,2022-01-27 13:10:00,-1,lvrt_r0,12
218227,218228,218229,218241,2022-01-27 17:35:00,2022-01-27 17:40:00,2022-01-27 17:45:00,2022-01-27 18:45:00,1,lvrt_r0,12
219371,219372,219373,219385,2022-01-31 16:55:00,2022-01-31 17:00:00,2022-01-31 17:05:00,2022-01-31 18:05:00,-1,lvrt_r0,12
219403,219404,219405,219417,2022-01-31 19:35:00,2022-01-31 19:40:00,2022-01-31 19:45:00,2022-01-31 20:45:00,1,lvrt_r0,12
219477,219478,219479,219491,2022-02-01 01:45:00,2022-02-01 01:50:00,2022-02-01 01:55:00,2022-02-01 02:55:00,1,lvrt_r0,12
219808,219809,219810,219822,2022-02-02 05:20:00,2022-02-02 05:25:00,2022-02-02 05:30:00,2022-02-02 06:30:00,1,lvrt_r0,12
220055,220056,220057,220069,2022-02-03 01:55:00,2022-02-03 02:00:00,2022-02-03 02:05:00,2022-02-03 03:05:00,-1,lvrt_r0,12
220143,220144,220145,220157,2022-02-03 09:15:00,2022-02-03 09:20:00,2022-02-03 09:25:00,2022-02-03 10:25:00,1,lvrt_r0,12
220384,220385,220386,220398,2022-02-04 05:20:00,2022-02-04 05:25:00,2022-02-04 05:30:00,2022-02-04 06:30:00,-1,lvrt_r0,12
220532,220533,220534,220546,2022-02-04 17:40:00,2022-02-04 17:45:00,2022-02-04 17:50:00,2022-02-04 18:50:00,1,lvrt_r0,12
220859,220860,220861,220873,2022-02-05 20:55:00,2022-02-05 21:00:00,2022-02-05 21:05:00,2022-02-05 22:05:00,-1,lvrt_r0,12
221041,221042,221043,221055,2022-02-06 12:05:00,2022-02-06 12:10:00,2022-02-06 12:15:00,2022-02-06 13:15:00,-1,lvrt_r0,12
221085,221086,221087,221099,2022-02-06 15:45:00,2022-02-06 15:50:00,2022-02-06 15:55:00,2022-02-06 16:55:00,-1,lvrt_r0,12
221188,221189,221190,221202,2022-02-07 00:20:00,2022-02-07 00:25:00,2022-02-07 00:30:00,2022-02-07 01:30:00,-1,lvrt_r0,12
221368,221369,221370,221382,2022-02-07 15:20:00,2022-02-07 15:25:00,2022-02-07 15:30:00,2022-02-07 16:30:00,-1,lvrt_r0,12
221905,221906,221907,221919,2022-02-09 12:05:00,2022-02-09 12:10:00,2022-02-09 12:15:00,2022-02-09 13:15:00,1,lvrt_r0,12
222336,222337,222338,222350,2022-02-11 00:00:00,2022-02-11 00:05:00,2022-02-11 00:10:00,2022-02-11 01:10:00,1,lvrt_r0,12
222529,222530,222531,222543,2022-02-11 16:05:00,2022-02-11 16:10:00,2022-02-11 16:15:00,2022-02-11 17:15:00,1,lvrt_r0,12
222542,222543,222544,222556,2022-02-11 17:10:00,2022-02-11 17:15:00,2022-02-11 17:20:00,2022-02-11 18:20:00,-1,lvrt_r0,12
222722,222723,222724,222736,2022-02-12 08:10:00,2022-02-12 08:15:00,2022-02-12 08:20:00,2022-02-12 09:20:00,-1,lvrt_r0,12
222742,222743,222744,222756,2022-02-12 09:50:00,2022-02-12 09:55:00,2022-02-12 10:00:00,2022-02-12 11:00:00,-1,lvrt_r0,12
222807,222808,222809,222821,2022-02-12 15:15:00,2022-02-12 15:20:00,2022-02-12 15:25:00,2022-02-12 16:25:00,1,lvrt_r0,12
223420,223421,223422,223434,2022-02-14 18:20:00,2022-02-14 18:25:00,2022-02-14 18:30:00,2022-02-14 19:30:00,1,lvrt_r0,12
223999,224000,224001,224013,2022-02-16 18:35:00,2022-02-16 18:40:00,2022-02-16 18:45:00,2022-02-16 19:45:00,-1,lvrt_r0,12
225718,225719,225720,225732,2022-02-22 17:50:00,2022-02-22 17:55:00,2022-02-22 18:00:00,2022-02-22 19:00:00,-1,lvrt_r0,12
225785,225786,225787,225799,2022-02-22 23:25:00,2022-02-22 23:30:00,2022-02-22 23:35:00,2022-02-23 00:35:00,-1,lvrt_r0,12
226032,226033,226034,226046,2022-02-23 20:00:00,2022-02-23 20:05:00,2022-02-23 20:10:00,2022-02-23 21:10:00,1,lvrt_r0,12
226120,226121,226122,226134,2022-02-24 03:20:00,2022-02-24 03:25:00,2022-02-24 03:30:00,2022-02-24 04:30:00,1,lvrt_r0,12
226174,226175,226176,226188,2022-02-24 07:50:00,2022-02-24 07:55:00,2022-02-24 08:00:00,2022-02-24 09:00:00,1,lvrt_r0,12
227958,227959,227960,227972,2022-03-02 12:30:00,2022-03-02 12:35:00,2022-03-02 12:40:00,2022-03-02 13:40:00,1,lvrt_r0,12
228126,228127,228128,228140,2022-03-03 02:30:00,2022-03-03 02:35:00,2022-03-03 02:40:00,2022-03-03 03:40:00,1,lvrt_r0,12
228432,228433,228434,228446,2022-03-04 04:00:00,2022-03-04 04:05:00,2022-03-04 04:10:00,2022-03-04 05:10:00,1,lvrt_r0,12
228971,228972,228973,228985,2022-03-06 00:55:00,2022-03-06 01:00:00,2022-03-06 01:05:00,2022-03-06 02:05:00,-1,lvrt_r0,12
229524,229525,229526,229538,2022-03-07 23:00:00,2022-03-07 23:05:00,2022-03-07 23:10:00,2022-03-08 00:10:00,-1,lvrt_r0,12
229537,229538,229539,229551,2022-03-08 00:05:00,2022-03-08 00:10:00,2022-03-08 00:15:00,2022-03-08 01:15:00,-1,lvrt_r0,12
229619,229620,229621,229633,2022-03-08 06:55:00,2022-03-08 07:00:00,2022-03-08 07:05:00,2022-03-08 08:05:00,-1,lvrt_r0,12
229824,229825,229826,229838,2022-03-09 00:00:00,2022-03-09 00:05:00,2022-03-09 00:10:00,2022-03-09 01:10:00,1,lvrt_r0,12
230225,230226,230227,230239,2022-03-10 09:25:00,2022-03-10 09:30:00,2022-03-10 09:35:00,2022-03-10 10:35:00,1,lvrt_r0,12
230292,230293,230294,230306,2022-03-10 15:00:00,2022-03-10 15:05:00,2022-03-10 15:10:00,2022-03-10 16:10:00,1,lvrt_r0,12
230339,230340,230341,230353,2022-03-10 18:55:00,2022-03-10 19:00:00,2022-03-10 19:05:00,2022-03-10 20:05:00,1,lvrt_r0,12
230591,230592,230593,230605,2022-03-11 15:55:00,2022-03-11 16:00:00,2022-03-11 16:05:00,2022-03-11 17:05:00,-1,lvrt_r0,12
230776,230777,230778,230790,2022-03-12 07:20:00,2022-03-12 07:25:00,2022-03-12 07:30:00,2022-03-12 08:30:00,1,lvrt_r0,12
231071,231072,231073,231085,2022-03-13 07:55:00,2022-03-13 08:00:00,2022-03-13 08:05:00,2022-03-13 09:05:00,1,lvrt_r0,12
231596,231597,231598,231610,2022-03-15 03:40:00,2022-03-15 03:45:00,2022-03-15 03:50:00,2022-03-15 04:50:00,1,lvrt_r0,12
231674,231675,231676,231688,2022-03-15 10:10:00,2022-03-15 10:15:00,2022-03-15 10:20:00,2022-03-15 11:20:00,-1,lvrt_r0,12
231723,231724,231725,231737,2022-03-15 14:15:00,2022-03-15 14:20:00,2022-03-15 14:25:00,2022-03-15 15:25:00,1,lvrt_r0,12
232190,232191,232192,232204,2022-03-17 05:10:00,2022-03-17 05:15:00,2022-03-17 05:20:00,2022-03-17 06:20:00,1,lvrt_r0,12
232589,232590,232591,232603,2022-03-18 14:25:00,2022-03-18 14:30:00,2022-03-18 14:35:00,2022-03-18 15:35:00,-1,lvrt_r0,12
232884,232885,232886,232898,2022-03-19 15:00:00,2022-03-19 15:05:00,2022-03-19 15:10:00,2022-03-19 16:10:00,-1,lvrt_r0,12
233203,233204,233205,233217,2022-03-20 17:35:00,2022-03-20 17:40:00,2022-03-20 17:45:00,2022-03-20 18:45:00,1,lvrt_r0,12
233267,233268,233269,233281,2022-03-20 22:55:00,2022-03-20 23:00:00,2022-03-20 23:05:00,2022-03-21 00:05:00,-1,lvrt_r0,12
233597,233598,233599,233611,2022-03-22 02:25:00,2022-03-22 02:30:00,2022-03-22 02:35:00,2022-03-22 03:35:00,-1,lvrt_r0,12
234171,234172,234173,234185,2022-03-24 02:15:00,2022-03-24 02:20:00,2022-03-24 02:25:00,2022-03-24 03:25:00,-1,lvrt_r0,12
234308,234309,234310,234322,2022-03-24 13:40:00,2022-03-24 13:45:00,2022-03-24 13:50:00,2022-03-24 14:50:00,-1,lvrt_r0,12
234754,234755,234756,234768,2022-03-26 02:50:00,2022-03-26 02:55:00,2022-03-26 03:00:00,2022-03-26 04:00:00,1,lvrt_r0,12
235026,235027,235028,235040,2022-03-27 01:30:00,2022-03-27 01:35:00,2022-03-27 01:40:00,2022-03-27 02:40:00,-1,lvrt_r0,12
235253,235254,235255,235267,2022-03-27 20:25:00,2022-03-27 20:30:00,2022-03-27 20:35:00,2022-03-27 21:35:00,1,lvrt_r0,12
235516,235517,235518,235530,2022-03-28 18:20:00,2022-03-28 18:25:00,2022-03-28 18:30:00,2022-03-28 19:30:00,1,lvrt_r0,12
235661,235662,235663,235675,2022-03-29 06:25:00,2022-03-29 06:30:00,2022-03-29 06:35:00,2022-03-29 07:35:00,-1,lvrt_r0,12
235815,235816,235817,235829,2022-03-29 19:15:00,2022-03-29 19:20:00,2022-03-29 19:25:00,2022-03-29 20:25:00,-1,lvrt_r0,12
235884,235885,235886,235898,2022-03-30 01:00:00,2022-03-30 01:05:00,2022-03-30 01:10:00,2022-03-30 02:10:00,1,lvrt_r0,12
236316,236317,236318,236330,2022-03-31 13:00:00,2022-03-31 13:05:00,2022-03-31 13:10:00,2022-03-31 14:10:00,-1,lvrt_r0,12
236518,236519,236520,236532,2022-04-01 05:50:00,2022-04-01 05:55:00,2022-04-01 06:00:00,2022-04-01 07:00:00,1,lvrt_r0,12
236705,236706,236707,236719,2022-04-01 21:25:00,2022-04-01 21:30:00,2022-04-01 21:35:00,2022-04-01 22:35:00,-1,lvrt_r0,12
236816,236817,236818,236830,2022-04-02 06:40:00,2022-04-02 06:45:00,2022-04-02 06:50:00,2022-04-02 07:50:00,-1,lvrt_r0,12
236838,236839,236840,236852,2022-04-02 08:30:00,2022-04-02 08:35:00,2022-04-02 08:40:00,2022-04-02 09:40:00,-1,lvrt_r0,12
236993,236994,236995,237007,2022-04-02 21:25:00,2022-04-02 21:30:00,2022-04-02 21:35:00,2022-04-02 22:35:00,1,lvrt_r0,12
237114,237115,237116,237128,2022-04-03 07:30:00,2022-04-03 07:35:00,2022-04-03 07:40:00,2022-04-03 08:40:00,-1,lvrt_r0,12
237255,237256,237257,237269,2022-04-03 19:15:00,2022-04-03 19:20:00,2022-04-03 19:25:00,2022-04-03 20:25:00,1,lvrt_r0,12
237306,237307,237308,237320,2022-04-03 23:30:00,2022-04-03 23:35:00,2022-04-03 23:40:00,2022-04-04 00:40:00,1,lvrt_r0,12
237345,237346,237347,237359,2022-04-04 02:45:00,2022-04-04 02:50:00,2022-04-04 02:55:00,2022-04-04 03:55:00,-1,lvrt_r0,12
237414,237415,237416,237428,2022-04-04 08:30:00,2022-04-04 08:35:00,2022-04-04 08:40:00,2022-04-04 09:40:00,-1,lvrt_r0,12
237857,237858,237859,237871,2022-04-05 21:25:00,2022-04-05 21:30:00,2022-04-05 21:35:00,2022-04-05 22:35:00,1,lvrt_r0,12
237967,237968,237969,237981,2022-04-06 06:35:00,2022-04-06 06:40:00,2022-04-06 06:45:00,2022-04-06 07:45:00,-1,lvrt_r0,12
238236,238237,238238,238250,2022-04-07 05:00:00,2022-04-07 05:05:00,2022-04-07 05:10:00,2022-04-07 06:10:00,1,lvrt_r0,12
238694,238695,238696,238708,2022-04-08 19:10:00,2022-04-08 19:15:00,2022-04-08 19:20:00,2022-04-08 20:20:00,-1,lvrt_r0,12
238925,238926,238927,238939,2022-04-09 14:25:00,2022-04-09 14:30:00,2022-04-09 14:35:00,2022-04-09 15:35:00,-1,lvrt_r0,12
239421,239422,239423,239435,2022-04-11 07:45:00,2022-04-11 07:50:00,2022-04-11 07:55:00,2022-04-11 08:55:00,-1,lvrt_r0,12
239445,239446,239447,239459,2022-04-11 09:45:00,2022-04-11 09:50:00,2022-04-11 09:55:00,2022-04-11 10:55:00,1,lvrt_r0,12
239599,239600,239601,239613,2022-04-11 22:35:00,2022-04-11 22:40:00,2022-04-11 22:45:00,2022-04-11 23:45:00,-1,lvrt_r0,12
239637,239638,239639,239651,2022-04-12 01:45:00,2022-04-12 01:50:00,2022-04-12 01:55:00,2022-04-12 02:55:00,1,lvrt_r0,12
239661,239662,239663,239675,2022-04-12 03:45:00,2022-04-12 03:50:00,2022-04-12 03:55:00,2022-04-12 04:55:00,-1,lvrt_r0,12
239782,239783,239784,239796,2022-04-12 13:50:00,2022-04-12 13:55:00,2022-04-12 14:00:00,2022-04-12 15:00:00,-1,lvrt_r0,12
240145,240146,240147,240159,2022-04-13 20:05:00,2022-04-13 20:10:00,2022-04-13 20:15:00,2022-04-13 21:15:00,1,lvrt_r0,12
240499,240500,240501,240513,2022-04-15 01:35:00,2022-04-15 01:40:00,2022-04-15 01:45:00,2022-04-15 02:45:00,1,lvrt_r0,12
240682,240683,240684,240696,2022-04-15 16:50:00,2022-04-15 16:55:00,2022-04-15 17:00:00,2022-04-15 18:00:00,-1,lvrt_r0,12
240748,240749,240750,240762,2022-04-15 22:20:00,2022-04-15 22:25:00,2022-04-15 22:30:00,2022-04-15 23:30:00,-1,lvrt_r0,12
241058,241059,241060,241072,2022-04-17 00:10:00,2022-04-17 00:15:00,2022-04-17 00:20:00,2022-04-17 01:20:00,1,lvrt_r0,12
241177,241178,241179,241191,2022-04-17 10:05:00,2022-04-17 10:10:00,2022-04-17 10:15:00,2022-04-17 11:15:00,-1,lvrt_r0,12
241516,241517,241518,241530,2022-04-18 14:20:00,2022-04-18 14:25:00,2022-04-18 14:30:00,2022-04-18 15:30:00,-1,lvrt_r0,12
241648,241649,241650,241662,2022-04-19 01:20:00,2022-04-19 01:25:00,2022-04-19 01:30:00,2022-04-19 02:30:00,-1,lvrt_r0,12
241667,241668,241669,241681,2022-04-19 02:55:00,2022-04-19 03:00:00,2022-04-19 03:05:00,2022-04-19 04:05:00,1,lvrt_r0,12
241898,241899,241900,241912,2022-04-19 22:10:00,2022-04-19 22:15:00,2022-04-19 22:20:00,2022-04-19 23:20:00,-1,lvrt_r0,12
241912,241913,241914,241926,2022-04-19 23:20:00,2022-04-19 23:25:00,2022-04-19 23:30:00,2022-04-20 00:30:00,-1,lvrt_r0,12
241956,241957,241958,241970,2022-04-20 03:00:00,2022-04-20 03:05:00,2022-04-20 03:10:00,2022-04-20 04:10:00,1,lvrt_r0,12
241969,241970,241971,241983,2022-04-20 04:05:00,2022-04-20 04:10:00,2022-04-20 04:15:00,2022-04-20 05:15:00,-1,lvrt_r0,12
242136,242137,242138,242150,2022-04-20 18:00:00,2022-04-20 18:05:00,2022-04-20 18:10:00,2022-04-20 19:10:00,1,lvrt_r0,12
242153,242154,242155,242167,2022-04-20 19:25:00,2022-04-20 19:30:00,2022-04-20 19:35:00,2022-04-20 20:35:00,-1,lvrt_r0,12
242444,242445,242446,242458,2022-04-21 19:40:00,2022-04-21 19:45:00,2022-04-21 19:50:00,2022-04-21 20:50:00,-1,lvrt_r0,12
242515,242516,242517,242529,2022-04-22 01:35:00,2022-04-22 01:40:00,2022-04-22 01:45:00,2022-04-22 02:45:00,-1,lvrt_r0,12
242818,242819,242820,242832,2022-04-23 02:50:00,2022-04-23 02:55:00,2022-04-23 03:00:00,2022-04-23 04:00:00,1,lvrt_r0,12
242913,242914,242915,242927,2022-04-23 10:45:00,2022-04-23 10:50:00,2022-04-23 10:55:00,2022-04-23 11:55:00,-1,lvrt_r0,12
243046,243047,243048,243060,2022-04-23 21:50:00,2022-04-23 21:55:00,2022-04-23 22:00:00,2022-04-23 23:00:00,-1,lvrt_r0,12
243077,243078,243079,243091,2022-04-24 00:25:00,2022-04-24 00:30:00,2022-04-24 00:35:00,2022-04-24 01:35:00,-1,lvrt_r0,12
243133,243134,243135,243147,2022-04-24 05:05:00,2022-04-24 05:10:00,2022-04-24 05:15:00,2022-04-24 06:15:00,1,lvrt_r0,12
243349,243350,243351,243363,2022-04-24 23:05:00,2022-04-24 23:10:00,2022-04-24 23:15:00,2022-04-25 00:15:00,1,lvrt_r0,12
243689,243690,243691,243703,2022-04-26 03:25:00,2022-04-26 03:30:00,2022-04-26 03:35:00,2022-04-26 04:35:00,-1,lvrt_r0,12
244160,244161,244162,244174,2022-04-27 18:40:00,2022-04-27 18:45:00,2022-04-27 18:50:00,2022-04-27 19:50:00,-1,lvrt_r0,12
244559,244560,244561,244573,2022-04-29 03:55:00,2022-04-29 04:00:00,2022-04-29 04:05:00,2022-04-29 05:05:00,-1,lvrt_r0,12
244907,244908,244909,244921,2022-04-30 08:55:00,2022-04-30 09:00:00,2022-04-30 09:05:00,2022-04-30 10:05:00,1,lvrt_r0,12
244998,244999,245000,245012,2022-04-30 16:30:00,2022-04-30 16:35:00,2022-04-30 16:40:00,2022-04-30 17:40:00,-1,lvrt_r0,12
245130,245131,245132,245144,2022-05-01 03:30:00,2022-05-01 03:35:00,2022-05-01 03:40:00,2022-05-01 04:40:00,-1,lvrt_r0,12
245558,245559,245560,245572,2022-05-02 15:10:00,2022-05-02 15:15:00,2022-05-02 15:20:00,2022-05-02 16:20:00,-1,lvrt_r0,12
245597,245598,245599,245611,2022-05-02 18:25:00,2022-05-02 18:30:00,2022-05-02 18:35:00,2022-05-02 19:35:00,1,lvrt_r0,12
246344,246345,246346,246358,2022-05-05 08:40:00,2022-05-05 08:45:00,2022-05-05 08:50:00,2022-05-05 09:50:00,1,lvrt_r0,12
246757,246758,246759,246771,2022-05-06 19:05:00,2022-05-06 19:10:00,2022-05-06 19:15:00,2022-05-06 20:15:00,1,lvrt_r0,12
246801,246802,246803,246815,2022-05-06 22:45:00,2022-05-06 22:50:00,2022-05-06 22:55:00,2022-05-06 23:55:00,-1,lvrt_r0,12
246818,246819,246820,246832,2022-05-07 00:10:00,2022-05-07 00:15:00,2022-05-07 00:20:00,2022-05-07 01:20:00,-1,lvrt_r0,12
247360,247361,247362,247374,2022-05-08 21:20:00,2022-05-08 21:25:00,2022-05-08 21:30:00,2022-05-08 22:30:00,1,lvrt_r0,12
247445,247446,247447,247459,2022-05-09 04:25:00,2022-05-09 04:30:00,2022-05-09 04:35:00,2022-05-09 05:35:00,-1,lvrt_r0,12
247912,247913,247914,247926,2022-05-10 19:20:00,2022-05-10 19:25:00,2022-05-10 19:30:00,2022-05-10 20:30:00,1,lvrt_r0,12
247979,247980,247981,247993,2022-05-11 00:55:00,2022-05-11 01:00:00,2022-05-11 01:05:00,2022-05-11 02:05:00,1,lvrt_r0,12
248006,248007,248008,248020,2022-05-11 03:10:00,2022-05-11 03:15:00,2022-05-11 03:20:00,2022-05-11 04:20:00,1,lvrt_r0,12
248166,248167,248168,248180,2022-05-11 16:30:00,2022-05-11 16:35:00,2022-05-11 16:40:00,2022-05-11 17:40:00,1,lvrt_r0,12
248190,248191,248192,248204,2022-05-11 18:30:00,2022-05-11 18:35:00,2022-05-11 18:40:00,2022-05-11 19:40:00,1,lvrt_r0,12
249089,249090,249091,249103,2022-05-14 21:25:00,2022-05-14 21:30:00,2022-05-14 21:35:00,2022-05-14 22:35:00,-1,lvrt_r0,12
249575,249576,249577,249589,2022-05-16 13:55:00,2022-05-16 14:00:00,2022-05-16 14:05:00,2022-05-16 15:05:00,1,lvrt_r0,12
252662,252663,252664,252676,2022-05-27 07:10:00,2022-05-27 07:15:00,2022-05-27 07:20:00,2022-05-27 08:20:00,1,lvrt_r0,12
253834,253835,253836,253848,2022-05-31 08:50:00,2022-05-31 08:55:00,2022-05-31 09:00:00,2022-05-31 10:00:00,-1,lvrt_r0,12
254308,254309,254310,254322,2022-06-02 00:20:00,2022-06-02 00:25:00,2022-06-02 00:30:00,2022-06-02 01:30:00,1,lvrt_r0,12
256025,256026,256027,256039,2022-06-07 23:25:00,2022-06-07 23:30:00,2022-06-07 23:35:00,2022-06-08 00:35:00,1,lvrt_r0,12
256270,256271,256272,256284,2022-06-08 19:50:00,2022-06-08 19:55:00,2022-06-08 20:00:00,2022-06-08 21:00:00,-1,lvrt_r0,12
256733,256734,256735,256747,2022-06-10 10:25:00,2022-06-10 10:30:00,2022-06-10 10:35:00,2022-06-10 11:35:00,-1,lvrt_r0,12
257199,257200,257201,257213,2022-06-12 01:15:00,2022-06-12 01:20:00,2022-06-12 01:25:00,2022-06-12 02:25:00,1,lvrt_r0,12
257285,257286,257287,257299,2022-06-12 08:25:00,2022-06-12 08:30:00,2022-06-12 08:35:00,2022-06-12 09:35:00,-1,lvrt_r0,12
257451,257452,257453,257465,2022-06-12 22:15:00,2022-06-12 22:20:00,2022-06-12 22:25:00,2022-06-12 23:25:00,1,lvrt_r0,12
257687,257688,257689,257701,2022-06-13 17:55:00,2022-06-13 18:00:00,2022-06-13 18:05:00,2022-06-13 19:05:00,-1,lvrt_r0,12
257981,257982,257983,257995,2022-06-14 18:25:00,2022-06-14 18:30:00,2022-06-14 18:35:00,2022-06-14 19:35:00,1,lvrt_r0,12
258129,258130,258131,258143,2022-06-15 06:45:00,2022-06-15 06:50:00,2022-06-15 06:55:00,2022-06-15 07:55:00,1,lvrt_r0,12
258424,258425,258426,258438,2022-06-16 07:20:00,2022-06-16 07:25:00,2022-06-16 07:30:00,2022-06-16 08:30:00,1,lvrt_r0,12
258576,258577,258578,258590,2022-06-16 20:00:00,2022-06-16 20:05:00,2022-06-16 20:10:00,2022-06-16 21:10:00,-1,lvrt_r0,12
260039,260040,260041,260053,2022-06-21 21:55:00,2022-06-21 22:00:00,2022-06-21 22:05:00,2022-06-21 23:05:00,-1,lvrt_r0,12
261511,261512,261513,261525,2022-06-27 00:35:00,2022-06-27 00:40:00,2022-06-27 00:45:00,2022-06-27 01:45:00,1,lvrt_r0,12
261812,261813,261814,261826,2022-06-28 01:40:00,2022-06-28 01:45:00,2022-06-28 01:50:00,2022-06-28 02:50:00,-1,lvrt_r0,12
262138,262139,262140,262152,2022-06-29 04:50:00,2022-06-29 04:55:00,2022-06-29 05:00:00,2022-06-29 06:00:00,-1,lvrt_r0,12
262936,262937,262938,262950,2022-07-01 23:20:00,2022-07-01 23:25:00,2022-07-01 23:30:00,2022-07-02 00:30:00,-1,lvrt_r0,12
263882,263883,263884,263896,2022-07-05 06:10:00,2022-07-05 06:15:00,2022-07-05 06:20:00,2022-07-05 07:20:00,-1,lvrt_r0,12
264031,264032,264033,264045,2022-07-05 18:35:00,2022-07-05 18:40:00,2022-07-05 18:45:00,2022-07-05 19:45:00,-1,lvrt_r0,12
265565,265566,265567,265579,2022-07-11 02:25:00,2022-07-11 02:30:00,2022-07-11 02:35:00,2022-07-11 03:35:00,-1,lvrt_r0,12
266348,266349,266350,266362,2022-07-13 19:40:00,2022-07-13 19:45:00,2022-07-13 19:50:00,2022-07-13 20:50:00,1,lvrt_r0,12
266989,266990,266991,267003,2022-07-16 01:05:00,2022-07-16 01:10:00,2022-07-16 01:15:00,2022-07-16 02:15:00,1,lvrt_r0,12
267387,267388,267389,267401,2022-07-17 10:15:00,2022-07-17 10:20:00,2022-07-17 10:25:00,2022-07-17 11:25:00,1,lvrt_r0,12
267780,267781,267782,267794,2022-07-18 19:00:00,2022-07-18 19:05:00,2022-07-18 19:10:00,2022-07-18 20:10:00,1,lvrt_r0,12
267800,267801,267802,267814,2022-07-18 20:40:00,2022-07-18 20:45:00,2022-07-18 20:50:00,2022-07-18 21:50:00,1,lvrt_r0,12
267850,267851,267852,267864,2022-07-19 00:50:00,2022-07-19 00:55:00,2022-07-19 01:00:00,2022-07-19 02:00:00,-1,lvrt_r0,12
268076,268077,268078,268090,2022-07-19 19:40:00,2022-07-19 19:45:00,2022-07-19 19:50:00,2022-07-19 20:50:00,-1,lvrt_r0,12
268234,268235,268236,268248,2022-07-20 08:50:00,2022-07-20 08:55:00,2022-07-20 09:00:00,2022-07-20 10:00:00,1,lvrt_r0,12
268379,268380,268381,268393,2022-07-20 20:55:00,2022-07-20 21:00:00,2022-07-20 21:05:00,2022-07-20 22:05:00,1,lvrt_r0,12
268876,268877,268878,268890,2022-07-22 14:20:00,2022-07-22 14:25:00,2022-07-22 14:30:00,2022-07-22 15:30:00,1,lvrt_r0,12
268998,268999,269000,269012,2022-07-23 00:30:00,2022-07-23 00:35:00,2022-07-23 00:40:00,2022-07-23 01:40:00,-1,lvrt_r0,12
269036,269037,269038,269050,2022-07-23 03:40:00,2022-07-23 03:45:00,2022-07-23 03:50:00,2022-07-23 04:50:00,-1,lvrt_r0,12
269053,269054,269055,269067,2022-07-23 05:05:00,2022-07-23 05:10:00,2022-07-23 05:15:00,2022-07-23 06:15:00,-1,lvrt_r0,12
269073,269074,269075,269087,2022-07-23 06:45:00,2022-07-23 06:50:00,2022-07-23 06:55:00,2022-07-23 07:55:00,-1,lvrt_r0,12
269121,269122,269123,269135,2022-07-23 10:45:00,2022-07-23 10:50:00,2022-07-23 10:55:00,2022-07-23 11:55:00,-1,lvrt_r0,12
