document_class,meeting_date,release_date,last_update_date,encoding,source_eligible,official_url,index_url
fomc_statement,2020-03-15,2020-03-15,2020-03-15,utf-8,true,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200315a.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_statement,2020-03-23,2020-03-23,2020-03-23,utf-8,true,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200323a.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_minutes,2020-03-15,2020-04-08,2020-04-08,utf-8,true,https://www.federalreserve.gov/monetarypolicy/fomcminutes20200315.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_statement,2020-04-29,2020-04-29,2020-04-29,utf-8,true,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200429a.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_minutes,2020-04-29,2020-05-20,2020-05-20,utf-8,true,https://www.federalreserve.gov/monetarypolicy/fomcminutes20200429.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_statement,2020-06-10,2020-06-10,2020-06-10,utf-8,true,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200610a.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_minutes,2020-06-10,2020-07-01,2020-07-01,utf-8,true,https://www.federalreserve.gov/monetarypolicy/fomcminutes20200610.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_statement,2020-07-29,2020-07-29,2020-07-29,utf-8,true,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200729a.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_minutes,2020-07-29,2020-08-19,2020-08-19,utf-8,true,https://www.federalreserve.gov/monetarypolicy/fomcminutes20200729.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_statement,2020-09-16,2020-09-16,2020-09-16,utf-8,true,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200916a.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_minutes,2020-09-16,2020-10-07,2020-10-07,utf-8,true,https://www.federalreserve.gov/monetarypolicy/fomcminutes20200916.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_statement,2020-11-05,2020-11-05,2020-11-05,utf-8,true,https://www.federalreserve.gov/newsevents/pressreleases/monetary20201105a.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_minutes,2020-11-05,2020-11-25,2020-11-25,utf-8,true,https://www.federalreserve.gov/monetarypolicy/fomcminutes20201105.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
fomc_statement,2020-12-16,2020-12-16,2020-12-16,utf-8,true,https://www.federalreserve.gov/newsevents/pressreleases/monetary20201216a.htm,https://www.federalreserve.gov/monetarypolicy/fomchistorical2020.htm
